leg,trader,face,start,window,ret,dd,n_trades,passive,beat,events_n,regime_state,segment
L,COMPOSITE-CE-01,x1,2021-05-12,24m,-0.044276,-0.1698,143,-0.13914,1,8,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-13,6m,0.025649,-0.0322,35,0.04179,0,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-13,12m,-0.041559,-0.1197,79,-0.166363,1,6,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-13,24m,-0.043435,-0.17,143,-0.132323,1,8,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-14,6m,0.018738,-0.0341,36,0.028346,0,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-14,12m,-0.043071,-0.12,79,-0.177132,1,6,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-14,24m,-0.043956,-0.1677,142,-0.147042,1,8,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-17,6m,0.015229,-0.0321,36,0.020347,0,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-17,12m,-0.053384,-0.1188,78,-0.174752,1,6,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-17,24m,-0.038617,-0.1695,143,-0.142042,1,8,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-18,6m,0.023854,-0.0328,37,0.026631,0,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-18,12m,-0.048793,-0.1199,80,-0.166608,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-18,24m,-0.036123,-0.1676,143,-0.142505,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-19,6m,0.031494,-0.0325,38,0.037662,0,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-19,12m,-0.046303,-0.1195,80,-0.16661,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-19,24m,-0.033928,-0.1697,144,-0.134286,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-20,6m,0.019301,-0.0306,38,0.033322,0,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-20,12m,-0.04809,-0.1194,80,-0.161303,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-20,24m,-0.034643,-0.1675,144,-0.134719,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-21,6m,0.021321,-0.0327,38,0.038475,0,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-21,12m,-0.047325,-0.1199,80,-0.138759,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-21,24m,-0.041242,-0.1702,144,-0.121261,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-24,6m,0.021333,-0.0292,38,0.030061,0,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-24,12m,-0.049818,-0.1195,80,-0.144454,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-24,24m,-0.038599,-0.1676,144,-0.117686,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-25,6m,0.01355,-0.0322,40,-0.002124,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-25,12m,-0.050071,-0.12,80,-0.157948,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-25,24m,-0.028904,-0.1677,143,-0.142151,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-26,6m,0.01429,-0.0319,40,0.00032,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-26,12m,-0.051745,-0.1201,80,-0.167733,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-26,24m,-0.029392,-0.1679,144,-0.140609,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-27,6m,0.008039,-0.0318,40,-0.00674,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-27,12m,-0.060002,-0.119,80,-0.160878,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-27,24m,-0.033516,-0.1697,145,-0.160001,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-28,6m,0.007037,-0.0335,40,-0.007413,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-28,12m,-0.069647,-0.1192,80,-0.16919,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-28,24m,-0.045163,-0.1701,145,-0.172531,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-31,6m,0.002992,-0.032,40,-0.022393,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-31,12m,-0.075001,-0.125,80,-0.177646,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-05-31,24m,-0.040357,-0.1699,145,-0.175392,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-01,6m,0.009332,-0.0316,36,-0.017878,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-01,12m,-0.075772,-0.1274,77,-0.178204,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-01,24m,-0.034709,-0.1696,141,-0.179493,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-02,6m,0.008175,-0.0282,38,-0.014823,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-02,12m,-0.069953,-0.1251,80,-0.170457,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-02,24m,-0.033618,-0.168,142,-0.171991,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-03,6m,0.020622,-0.0274,38,-0.011593,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-03,12m,-0.053518,-0.1243,80,-0.158578,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-03,24m,-0.023109,-0.1668,144,-0.161995,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-04,6m,0.021703,-0.0274,34,-0.002335,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-04,12m,-0.067874,-0.1302,77,-0.159575,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-04,24m,-0.037582,-0.1715,139,-0.156455,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-07,6m,0.018924,-0.0274,34,0.000987,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-07,12m,-0.067855,-0.1272,76,-0.166227,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-07,24m,-0.017811,-0.1511,139,-0.159635,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-08,6m,0.022137,-0.0273,34,0.005986,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-08,12m,-0.072666,-0.1331,77,-0.172574,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-08,24m,-0.020791,-0.1692,142,-0.160337,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-09,6m,0.024875,-0.0274,34,0.007425,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-09,12m,-0.080805,-0.1412,78,-0.160998,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-09,24m,-0.022739,-0.1693,142,-0.165625,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-10,6m,0.013848,-0.0277,34,-0.007325,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-10,12m,-0.073522,-0.1302,78,-0.160762,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-10,24m,-0.023874,-0.1514,139,-0.177048,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-11,6m,0.023554,-0.024,34,-0.009363,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-11,12m,-0.08597,-0.1482,79,-0.147407,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-11,24m,-0.045174,-0.1724,142,-0.170607,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-15,6m,0.038391,-0.024,33,0.003723,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-15,12m,-0.073787,-0.1416,78,-0.130928,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-15,24m,-0.011656,-0.1666,143,-0.158671,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-16,6m,0.041551,-0.0235,34,0.009295,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-06-16,12m,-0.064995,-0.1434,80,-0.129428,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-06-16,24m,-0.040124,-0.1648,142,-0.149845,1,7,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-06-17,6m,0.040146,-0.0236,33,-0.020918,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-06-17,12m,-0.057686,-0.1426,79,-0.129377,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-06-17,24m,-0.034232,-0.1689,142,-0.147142,1,7,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-06-18,6m,0.042738,-0.0236,33,-0.020083,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-06-18,12m,-0.061029,-0.1427,79,-0.139106,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-06-18,24m,-0.034674,-0.1689,142,-0.152408,1,7,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-06-21,6m,0.037463,-0.0238,34,-0.020665,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-21,12m,-0.070027,-0.1438,79,-0.136308,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-21,24m,-0.039875,-0.1711,140,-0.159608,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-22,6m,0.042332,-0.0238,36,-0.019256,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-22,12m,-0.073802,-0.1443,79,-0.140135,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-22,24m,-0.040744,-0.1691,140,-0.163441,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-23,6m,0.040083,-0.0239,39,-0.03401,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-23,12m,-0.085529,-0.1526,80,-0.158554,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-23,24m,-0.008779,-0.1697,143,-0.169383,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-24,6m,0.041558,-0.0239,39,-0.032421,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-24,12m,-0.086693,-0.1553,80,-0.151466,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-24,24m,-0.018816,-0.169,141,-0.17304,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-25,6m,0.044595,-0.0239,39,-0.022464,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-25,12m,-0.087353,-0.1557,81,-0.150549,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-25,24m,-0.022137,-0.169,143,-0.171532,1,7,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-28,6m,0.043079,-0.0239,39,-0.023614,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-28,12m,-0.087203,-0.1554,80,-0.155713,1,4,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-28,24m,-0.008727,-0.1685,146,-0.168813,1,6,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-29,6m,0.043181,-0.0265,39,-0.008423,1,0,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-29,12m,-0.081143,-0.1517,81,-0.159413,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-29,24m,-0.019701,-0.1657,145,-0.14608,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-30,6m,0.048799,-0.0238,35,-0.019395,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-30,12m,-0.085431,-0.1564,77,-0.167113,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-06-30,24m,-0.021825,-0.1704,141,-0.154963,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-01,6m,0.046538,-0.027,34,-0.019006,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-01,12m,-0.090005,-0.1597,75,-0.157732,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-01,24m,-0.033645,-0.1677,138,-0.152447,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-02,6m,0.045231,-0.0257,34,-0.016444,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-02,12m,-0.099784,-0.1674,75,-0.153761,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-02,24m,-0.02136,-0.1685,139,-0.126933,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-05,6m,0.033394,-0.0296,34,-0.031674,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-05,12m,-0.100094,-0.167,76,-0.149434,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-05,24m,-0.041183,-0.167,139,-0.127836,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-06,6m,0.033584,-0.0287,34,-0.031693,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-06,12m,-0.098814,-0.167,76,-0.149445,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-06,24m,-0.022729,-0.1699,142,-0.126559,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-07,6m,0.02624,-0.0257,34,-0.039409,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-07,12m,-0.108685,-0.1708,76,-0.152219,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-07,24m,-0.035944,-0.1708,143,-0.138712,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-08,6m,0.032841,-0.029,34,-0.046872,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-08,12m,-0.108218,-0.1705,77,-0.155971,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-08,24m,-0.01848,-0.1705,143,-0.133244,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-09,6m,0.029665,-0.0292,34,-0.032622,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-09,12m,-0.105879,-0.1687,77,-0.15775,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-09,24m,-0.042727,-0.1687,139,-0.129131,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-12,6m,0.024262,-0.0304,33,-0.057106,1,1,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-12,12m,-0.105391,-0.1642,75,-0.173197,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-12,24m,-0.023985,-0.1642,136,-0.14568,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-13,6m,0.026213,-0.0289,31,-0.080957,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-13,12m,-0.105881,-0.169,76,-0.168177,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-13,24m,-0.026642,-0.169,136,-0.151965,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-14,6m,0.022059,-0.0272,32,-0.064344,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-14,12m,-0.102946,-0.1617,75,-0.161945,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-14,24m,-0.023735,-0.1617,136,-0.14766,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-15,6m,0.016864,-0.0305,33,-0.069772,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-15,12m,-0.110248,-0.1663,75,-0.165594,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-15,24m,-0.046741,-0.1663,136,-0.152734,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-16,6m,0.018776,-0.0298,36,-0.073259,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-16,12m,-0.08099,-0.153,78,-0.171545,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-16,24m,-0.054757,-0.153,136,-0.162134,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-19,6m,0.024322,-0.0289,36,-0.07003,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-19,12m,-0.092251,-0.1681,79,-0.164273,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-19,24m,-0.023901,-0.1681,139,-0.164123,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-20,6m,0.020744,-0.0247,35,-0.079094,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-20,12m,-0.086272,-0.1708,78,-0.180162,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-20,24m,-0.041736,-0.1708,144,-0.168019,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-21,6m,0.009168,-0.031,35,-0.088488,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-21,12m,-0.107588,-0.1704,75,-0.19261,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-21,24m,-0.031466,-0.1704,141,-0.18297,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-22,6m,0.007355,-0.0263,34,-0.112003,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-22,12m,-0.104696,-0.1674,74,-0.18955,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-22,24m,-0.02857,-0.1674,140,-0.179673,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-23,6m,0.00664,-0.029,33,-0.103054,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-23,12m,-0.103227,-0.1699,74,-0.169491,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-23,24m,-0.037412,-0.1699,139,-0.184938,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-26,6m,0.000125,-0.0292,34,-0.102353,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-26,12m,-0.086236,-0.1533,74,-0.151652,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-26,24m,-0.023801,-0.1535,140,-0.1744,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-07-27,6m,0.008309,-0.0272,36,-0.084758,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-27,12m,-0.07969,-0.156,76,-0.126997,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-27,24m,-0.034582,-0.156,140,-0.150077,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-28,6m,0.004301,-0.0303,36,-0.069625,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-28,12m,-0.108405,-0.1711,75,-0.131016,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-28,24m,-0.056541,-0.1711,139,-0.157941,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-29,6m,0.020698,-0.0277,36,-0.096386,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-29,12m,-0.093933,-0.1664,77,-0.13729,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-29,24m,-0.032642,-0.1664,141,-0.169672,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-30,6m,0.018978,-0.0272,36,-0.080772,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-30,12m,-0.085429,-0.1681,77,-0.135709,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-07-30,24m,-0.036246,-0.1681,142,-0.173095,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-02,6m,0.028787,-0.0257,36,-0.095738,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-02,12m,-0.085345,-0.1705,76,-0.148195,1,3,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-02,24m,-0.050769,-0.1705,142,-0.175455,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-03,6m,0.022265,-0.0265,35,-0.100369,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-03,12m,-0.080166,-0.1706,75,-0.14291,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-03,24m,-0.03063,-0.1706,139,-0.157063,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-04,6m,0.028892,-0.0258,35,-0.116455,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-04,12m,-0.085126,-0.1694,75,-0.150156,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-04,24m,-0.048813,-0.1696,140,-0.164902,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-05,6m,0.033001,-0.0241,35,-0.102559,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-05,12m,-0.087498,-0.17,75,-0.15082,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-05,24m,-0.046617,-0.17,140,-0.164573,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-06,6m,0.028813,-0.0272,35,-0.100576,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-06,12m,-0.084972,-0.1691,76,-0.157296,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-06,24m,-0.020877,-0.1691,144,-0.163085,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-09,6m,0.030808,-0.0259,34,-0.099943,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-09,12m,-0.093408,-0.1661,74,-0.153862,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-09,24m,-0.029342,-0.1727,138,-0.156996,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-10,6m,0.030938,-0.0299,34,-0.105223,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-10,12m,-0.085706,-0.1657,75,-0.162658,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-10,24m,-0.048419,-0.1657,142,-0.169756,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-11,6m,0.029861,-0.0289,34,-0.105161,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-11,12m,-0.088162,-0.1656,74,-0.17678,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-11,24m,-0.022732,-0.1656,138,-0.168475,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-12,6m,0.041894,-0.0228,34,-0.110275,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-12,12m,-0.089924,-0.173,74,-0.16735,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-12,24m,-0.026854,-0.173,139,-0.175807,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-13,6m,0.031185,-0.0292,35,-0.091275,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-13,12m,-0.082174,-0.1639,75,-0.16582,1,3,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-13,24m,-0.052839,-0.1639,138,-0.174747,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-16,6m,0.041556,-0.0292,35,-0.101815,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-16,12m,-0.089592,-0.1687,76,-0.168116,1,4,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-16,24m,-0.052578,-0.1687,139,-0.166757,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-17,6m,0.0319,-0.0304,34,-0.079483,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-17,12m,-0.087404,-0.1645,75,-0.155348,1,4,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-17,24m,-0.022067,-0.1645,140,-0.15339,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-18,6m,0.039214,-0.0287,32,-0.084338,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-18,12m,-0.096391,-0.1706,76,-0.167129,1,4,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-18,24m,-0.029414,-0.1706,139,-0.166637,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-19,6m,0.044801,-0.0268,33,-0.075861,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-19,12m,-0.085344,-0.1644,75,-0.171312,1,4,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-19,24m,-0.021236,-0.1644,138,-0.164376,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-20,6m,0.04007,-0.0302,34,-0.069998,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-20,12m,-0.095139,-0.1686,77,-0.16212,1,4,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-20,24m,-0.054586,-0.1686,141,-0.154777,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-23,6m,0.034886,-0.0299,36,-0.09021,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-23,12m,-0.078708,-0.1532,76,-0.14162,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-23,24m,-0.059951,-0.1532,138,-0.166951,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-24,6m,0.032863,-0.0281,35,-0.11003,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-24,12m,-0.079035,-0.1507,74,-0.144141,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-24,24m,-0.031474,-0.1507,139,-0.180521,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-25,6m,0.053389,-0.0248,36,-0.130646,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-25,12m,-0.088024,-0.1711,76,-0.146312,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-25,24m,-0.059055,-0.1711,142,-0.185557,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-26,6m,0.063406,-0.0311,36,-0.134028,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-26,12m,-0.094452,-0.1689,74,-0.138307,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-26,24m,-0.039706,-0.1689,140,-0.181778,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-27,6m,0.053634,-0.0332,40,-0.141031,1,2,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-27,12m,-0.098904,-0.168,73,-0.130543,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-27,24m,-0.042113,-0.168,141,-0.1699,1,5,GREEN,bull
L,COMPOSITE-CE-01,x1,2021-08-30,6m,0.038618,-0.0278,38,-0.132836,1,2,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-30,12m,-0.098348,-0.1694,71,-0.12992,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-30,24m,-0.041229,-0.1694,138,-0.175833,1,5,YELLOW,chop
L,COMPOSITE-CE-01,x1,2021-08-31,6m,0.038361,-0.0279,38,-0.127352,1,2,YELLOW,chop
