kind,name,h10_is_ic,h10_is_ir,h10_oos_ic,h10_oos_ir,v1_bar,v1,v2,v3,factor_pass,k_reps,h5_is_ic,h5_is_ir,h5_oos_ic,h5_oos_ir,h20_is_ic,h20_is_ir,h20_oos_ic,h20_oos_ir
composite,gtja_composite,0.0679,0.236,0.071,0.274,0.0584,True,False,True,False,20,0.0548,0.182,0.061,0.221,0.0688,0.246,0.0923,0.341
