name,family,exit_regime,status,n_trades,oos_trades,annual_return,sharpe,max_drawdown,win_rate,oos_sharpe,oos_annual_return,oos_max_drawdown,i_bar,vi_bar,g1_pass,sleeve_tag,x2_full_sharpe,x2_oos_sharpe,max_corr,note
rand_ce_p0.02_s20,random_baseline,ce,ok,565,170,-0.0009,0.0227,-0.2015,0.5894,0.3973,0.0295,-0.0548,,,,,,,,p=0.02 seed=44070
rand_ce_p0.02_s21,random_baseline,ce,ok,529,177,0.0257,0.3485,-0.1524,0.5955,0.9632,0.0668,-0.0699,,,,,,,,p=0.02 seed=44071
rand_ce_p0.02_s22,random_baseline,ce,ok,552,160,0.0175,0.2994,-0.1333,0.6087,0.5217,0.034,-0.0695,,,,,,,,p=0.02 seed=44072
rand_ce_p0.02_s23,random_baseline,ce,ok,513,160,0.007,0.1387,-0.0876,0.5965,0.2836,0.0188,-0.0722,,,,,,,,p=0.02 seed=44073
rand_ce_p0.02_s24,random_baseline,ce,ok,545,172,-0.0118,-0.1361,-0.2614,0.578,0.7084,0.0555,-0.081,,,,,,,,p=0.02 seed=44074
rand_ce_p0.05_s25,random_baseline,ce,ok,575,165,0.0275,0.3512,-0.1338,0.5896,0.4557,0.0278,-0.0499,,,,,,,,p=0.05 seed=44075
rand_ce_p0.05_s26,random_baseline,ce,ok,570,164,0.035,0.4647,-0.1711,0.6158,0.9023,0.0557,-0.0686,,,,,,,,p=0.05 seed=44076
rand_ce_p0.05_s27,random_baseline,ce,ok,587,176,0.0113,0.1887,-0.1389,0.6082,0.9612,0.0739,-0.0649,,,,,,,,p=0.05 seed=44077
rand_ce_p0.05_s28,random_baseline,ce,ok,556,164,0.0005,0.0475,-0.2351,0.5917,0.2852,0.0186,-0.0513,,,,,,,,p=0.05 seed=44078
rand_ce_p0.05_s29,random_baseline,ce,ok,581,176,0.0364,0.4103,-0.1218,0.6299,0.4694,0.0283,-0.0604,,,,,,,,p=0.05 seed=44079
rand_ce_p0.05_s30,random_baseline,ce,ok,565,165,-0.0521,-0.4854,-0.4446,0.5664,0.581,0.0595,-0.1128,,,,,,,,p=0.05 seed=44080
rand_ce_p0.05_s31,random_baseline,ce,ok,563,161,-0.0153,-0.1788,-0.2333,0.5488,0.2475,0.0173,-0.0881,,,,,,,,p=0.05 seed=44081
rand_ce_p0.05_s32,random_baseline,ce,ok,581,160,0.0023,0.0684,-0.2382,0.6196,0.8635,0.0626,-0.0619,,,,,,,,p=0.05 seed=44082
rand_ce_p0.05_s33,random_baseline,ce,ok,594,179,-0.0018,0.0307,-0.2459,0.5926,-0.0443,-0.0081,-0.1154,,,,,,,,p=0.05 seed=44083
rand_ce_p0.05_s34,random_baseline,ce,ok,543,173,0.0017,0.0591,-0.1952,0.5856,0.9144,0.0695,-0.0582,,,,,,,,p=0.05 seed=44084
