股票代码,股票简称,净利润-净利润,净利润-同比增长,所处行业,最新公告日期
835787,海力股份,6627479.09,-58.49,,2026-08-18
835636,骏马科技,386186.64,-87.03,,2026-08-18
835525,云巢股份,-523161.26,0.7,,2026-08-18
835448,秦汉精工,6843341.7,44.61,,2026-08-18
835340,金网信息,-4084387.62,-262.49,,2026-08-18
835291,力尊信通,8055599.56,-1.7,,2026-08-18
835278,华亿传媒,-2277203.68,3.03,,2026-08-18
835181,中阳股份,7141642.66,-27.71,,2026-08-18
835156,丽江文旅,10545323.57,13.07,,2026-08-18
835135,启光智造,-308478.0,58.049056322,,2026-08-18
835075,清源投资,225949845.47,13726.28,,2026-08-18
835049,瀚易特,5759893.56,92.49,,2026-08-18
834996,众至诚,540760.55,108.33,,2026-08-18
834972,英冠陶瓷,5167452.27,3.71,,2026-08-18
834794,咸亨股份,16483210.7,-2.38,,2026-08-18
834752,蓬莱海洋,20764200.68,51.64,,2026-08-18
834734,创谐信息,-331701.11,-126.9,,2026-08-18
834727,天茂新材,1181278.07,6.55,,2026-08-18
834702,伊贝股份,-8945004.64,-38.85,,2026-08-18
834609,万兴股份,4966399.81,301.86,,2026-08-18
834594,大隆汇,351401.27,108.53,,2026-08-18
834590,仓谷数字,-728257.06,37.95,,2026-08-18
834543,蔚蓝航空,-3812449.12,-57.62,,2026-08-18
834497,美茵科技,-1828036.63,-193.4,,2026-08-18
834422,鑫光正,43101495.78,59.39,,2026-08-18
834357,绿度股份,2016428.62,2866.81,,2026-08-18
834290,培诺股份,-12561701.72,-53.46,,2026-08-18
834166,杰事杰,10151710.94,-56.65,,2026-08-18
834043,杭科光电,3414570.56,174.94,,2026-08-18
834012,浦敏科技,-585196.36,50.11,,2026-08-18
834005,松湖股份,25753180.76,49.0,,2026-08-18
833849,携宁科技,-3014302.5,-240.75,,2026-08-18
833746,宏中药业,11990323.48,157.61,,2026-08-18
833665,清大天达,-6128223.77,35.4,,2026-08-18
833651,正大股份,740529.32,78.1,,2026-08-18
833620,无锡煤机,9569363.24,118.34,,2026-08-18
833543,灵通股份,2328419.03,3.97,,2026-08-18
833503,ST花嫁,-20976027.91,147.07,,2026-08-18
833430,八达科技,2456472.72,168.8,,2026-08-18
833422,康海时代,-22515.31,-102.01,,2026-08-18
833207,中科生物,16272470.59,60.05,,2026-08-18
833199,灵岩医疗,-5893043.93,1.94,,2026-08-18
832992,神戎电子,13539961.84,-16.41,,2026-08-18
832986,瑞诺医疗,8418588.5,286.3,,2026-08-18
832894,紫光通信,-3851500.21,-11.81,,2026-08-18
832792,鹿城银行,-3085769.0,-289.44,,2026-08-18
832789,诚栋营地,7393634.21,-56.41,,2026-08-18
832787,银科金典,-2696538.5,-0.98,,2026-08-18
832740,芝星炭业,-9203806.15,1.44,,2026-08-18
832698,青雨传媒,-2552828.27,-26.71,,2026-08-18
832696,铂宝集团,1265136.62,351.98,,2026-08-18
832528,斯迈柯,-1422629.32,74.11,,2026-08-18
832363,索科股份,1241224.49,490.39,,2026-08-18
832351,美力新,-842447.45,-84.24,,2026-08-18
832339,远大宏略,881665.23,2648.639775727,,2026-08-18
832316,添正生物,2381165.58,-18.81,,2026-08-18
832267,诺君安,-15416016.97,-1006.9,,2026-08-18
832256,大乘科技,16288448.72,49.48,,2026-08-18
832151,听牧肉牛,2413737.68,124.74,,2026-08-18
832103,星驿物流,-1341126.2,-16.74,,2026-08-18
832050,百富餐饮,11006470.78,25.79,,2026-08-18
832035,天晴股份,-8600600.95,-4.52,,2026-08-18
832033,九通衢,3878918.49,53.17,,2026-08-18
832019,中棉种业,-3935136.23,5.6209367832,,2026-08-18
831994,中冀联合,3056352.64,-34.12,,2026-08-18
831943,西格码,19499995.73,0.21,,2026-08-18
831942,天一生物,9869991.7,3.09,,2026-08-18
831910,梦地自控,-604849.37,42.74,,2026-08-18
831893,五谷股份,4867504.39,23.64,,2026-08-18
831888,垦丰种业,226245038.57,-1.93,,2026-08-18
831814,富岛科技,-509425.66,-42.65,,2026-08-18
831798,博益气动,15580581.99,-11.93,,2026-08-18
831793,利洋水产,23636394.8,18.65,,2026-08-18
831779,卓越信通,2129968.36,-78.71,,2026-08-18
831565,润成科技,-4102444.35,-88.06,,2026-08-18
831386,风华环保,-3724301.83,14.65,,2026-08-18
831369,帜扬信通,-1577213.87,42.65,,2026-08-18
831367,红山河,1705964.98,-72.01,,2026-08-18
831361,胜龙股份,-1605756.56,-546.49,,2026-08-18
831231,佳保安全,659654.61,73.05,,2026-08-18
831229,木兰花,-1249150.57,72.58,,2026-08-18
831199,海博小贷,30092573.72,-19.94,,2026-08-18
831162,天河股份,14903311.9,9.01,,2026-08-18
831101,奥维云网,8532450.63,330.68,,2026-08-18
831091,精冶源,645386.66,-81.06,,2026-08-18
831081,西驰电气,7877701.74,37.49,,2026-08-18
831001,英特罗,-938379.42,-382.53,,2026-08-18
830953,惠当家,-1724075.01,-613.16,,2026-08-18
830930,天行健,-635568.14,28.52,,2026-08-18
830900,维福特,-1000459.64,-59.43,,2026-08-18
830890,海魄科技,-446728.83,-345.01,,2026-08-18
830880,火凤凰,11083679.6,35.86,,2026-08-18
830877,康莱股份,3156806.66,-33.95,,2026-08-18
830874,金田元丰,-604400.8,47.08,,2026-08-18
830783,广源精密,-1326165.46,13.08,,2026-08-18
688836,宇树科技,273999911.92,955.5945828766,自动化设备,2026-08-18
688779,五矿新能,377618935.7,1507.6335597105,电池,2026-08-18
688660,电气风电,-541618710.24,-94.1827468187,风电设备,2026-08-18
688656,浩欧博,16677554.05,37.05,医疗器械,2026-08-18
688646,逸飞激光,-15770681.21,-186.9,自动化设备,2026-08-18
688582,芯动联科,36477090.64,-76.36,半导体,2026-08-18
688545,兴福电子,123107015.82,17.91,电子化学品Ⅱ,2026-08-18
688521,芯原股份,-612125014.89,-91.379633091,半导体,2026-08-18
688510,航亚科技,51303536.31,-16.19,航空装备Ⅱ,2026-08-18
688484,南芯科技,-44872303.83,-136.58,半导体,2026-08-18
688448,磁谷科技,1209079.54,-73.04,通用设备,2026-08-18
688385,复旦微电,849153566.43,338.58,半导体,2026-08-18
688328,深科达,61447386.94,198.23,专用设备,2026-08-18
688319,欧林生物,-32872556.52,-349.09,生物制品,2026-08-18
688205,德科立,98255620.0,249.74,通信设备,2026-08-18
688188,柏楚电子,787150283.9,22.97,计算机设备,2026-08-18
688182,灿勤科技,56227804.68,8.31,通信设备,2026-08-18
688112,鼎阳科技,91791391.89,19.4,通用设备,2026-08-18
688077,大地熊,34486383.86,54.05,金属新材料,2026-08-18
688036,传音控股,1773406788.21,46.22,消费电子,2026-08-18
688002,睿创微纳,1259361594.5,258.78,军工电子Ⅱ,2026-08-18
605299,舒华体育,46423423.6,130.05,文娱用品,2026-08-18
605128,上海沿浦,92775211.81,18.94,汽车零部件,2026-08-18
603893,瑞芯微,859028900.86,61.73,半导体,2026-08-18
603848,好太太,102230021.04,18.64,家居用品,2026-08-18
603588,高能环境,1021792581.72,103.37,环境治理,2026-08-18
603580,艾艾精工,5668903.15,-38.15,塑料,2026-08-18
603556,海兴电力,323662807.13,-16.67,电网设备,2026-08-18
603448,天博智能,162737517.95,-12.58,汽车零部件,2026-08-18
603406,天富龙,253336497.6,12.09,化学纤维,2026-08-18
603398,*ST沐邦,-220561924.44,-3.8312136506,光伏设备,2026-08-18
603369,今世缘,2081693137.94,-6.6,白酒Ⅱ,2026-08-18
603332,苏州龙杰,54612777.94,64.24,化学纤维,2026-08-18
603322,超讯科技,51725320.65,-28.25,通信服务,2026-08-18
603293,埃泰克,93408728.97,1.03,汽车零部件,2026-08-18
603284,林平发展,116406291.23,27.33,造纸,2026-08-18
603281,江瀚新材,178094586.64,-15.35,化学制品,2026-08-18
603227,雪峰科技,253532446.87,9.85,化学制品,2026-08-18
603196,璞源材料,59161339.3,54.52,服装家纺,2026-08-18
603189,*ST网达,-12053180.85,-349.87,软件开发,2026-08-18
603129,春风动力,1064624745.59,6.26,摩托车及其他,2026-08-18
603093,南华期货,388309024.43,67.91,多元金融,2026-08-18
603077,和邦生物,380158275.34,634.3,农化制品,2026-08-18
603071,物产环能,361720377.23,19.66,贸易Ⅱ,2026-08-18
603049,中策橡胶,2440401206.25,5.09,汽车零部件,2026-08-18
603031,安孚科技,196448171.54,84.38,电池,2026-08-18
601702,华峰铝业,557405502.77,-2.29,工业金属,2026-08-18
601677,明泰铝业,1406755848.47,49.61,工业金属,2026-08-18
601112,振石股份,464930974.08,15.07,玻璃玻纤,2026-08-18
600889,*ST京化,46911276.1,185.3136676975,通用设备,2026-08-18
600871,石化油服,509539000.0,3.5,油服工程,2026-08-18
600795,国电电力,3013976240.14,-18.25,电力,2026-08-18
600753,ST海钦,20977986.69,141.57,物流,2026-08-18
600673,东阳光,389262088.82,-36.46,综合Ⅱ,2026-08-18
600583,海油工程,1091302400.0,-0.64,油服工程,2026-08-18
600425,青松建化,124295349.05,13.19,水泥,2026-08-18
600366,宁波韵升,274095385.26,154.18,金属新材料,2026-08-18
600326,西藏天路,-85905549.16,23.2247276961,水泥,2026-08-18
600301,华锡有色,533873867.28,39.81,小金属,2026-08-18
600243,*ST海华,-14277551.12,-555.8077232932,通用设备,2026-08-18
600120,浙江东方,877106312.16,115.47,多元金融,2026-08-18
600096,云天化,2934440407.74,6.14,农化制品,2026-08-18
600078,澄星股份,117631886.06,533.75,农化制品,2026-08-18
430748,恒均科技,6694311.4,-35.07,,2026-08-18
430743,尚思传媒,-723435.88,5.89,,2026-08-18
430733,御食园,-5409855.73,-584.37,,2026-08-18
430677,升华感应,3075412.94,1260.0,,2026-08-18
430645,中瑞药业,619682.86,-17.94,,2026-08-18
430641,天健创新,1827250.99,165.8,,2026-08-18
430626,胜达科技,606930.64,-25.14,,2026-08-18
430622,顺达智能,-4703161.23,-348.6,,2026-08-18
430590,晶宝股份,-3967325.09,-24.04,,2026-08-18
430572,盛储科技,-358442.59,89.02,,2026-08-18
430553,海红技术,-4327213.0,-5.67,,2026-08-18
430502,万隆电气,4594492.5,90.8,,2026-08-18
430496,大正医疗,6306451.13,-4.87,,2026-08-18
430455,德联科技,319834.71,-39.64,,2026-08-18
430398,励图科技,-2174143.78,37.64,,2026-08-18
430366,金天地,-2925383.07,-60.6713377695,,2026-08-18
430356,雷腾软件,-3219598.35,59.07,,2026-08-18
430350,万德智新,-614647.97,-949.96,,2026-08-18
430341,呈创科技,5809225.61,66.46,,2026-08-18
430335,华韩股份,28113700.47,-11.38,,2026-08-18
430288,泓淇科技,800510.21,79.87,,2026-08-18
430284,科胜石油,-1895887.65,-236.01,,2026-08-18
430264,中舟环保,214714.83,24.37,,2026-08-18
430209,康孚科技,89821.35,-37.82,,2026-08-18
430105,合力思腾,-12931221.23,13.3,,2026-08-18
430104,全三维,-3365834.27,46.71,,2026-08-18
430085,新锐英诚,-878305.63,42.67,,2026-08-18
420273,凌云B5,-2408529.54,-122.52,,2026-08-18
400161,金洲3,-2310948.13,66.04,,2026-08-18
301699,洛轴股份,285646574.58,11.35,通用设备,2026-08-18
301363,美好医疗,124324075.36,8.77,医疗器械,2026-08-18
301263,泰恩康,3720188.43,-89.97,化学制药,2026-08-18
301251,威尔高,44293397.47,-2.01,元件,2026-08-18
301183,东田微,86959147.21,71.57,光学光电子,2026-08-18
301129,瑞纳智能,11582284.84,267.16,通用设备,2026-08-18
301107,瑜欣电子,25856759.66,-49.23,通用设备,2026-08-18
301069,凯盛新材,94238928.29,6.5,化学原料,2026-08-18
301062,上海艾录,16908597.24,479.98,包装印刷,2026-08-18
301025,读客文化,10935841.02,78.52,出版,2026-08-18
300976,达瑞电子,162487989.35,23.02,消费电子,2026-08-18
300967,晓鸣股份,1847669.91,-99.0,养殖业,2026-08-18
300908,仲景食品,108324636.75,7.75,调味发酵品Ⅱ,2026-08-18
300859,西域旅游,3679089.31,-67.23,旅游及景区,2026-08-18
300841,康华生物,141149300.39,23.25,生物制品,2026-08-18
300807,天迈科技,-16993138.21,-297.86,计算机设备,2026-08-18
300765,石药创新,1261185991.32,46025.71,化学制药,2026-08-18
300620,光库科技,148395975.24,186.09,通信设备,2026-08-18
300610,晨化股份,55610275.58,6.51,化学制品,2026-08-18
300596,利安隆,297323561.86,23.24,化学制品,2026-08-18
300580,贝斯特,146200909.67,-1.53,汽车零部件,2026-08-18
300575,中旗股份,49382078.91,181.57,农化制品,2026-08-18
300479,神思电子,-31114533.9,47.1,计算机设备,2026-08-18
300435,中泰股份,130488157.92,-3.13,专用设备,2026-08-18
300390,天华新能,2292289086.36,2622.89,电池,2026-08-18
300241,瑞丰光电,53726700.86,73.86,光学光电子,2026-08-18
300240,飞力达,24603988.23,-17.62,物流,2026-08-18
300205,*ST天喻,-71980562.77,16.13,通信设备,2026-08-18
300018,中元股份,57655379.01,-1.28,电网设备,2026-08-18
200020,深华发B,8405950.38,-41.38,光学光电子,2026-08-18
003022,联泓新科,426865507.23,165.68,光伏设备,2026-08-18
002997,瑞鹄模具,240920726.43,6.15,汽车零部件,2026-08-18
002933,新兴装备,16327656.53,4.32,航空装备Ⅱ,2026-08-18
002931,锋龙股份,-2015091.32,-113.16,通用设备,2026-08-18
002879,长缆科技,17442020.01,-42.42,电网设备,2026-08-18
002859,洁美科技,137765382.78,39.87,其他电子Ⅱ,2026-08-18
002846,英联股份,32352974.32,28.5,包装印刷,2026-08-18
002803,吉宏股份,157747480.69,33.52,互联网电商,2026-08-18
002788,鹭燕医药,143007304.14,-7.46,医药商业,2026-08-18
002734,利民股份,273966823.89,1.9,农化制品,2026-08-18
002722,物产金轮,85262909.04,41.04,专用设备,2026-08-18
002668,TCL智家,511521133.4,-19.88,白色家电,2026-08-18
002664,信质集团,50443872.19,0.76,汽车零部件,2026-08-18
002615,哈尔斯,48870414.16,-46.5,家居用品,2026-08-18
002563,森马服饰,479287414.8,47.45,服装家纺,2026-08-18
002546,新联电子,452988178.05,140.95,电网设备,2026-08-18
002489,浙江永强,-4021513.41,-100.78,家居用品,2026-08-18
002438,江苏神通,150542252.28,0.1,通用设备,2026-08-18
002407,多氟多,511861621.91,897.19,化学制品,2026-08-18
002406,远东传动,100523449.0,83.78,汽车零部件,2026-08-18
002312,川发龙蟒,225870506.99,-5.39,农化制品,2026-08-18
002284,亚太股份,268198717.89,33.7,汽车零部件,2026-08-18
002262,恩华药业,740682973.24,5.74,化学制药,2026-08-18
002245,蔚蓝锂芯,510970595.2,53.39,电池,2026-08-18
002207,*ST准油,-18689642.33,1.26,油服工程,2026-08-18
002192,融捷股份,1001599511.84,1076.14,能源金属,2026-08-18
002191,劲嘉股份,48269674.15,-60.49,包装印刷,2026-08-18
002172,澳洋健康,24164685.97,-23.42,医疗服务,2026-08-18
002164,宁波东力,53255483.7,74.17,通用设备,2026-08-18
002150,正泰电源,68311827.33,-29.8,光伏设备,2026-08-18
002115,三维通信,50393505.16,1825.74,通信服务,2026-08-18
002083,孚日股份,403008902.65,64.01,纺织制造,2026-08-18
002080,中材科技,1207702748.73,20.93,玻璃玻纤,2026-08-18
000921,海信家电,1658028371.34,-20.16,白色家电,2026-08-18
000902,新洋丰,960995599.62,1.01,农化制品,2026-08-18
000868,安凯客车,1882059.47,-89.77,商用车,2026-08-18
000819,岳阳兴长,14214020.17,148.21,炼化及贸易,2026-08-18
000816,智慧农业,5660428.31,-42.05,汽车零部件,2026-08-18
000626,远大控股,215129097.24,640.14,物流,2026-08-18
000582,北部湾港,557882719.81,5.09,航运港口,2026-08-18
000551,创元科技,179714396.73,11.47,环保设备Ⅱ,2026-08-18
000526,学大教育,300538136.45,30.85,教育,2026-08-18
000506,招金黄金,226798249.89,407.44,贵金属,2026-08-18
000430,张家界,308359133.18,1026.8,旅游及景区,2026-08-18
000049,德赛电池,205277265.25,110.44,电池,2026-08-18
000020,深华发A,8405950.38,-41.38,光学光电子,2026-08-18
920871,派特尔,11271886.15,43.55,汽车零部件,2026-08-17
920476,海能技术,11342210.58,107.3,通用设备,2026-08-17
920418,苏轴股份,56416957.6,-31.67,汽车零部件,2026-08-17
920208,青矩技术,74666892.44,13.65,工程咨询服务Ⅱ,2026-08-17
920139,华岭股份,-8891870.54,34.2311810691,半导体,2026-08-17
920035,精创电气,31908753.2,12.58,自动化设备,2026-08-17
875135,巴德股份,7312442.68,-34.64,,2026-08-17
874966,沃土种业,-71963627.28,-127.95,,2026-08-17
874616,嘉利股份,-10401902.36,-134.38,,2026-08-17
874608,微特股份,2625630.61,114.46,,2026-08-17
874597,昌誉股份,41865862.04,9.19,,2026-08-17
874184,瑞林精科,-4266296.98,-32.92,,2026-08-17
874179,海光科技,5282013.44,56.39,,2026-08-17
874116,托普轮胎,1474342.67,-62.05,,2026-08-17
874051,森鹏电子,22032187.44,39.47,,2026-08-17
874010,华鑫洺源,1974755.29,-86.76,,2026-08-17
873904,智先生,754758.29,-196.2,,2026-08-17
873753,英内科技,9616850.59,-25.67,,2026-08-17
873671,坤隆股份,23936489.65,133.6,,2026-08-17
873637,海川生物,15186461.01,95.64,,2026-08-17
873621,创元数码,4892280.13,9.73,,2026-08-17
873493,莱易信产,1206378.79,-60.29,,2026-08-17
873481,相城检测,873263.65,-92.18,,2026-08-17
873354,坛墨质检,39850265.76,20.0,,2026-08-17
873349,诺亚方舟,988331.79,98.72,,2026-08-17
873145,名城苏州,-784094.09,57.26,,2026-08-17
872729,欧贝传动,4462692.73,5.61,,2026-08-17
872678,绿宇新材,1381769.71,3.06,,2026-08-17
872672,英奥特,182179.46,442.03,,2026-08-17
872646,中雁石斛,235294.05,141.33,,2026-08-17
872224,华诚传媒,-546860.89,-205.8,,2026-08-17
872202,聚力粮机,4611128.43,2.85,,2026-08-17
872066,汇源股份,-8064592.74,14.59,,2026-08-17
872002,上海北分,1275039.18,12.16,,2026-08-17
871979,索乐科技,1940290.18,-54.95,,2026-08-17
871444,德全药品,2920998.63,-33.79,,2026-08-17
870772,和声钢琴,-5534822.03,-0.54,,2026-08-17
870608,印象股份,2543772.48,-75.12,,2026-08-17
870543,红岭云,-3605818.39,-90.46,,2026-08-17
870542,靖瑞能源,1492821.27,137.59,,2026-08-17
870368,ST爱尚游,-206781.84,-251.06,,2026-08-17
870016,新迎顺,830043.5,-89.09,,2026-08-17
870010,中能数科,1120800.09,293.91,,2026-08-17
839820,赢家伟业,20474241.65,51.69,,2026-08-17
838955,迈特望,2174675.13,-50.87,,2026-08-17
838952,恒源科技,-969726.39,81.14,,2026-08-17
838704,红岭医疗,3418086.39,-17.44,,2026-08-17
838665,中联橡胶,3035241.82,-72.5,,2026-08-17
838582,德华生态,157694.8,-72.05,,2026-08-17
838558,海兴科技,54447.97,-89.61,,2026-08-17
838209,安德建奇,4087514.05,245.64,,2026-08-17
837519,宙斯物联,-1057588.36,-8.91,,2026-08-17
837363,沃达农科,16122619.45,-22.65,,2026-08-17
837348,飞宇竹材,-3246930.68,20.41,,2026-08-17
837220,弘方科技,21638568.78,102.85,,2026-08-17
836941,宜美科技,-3489290.46,-474.93,,2026-08-17
835862,汉神机电,32730560.99,2785.52,,2026-08-17
835453,火焰山,4207780.47,-21.26,,2026-08-17
834920,人合机电,634754.89,68.14,,2026-08-17
834410,苏州电瓷,127111821.34,12.69,,2026-08-17
834240,中广瑞波,-2120960.46,27.4950497869,,2026-08-17
833347,三元环境,1676235.15,-42.15,,2026-08-17
832987,牡丹联友,-2229031.17,59.78,,2026-08-17
832952,文山坤七,-2381300.01,-144.61,,2026-08-17
832944,银信农贷,13648949.31,386.1,,2026-08-17
832236,丰源股份,9321528.47,2452.8366493467,,2026-08-17
831773,金巴赫,-63589.55,-101.89,,2026-08-17
831584,雷博司,5642419.89,-57.9,,2026-08-17
831502,永强节能,1893127.45,-79.37,,2026-08-17
831161,伊菲股份,-4070919.62,-30.61,,2026-08-17
830806,亚锦科技,412003568.41,1.85,,2026-08-17
688380,中微半导,171622263.44,98.48,半导体,2026-08-17
688100,威胜信息,202352240.62,-33.68,通信设备,2026-08-17
605020,永和股份,512891744.3,89.01,化学制品,2026-08-17
603208,江山欧派,-92514152.29,-1017.11,家居用品,2026-08-17
603181,皇马科技,232057814.09,6.13,化学制品,2026-08-17
600477,杭萧钢构,81662482.95,-36.01,专业工程,2026-08-17
430468,锦棉种业,-2239510.2,-158.19,,2026-08-17
430435,数聚股份,-1761334.56,55.35,,2026-08-17
430220,迈达科技,2846055.03,-68.11,,2026-08-17
400119,西创5,129474614.97,-1.65,,2026-08-17
301696,三瑞智能,265147519.03,65.45,航空装备Ⅱ,2026-08-17
301584,建发致新,147977054.72,7.98,医药商业,2026-08-17
300682,朗新科技,-180485266.39,-730.23,IT服务Ⅱ,2026-08-17
300012,华测检测,563683787.04,20.63,专业服务,2026-08-17
002767,先锋电子,13413732.19,2.1,通用设备,2026-08-17
000712,锦龙股份,14248853.54,-88.59,证券Ⅱ,2026-08-17
900939,汇丽B,3235425.58,-92.32,房地产开发,2026-08-15
688699,明微电子,84982798.36,340.36,半导体,2026-08-15
688657,浩辰软件,22072354.2,-16.89,软件开发,2026-08-15
688628,优利德,139975388.73,42.82,通用设备,2026-08-15
688623,双元科技,43693094.97,19.68,自动化设备,2026-08-15
688585,上纬新材,-166536944.52,-656.97,塑料,2026-08-15
688531,日联科技,128022734.82,54.63,专用设备,2026-08-15
688508,芯朋微,157573761.51,74.13,半导体,2026-08-15
688505,复旦张江,36894990.0,545.57,化学制药,2026-08-15
688499,利元亨,38950091.32,16.58,电池,2026-08-15
688352,颀中科技,-303449852.9,-405.92,半导体,2026-08-15
688345,博力威,72482610.39,101.24,电池,2026-08-15
688300,联瑞新材,149016641.82,7.48,非金属材料Ⅱ,2026-08-15
688286,敏芯股份,-20615464.03,-181.84,半导体,2026-08-15
688227,品高股份,4424385.11,127.9887231964,IT服务Ⅱ,2026-08-15
688183,生益电子,1110707603.86,109.36,元件,2026-08-15
688181,八亿时空,43697608.76,41.54,光学光电子,2026-08-15
688123,聚辰股份,525334159.47,156.07,半导体,2026-08-15
688083,中望软件,-17252760.29,67.0786040113,软件开发,2026-08-15
688059,华锐精密,237847287.36,178.32,通用设备,2026-08-15
688045,必易微,37598349.72,526.5474738158,半导体,2026-08-15
605589,圣泉集团,447436932.73,-10.68,塑料,2026-08-15
603997,继峰股份,365044111.29,137.26,汽车零部件,2026-08-15
603956,威派格,-130140365.09,-62.5408708148,专用设备,2026-08-15
603809,豪能股份,187858613.48,2.19,汽车零部件,2026-08-15
603711,香飘飘,10859664.36,111.1505955922,饮料乳品,2026-08-15
603697,有友食品,124119438.78,14.42,休闲食品,2026-08-15
603669,灵康药业,21112693.34,159.08,化学制药,2026-08-15
603568,伟明环保,929541087.65,-34.76,环境治理,2026-08-15
603499,翔港科技,82585479.06,5.45,包装印刷,2026-08-15
603312,西典新能,83794695.65,-39.73,电网设备,2026-08-15
603187,海容冷链,157008250.79,-28.91,通用设备,2026-08-15
603053,成都燃气,250902896.98,-9.24,燃气Ⅱ,2026-08-15
601921,浙版传媒,645981172.66,-4.45,出版,2026-08-15
601089,福元医药,186196276.96,-30.49,化学制药,2026-08-15
600873,梅花生物,661862706.23,-62.56,化学制品,2026-08-15
600865,百大集团,11379652.89,-80.33,一般零售,2026-08-15
600864,哈投股份,404093057.84,6.33,证券Ⅱ,2026-08-15
600860,京城股份,-62633850.04,-297.531279779,通用设备,2026-08-15
600817,宇通重工,103149929.12,-13.1,环保设备Ⅱ,2026-08-15
600794,保税科技,47856857.88,-1.67,物流,2026-08-15
600763,通策医疗,458411209.7,32.7,医疗服务,2026-08-15
600745,*ST闻泰,-406161565.47,-185.74,半导体,2026-08-15
600674,川投能源,2329685397.34,-5.34,电力,2026-08-15
600661,昂立教育,31115668.43,977.3,教育,2026-08-15
600633,浙数文化,301394441.2,-20.13,游戏Ⅱ,2026-08-15
600523,贵航股份,103242970.48,18.02,汽车零部件,2026-08-15
600519,贵州茅台,44516880421.86,-1.95,白酒Ⅱ,2026-08-15
600509,天富能源,301319287.29,-0.81,电力,2026-08-15
600455,博通股份,33694398.2,13.55,软件开发,2026-08-15
600388,紫金龙净,556905107.24,25.02,环保设备Ⅱ,2026-08-15
600329,达仁堂,644747359.84,-66.55,中药Ⅱ,2026-08-15
600298,安琪酵母,880947198.63,10.21,调味发酵品Ⅱ,2026-08-15
600230,沧州大化,100737314.05,330.75,化学制品,2026-08-15
600183,生益科技,3286977278.33,130.42,元件,2026-08-15
600020,中原高速,686817918.93,3.57,铁路公路,2026-08-15
301439,泓淋电力,102489931.17,10.84,电网设备,2026-08-15
301391,卡莱特,12537846.84,55.11,计算机设备,2026-08-15
301305,朗坤科技,191738486.03,30.67,环境治理,2026-08-15
301282,金禄电子,55634843.57,6.26,元件,2026-08-15
301208,中亦科技,23015773.07,4.25,IT服务Ⅱ,2026-08-15
301165,锐捷网络,694194168.56,53.54,通信设备,2026-08-15
301162,国能日新,70119963.46,52.52,软件开发,2026-08-15
300946,恒而达,29201866.49,-32.26,通用设备,2026-08-15
300939,秋田微,34496571.3,-32.7,光学光电子,2026-08-15
300871,回盛生物,205760223.49,75.59,动物保健Ⅱ,2026-08-15
300812,易天股份,8307742.9,-72.28,消费电子,2026-08-15
300797,钢研纳克,76921409.3,32.02,专业服务,2026-08-15
300656,民德电子,-52420931.29,-608.05,其他电子Ⅱ,2026-08-15
300639,凯普生物,31262051.9,134.89,医疗器械,2026-08-15
300570,太辰光,176314614.13,1.71,通信设备,2026-08-15
300481,濮阳惠成,62224750.02,-11.92,电子化学品Ⅱ,2026-08-15
300403,汉宇集团,89150175.97,-24.0,家电零部件Ⅱ,2026-08-15
300401,花园生物,131924015.28,-18.34,化学制药,2026-08-15
300343,联创股份,28354180.02,142.36,化学制品,2026-08-15
300342,天银机电,24824772.49,39.44,家电零部件Ⅱ,2026-08-15
300295,*ST三六五,2584969.08,131.42,数字媒体,2026-08-15
300234,开尔新材,-1211925.2,-110.43,装修建材,2026-08-15
300221,银禧科技,93374888.94,95.45,塑料,2026-08-15
300213,佳讯飞鸿,4887049.77,141.68,通信设备,2026-08-15
300198,*ST纳川,-82683805.99,-7.85,装修建材,2026-08-15
300187,永清环保,87240214.7,21.62,环境治理,2026-08-15
300105,龙源技术,9321906.49,-67.04,其他电源设备Ⅱ,2026-08-15
300030,阳普医疗,30814928.63,101.85,医疗器械,2026-08-15
300017,网宿科技,347899361.77,-6.61,IT服务Ⅱ,2026-08-15
003021,兆威机电,74645686.46,-34.1,电机Ⅱ,2026-08-15
002960,青鸟智控,138709435.31,-12.54,专用设备,2026-08-15
002866,传艺科技,21557126.51,-48.86,消费电子,2026-08-15
002863,今飞凯达,49552138.92,9.36,汽车零部件,2026-08-15
002850,科达利,943018605.91,22.57,电池,2026-08-15
002796,世嘉科技,-40700891.21,8.76,通信设备,2026-08-15
002772,众兴菌业,190849287.14,176.51,种植业,2026-08-15
002742,冀衡医药,-20138456.92,84.62,化学制药,2026-08-15
002706,良信股份,154007810.42,-37.51,电网设备,2026-08-15
002697,红旗连锁,267948940.55,-4.57,一般零售,2026-08-15
002655,共达电声,13772030.5,-68.03,消费电子,2026-08-15
002648,卫星化学,6226634598.0,126.94,化学原料,2026-08-15
002521,齐峰新材,79540006.6,26.1,造纸,2026-08-15
002421,达实智能,-18198341.32,79.5,IT服务Ⅱ,2026-08-15
002396,星网锐捷,372707820.7,75.86,通信设备,2026-08-15
002313,日海智能,14468973.13,133.27,通信设备,2026-08-15
002309,中利集团,114921265.69,261.37,电网设备,2026-08-15
002301,齐心集团,76773863.92,-12.25,文娱用品,2026-08-15
002236,大华股份,2382974277.66,-3.74,计算机设备,2026-08-15
002225,濮耐股份,15205673.67,-77.93,装修建材,2026-08-15
002217,ST合力泰,2497527.17,-77.9,光学光电子,2026-08-15
002193,ST如意,-93998667.57,1.8,服装家纺,2026-08-15
