date,open,high,low,close,volume
2026-03-24,0.086,0.086,0.0611,0.0612,369776.0
2026-03-25,0.0599,0.0599,0.0463,0.0482,377881.0
2026-03-26,0.0482,0.0634,0.0461,0.0634,426588.0
2026-03-27,0.0625,0.0625,0.0555,0.0555,48147.0
2026-03-30,0.0623,0.0703,0.0613,0.0623,349339.0
2026-03-31,0.062,0.063,0.0542,0.063,96829.0
2026-04-01,0.0595,0.0595,0.0468,0.0473,67258.0
2026-04-02,0.0492,0.0605,0.0492,0.0566,74228.0
2026-04-03,0.0557,0.0649,0.0551,0.064,141404.0
2026-04-07,0.0615,0.0624,0.0574,0.0624,29397.0
2026-04-08,0.0565,0.0565,0.0383,0.04,532795.0
2026-04-09,0.0424,0.0444,0.0414,0.0444,23950.0
2026-04-10,0.04,0.0415,0.0369,0.0415,124544.0
2026-04-13,0.0427,0.0427,0.0399,0.0419,16299.0
2026-04-14,0.041,0.041,0.0365,0.0377,47646.0
2026-04-15,0.0346,0.036,0.0331,0.036,158890.0
2026-04-16,0.035,0.035,0.0323,0.0334,17777.0
2026-04-17,0.0345,0.0374,0.0345,0.037,42356.0
2026-04-20,0.036,0.0364,0.0318,0.0321,12722.0
2026-04-21,0.0314,0.0334,0.0314,0.0322,22234.0
2026-04-22,0.0333,0.0343,0.0309,0.0332,417606.0
2026-04-23,0.0332,0.0368,0.0319,0.0339,1018547.0
2026-04-24,0.0348,0.0362,0.033,0.0335,2356446.0
2026-04-27,0.033,0.034,0.0311,0.0326,1242841.0
2026-04-28,0.0343,0.0343,0.0308,0.0323,517733.0
2026-04-29,0.0326,0.0326,0.0291,0.0304,466976.0
2026-04-30,0.03,0.0307,0.0276,0.0293,2036392.0
2026-05-06,0.0273,0.028,0.022,0.0225,2817039.0
2026-05-07,0.0225,0.0234,0.0214,0.023,1300442.0
2026-05-08,0.0231,0.0279,0.0231,0.026,4908438.0
2026-05-11,0.0262,0.0266,0.0202,0.0202,11253925.0
2026-05-12,0.021,0.0227,0.0206,0.021,2971984.0
2026-05-13,0.0221,0.0234,0.0211,0.0215,3799053.0
2026-05-14,0.0209,0.0251,0.0207,0.0237,13603050.0
2026-05-15,0.0238,0.0301,0.0213,0.0275,25817226.0
2026-05-18,0.0293,0.0304,0.0266,0.0289,10862701.0
2026-05-19,0.0295,0.0311,0.0258,0.0261,20204189.0
2026-05-20,0.0268,0.028,0.0249,0.0256,15461119.0
2026-05-21,0.0231,0.0308,0.0207,0.0299,6346650.0
2026-05-22,0.0286,0.0311,0.028,0.0287,6476323.0
2026-05-25,0.0286,0.0286,0.0235,0.0238,6466641.0
2026-05-26,0.0252,0.0257,0.023,0.0237,8796205.0
2026-05-27,0.0237,0.0352,0.0232,0.0325,38566638.0
2026-05-28,0.0339,0.0366,0.0309,0.0334,39213386.0
2026-05-29,0.0327,0.0347,0.0293,0.0329,34817636.0
2026-06-01,0.0326,0.0357,0.0298,0.0337,16199838.0
2026-06-02,0.0331,0.0337,0.025,0.0262,7032966.0
2026-06-03,0.0269,0.0285,0.0241,0.0256,8780465.0
2026-06-04,0.0259,0.0323,0.0259,0.0307,12155836.0
2026-06-05,0.0316,0.0382,0.0285,0.0365,18596781.0
2026-06-08,0.0395,0.052,0.0393,0.0445,98198091.0
2026-06-09,0.0438,0.048,0.0401,0.0411,59221511.0
2026-06-10,0.0439,0.044,0.0369,0.0389,74616713.0
2026-06-11,0.0373,0.0411,0.0359,0.0361,37237129.0
2026-06-12,0.033,0.0336,0.0264,0.0269,33864486.0
2026-06-15,0.0251,0.0252,0.0206,0.0224,11111082.0
2026-06-16,0.022,0.0254,0.0215,0.0254,39823972.0
2026-06-17,0.0248,0.0263,0.0239,0.0245,59552341.0
2026-06-18,0.0243,0.0262,0.0231,0.0236,88616056.0
2026-06-22,0.0233,0.0252,0.0178,0.0178,22158184.0
2026-06-23,0.018,0.0322,0.0177,0.0307,57671648.0
2026-06-24,0.0306,0.0306,0.0263,0.0277,26518386.0
2026-06-25,0.0278,0.0278,0.0215,0.0232,33784833.0
2026-06-26,0.0244,0.0398,0.0228,0.0341,91868452.0
2026-06-29,0.0345,0.0345,0.0247,0.0248,33618556.0
2026-06-30,0.0272,0.0272,0.0236,0.0242,18150899.0
2026-07-01,0.0239,0.0261,0.0194,0.0215,34323265.0
2026-07-02,0.0239,0.034,0.0237,0.0329,28941800.0
2026-07-03,0.0306,0.0315,0.0254,0.0278,47133899.0
2026-07-06,0.0262,0.0271,0.0228,0.0238,19612214.0
2026-07-07,0.025,0.0268,0.0215,0.0249,16208731.0
2026-07-08,0.0234,0.0243,0.0187,0.0232,17079106.0
2026-07-09,0.0216,0.0216,0.0147,0.0154,15661001.0
2026-07-10,0.0147,0.0165,0.0127,0.0156,9302309.0
2026-07-13,0.0159,0.0251,0.0153,0.0228,26264057.0
2026-07-14,0.0235,0.0299,0.018,0.0183,48658044.0
2026-07-15,0.0188,0.0188,0.0147,0.0156,7244304.0
2026-07-16,0.0175,0.0251,0.0169,0.0233,56661066.0
2026-07-17,0.0243,0.0486,0.0226,0.0374,105076583.0
2026-07-20,0.0353,0.0353,0.0211,0.0244,55967286.0
2026-07-21,0.0218,0.0253,0.0144,0.0151,26443938.0
2026-07-22,0.0162,0.017,0.007,0.008,24145280.0
2026-07-23,0.008,0.008,0.0065,0.0071,1079039.0
2026-07-24,0.0079,0.0092,0.0064,0.0091,1938610.0
2026-07-27,0.0089,0.0099,0.0071,0.0071,1389598.0
2026-07-28,0.0087,0.0144,0.0076,0.012,6215920.0
2026-07-29,0.0115,0.0159,0.0101,0.012,4136456.0
2026-07-30,0.013,0.0193,0.0106,0.0144,7642651.0
2026-07-31,0.0122,0.0122,0.0086,0.0101,2967161.0
2026-08-03,0.0101,0.0142,0.01,0.0129,2124252.0
2026-08-04,0.0125,0.0125,0.009,0.0097,2067359.0
2026-08-05,0.0104,0.0104,0.0056,0.0059,817336.0
2026-08-06,0.0063,0.0066,0.0056,0.0056,338558.0
2026-08-07,0.0058,0.0058,0.0037,0.0039,805964.0
2026-08-10,0.0036,0.0036,0.0025,0.0028,1393325.0
