date,open,high,low,close,volume
2026-04-23,0.3605,0.3605,0.3217,0.3285,129270.0
2026-04-24,0.3211,0.3355,0.3165,0.3332,4618.0
2026-04-27,0.339,0.3395,0.3333,0.3339,66418.0
2026-04-28,0.333,0.333,0.3133,0.3133,7872.0
2026-04-29,0.328,0.3555,0.328,0.3555,23116.0
2026-05-06,0.3805,0.4136,0.3805,0.41,24991.0
2026-05-07,0.405,0.4058,0.403,0.4058,9518.0
2026-05-08,0.3968,0.4014,0.3968,0.4014,4076.0
2026-05-11,0.4344,0.454,0.4344,0.454,1988.0
2026-05-12,0.473,0.4749,0.464,0.4699,95141.0
2026-05-13,0.468,0.5122,0.4615,0.511,149021.0
2026-05-14,0.506,0.507,0.4549,0.473,348447.0
2026-05-15,0.465,0.465,0.4,0.4,251816.0
2026-05-18,0.401,0.4112,0.3795,0.3844,142306.0
2026-05-19,0.3723,0.3949,0.3571,0.3949,93947.0
2026-05-20,0.389,0.389,0.3718,0.3844,27987.0
2026-05-21,0.4265,0.445,0.3659,0.3659,80218.0
2026-05-22,0.3636,0.3817,0.3586,0.3816,22131.0
2026-05-25,0.3932,0.4121,0.3888,0.4121,55221.0
2026-05-26,0.409,0.4331,0.4012,0.4331,33589.0
2026-05-27,0.4344,0.442,0.3986,0.4056,59618.0
2026-05-28,0.3751,0.4143,0.3751,0.4143,35659.0
2026-05-29,0.4188,0.4211,0.3992,0.3996,207210.0
2026-06-01,0.401,0.4018,0.3715,0.3724,39054.0
2026-06-02,0.3837,0.416,0.3735,0.416,97111.0
2026-06-03,0.43,0.465,0.4202,0.4202,69906.0
2026-06-04,0.4133,0.4164,0.4,0.4021,37273.0
2026-06-05,0.3985,0.4117,0.3436,0.3452,136635.0
2026-06-08,0.3301,0.34,0.2843,0.2893,545317.0
2026-06-09,0.2947,0.32,0.2871,0.32,84991.0
2026-06-10,0.3051,0.3074,0.29,0.299,83526.0
2026-06-11,0.302,0.302,0.278,0.286,70779.0
2026-06-12,0.3067,0.3366,0.3062,0.3301,99566.0
2026-06-15,0.3666,0.387,0.3447,0.3816,362662.0
2026-06-16,0.395,0.4046,0.3876,0.3953,363814.0
2026-06-17,0.392,0.422,0.389,0.422,367854.0
2026-06-18,0.4194,0.4558,0.4194,0.4497,255113.0
2026-06-22,0.445,0.5447,0.445,0.5447,312119.0
2026-06-23,0.5395,0.5416,0.4246,0.4387,681523.0
2026-06-24,0.4469,0.4569,0.426,0.4466,16715.0
2026-06-25,0.4605,0.4885,0.4605,0.4885,123949.0
2026-06-26,0.4565,0.4578,0.386,0.39,72831.0
2026-06-29,0.3992,0.411,0.375,0.406,353620.0
2026-06-30,0.4197,0.4536,0.4197,0.4536,27586.0
2026-07-01,0.45,0.471,0.418,0.418,107284.0
2026-07-02,0.3765,0.4007,0.3595,0.3595,49646.0
2026-07-03,0.3595,0.4015,0.3595,0.385,145196.0
2026-07-06,0.387,0.387,0.35,0.375,524299.0
2026-07-07,0.3656,0.3656,0.3271,0.3365,46377.0
2026-07-08,0.347,0.3534,0.33,0.332,41444.0
2026-07-09,0.332,0.3865,0.3199,0.3771,36625.0
2026-07-10,0.385,0.398,0.3315,0.3315,360343.0
2026-07-13,0.3224,0.3224,0.287,0.304,185957.0
2026-07-14,0.2988,0.3333,0.2849,0.3331,189942.0
2026-07-15,0.3335,0.35,0.327,0.3322,91766.0
2026-07-16,0.329,0.3367,0.2947,0.3062,458592.0
2026-07-17,0.2986,0.2986,0.2249,0.232,902302.0
2026-07-20,0.2678,0.2701,0.223,0.2511,1245244.0
2026-07-21,0.2616,0.3034,0.248,0.292,271431.0
2026-07-22,0.304,0.308,0.2593,0.2685,417335.0
2026-07-23,0.2732,0.2794,0.2616,0.2725,4731119.0
2026-07-24,0.2521,0.262,0.235,0.235,8316472.0
2026-07-27,0.2313,0.2613,0.229,0.2593,4250309.0
2026-07-28,0.2401,0.2409,0.19,0.2024,11100991.0
2026-07-29,0.2006,0.2346,0.1905,0.2182,15992987.0
2026-07-30,0.2154,0.2224,0.1792,0.2095,15754478.0
2026-07-31,0.2326,0.2517,0.2089,0.2095,8591423.0
2026-08-03,0.199,0.2113,0.191,0.196,3582910.0
2026-08-04,0.2019,0.2229,0.2019,0.2116,5020832.0
2026-08-05,0.202,0.2466,0.202,0.2362,8730162.0
2026-08-06,0.2286,0.238,0.2156,0.2273,5011108.0
2026-08-07,0.237,0.2486,0.23,0.239,4354561.0
2026-08-10,0.2495,0.2531,0.2273,0.2436,8542234.0
2026-08-11,0.2426,0.2476,0.225,0.2265,3800192.0
2026-08-12,0.2323,0.24,0.2288,0.2343,4169500.0
2026-08-13,0.2463,0.2498,0.2232,0.2235,8719928.0
2026-08-14,0.2221,0.2261,0.2063,0.2153,3697152.0
2026-08-17,0.215,0.2524,0.215,0.2522,4469640.0
2026-08-18,0.2496,0.2511,0.2164,0.2346,8076378.0
2026-08-19,0.2082,0.2134,0.1746,0.1846,13091153.0
2026-08-20,0.1979,0.1979,0.1709,0.1776,23385632.0
2026-08-21,0.1735,0.1956,0.1735,0.1866,6503412.0
2026-08-24,0.189,0.1936,0.1484,0.1639,16303329.0
2026-08-25,0.1574,0.1712,0.1501,0.1606,11996007.0
2026-08-26,0.1622,0.1899,0.1563,0.1774,6280804.0
2026-08-27,0.1811,0.1967,0.1742,0.1948,5143348.0
2026-08-28,0.1989,0.2009,0.1854,0.1885,2290320.0
2026-08-31,0.1656,0.196,0.1615,0.1909,5389383.0
2026-09-01,0.19,0.1976,0.1795,0.185,4412519.0
2026-09-02,0.166,0.166,0.144,0.1526,13395551.0
2026-09-03,0.1598,0.1639,0.145,0.154,8427349.0
2026-09-04,0.154,0.1804,0.1481,0.1547,9792555.0
2026-09-07,0.1606,0.172,0.1556,0.1662,6654659.0
2026-09-08,0.1629,0.1736,0.1508,0.1558,10446192.0
2026-09-09,0.1606,0.1651,0.1493,0.1593,7303285.0
2026-09-10,0.1504,0.1628,0.1419,0.1522,12403586.0
2026-09-11,0.1401,0.1401,0.116,0.1294,34196888.0
2026-09-14,0.1236,0.1281,0.1102,0.1183,7681466.0
2026-09-15,0.1178,0.125,0.1042,0.107,10721219.0
2026-09-16,0.103,0.1227,0.0955,0.1192,22622850.0
2026-09-17,0.1213,0.1275,0.1068,0.1101,25553154.0
2026-09-18,0.1206,0.1369,0.1147,0.129,19460387.0
2026-09-21,0.136,0.1437,0.1276,0.1397,12021943.0
2026-09-22,0.15,0.1646,0.1434,0.147,17977072.0
2026-09-23,0.146,0.1494,0.1386,0.1389,7197804.0
2026-09-24,0.1301,0.1313,0.1026,0.1055,3940953.0
