date,open,high,low,close,volume
2026-07-23,0.0697,0.0697,0.0582,0.063,45157.0
2026-07-24,0.0575,0.0619,0.0575,0.0595,8569.0
2026-07-27,0.0569,0.0582,0.055,0.0582,27316.0
2026-07-28,0.0555,0.0563,0.0495,0.0495,14144.0
2026-07-29,0.0517,0.0544,0.0485,0.0508,20369.0
2026-07-30,0.0502,0.0559,0.0502,0.0522,80257.0
2026-07-31,0.0584,0.0584,0.0529,0.0529,4725.0
2026-08-03,0.05,0.0501,0.0483,0.0486,12489.0
2026-08-04,0.0474,0.0499,0.0468,0.0488,17743.0
2026-08-05,0.0492,0.0514,0.0492,0.0511,16215.0
2026-08-06,0.0489,0.0489,0.0452,0.0475,5471.0
2026-08-07,0.0478,0.0495,0.0473,0.049,18367.0
2026-08-10,0.0512,0.0512,0.0471,0.0471,87912.0
2026-08-11,0.0461,0.0471,0.044,0.044,9064.0
2026-08-12,0.0448,0.0448,0.0433,0.0439,11010.0
2026-08-13,0.0432,0.046,0.0402,0.0402,16658.0
2026-08-14,0.0408,0.0408,0.0381,0.0388,12649.0
2026-08-17,0.0389,0.0392,0.0374,0.0375,7677.0
2026-08-18,0.0368,0.0373,0.0342,0.0373,20305.0
2026-08-19,0.034,0.0348,0.0302,0.0308,152132.0
2026-08-20,0.0308,0.0316,0.0295,0.0304,70908.0
2026-08-21,0.0306,0.0312,0.0291,0.0291,1651.0
2026-08-24,0.0289,0.0306,0.0276,0.028,38216.0
2026-08-25,0.0285,0.0285,0.0266,0.0266,3125.0
2026-08-26,0.0277,0.0295,0.0275,0.0284,11075.0
2026-08-27,0.029,0.0304,0.0277,0.0304,12751.0
2026-08-28,0.0298,0.0298,0.0291,0.0297,4903.0
2026-08-31,0.0273,0.0306,0.026,0.0306,41169.0
2026-09-01,0.0297,0.0308,0.0292,0.0301,9954.0
2026-09-02,0.0296,0.0296,0.0267,0.0267,48935.0
2026-09-03,0.0272,0.0295,0.0263,0.0264,8200.0
2026-09-04,0.0289,0.0308,0.026,0.0271,64940.0
2026-09-07,0.0278,0.0283,0.0262,0.0267,83375.0
2026-09-08,0.0285,0.0285,0.0256,0.0256,11793.0
2026-09-09,0.026,0.0265,0.024,0.0265,48846.0
2026-09-10,0.0249,0.0258,0.0244,0.0256,20952.0
2026-09-11,0.0217,0.023,0.0201,0.0218,127043.0
2026-09-14,0.0202,0.0219,0.0201,0.0205,6552.0
2026-09-15,0.02,0.0202,0.0192,0.0196,5320.0
2026-09-16,0.0186,0.0216,0.0186,0.0216,3654.0
2026-09-17,0.021,0.0226,0.02,0.02,8812.0
2026-09-18,0.0222,0.0222,0.0209,0.0209,1806.0
2026-09-21,0.0209,0.023,0.0206,0.0229,29243.0
2026-09-22,0.0239,0.0292,0.0234,0.0245,406977.0
2026-09-23,0.0254,0.0256,0.0241,0.0242,5905.0
2026-09-24,0.024,0.024,0.0203,0.0203,61876.0
