date,open,high,low,close,volume
2026-01-29,0.2223,0.2342,0.2054,0.2056,360658.0
2026-01-30,0.2166,0.254,0.2105,0.2257,368040.0
2026-02-02,0.2368,0.3185,0.2329,0.3109,248098.0
2026-02-03,0.2813,0.2972,0.2601,0.2635,412724.0
2026-02-04,0.2664,0.2664,0.238,0.238,225887.0
2026-02-05,0.2439,0.2565,0.2429,0.2429,149336.0
2026-02-06,0.2709,0.2758,0.2431,0.2431,237433.0
2026-02-09,0.2361,0.2361,0.2168,0.2175,500924.0
2026-02-10,0.2148,0.2165,0.2125,0.2125,8255.0
2026-02-11,0.2159,0.2159,0.212,0.2129,14570.0
2026-02-12,0.2111,0.2128,0.2099,0.2105,9037.0
2026-02-13,0.222,0.2493,0.2219,0.2493,81826.0
2026-02-24,0.2213,0.2213,0.1944,0.2027,849527.0
2026-02-25,0.1897,0.1908,0.175,0.1807,160116.0
2026-02-26,0.1811,0.1882,0.1804,0.1824,117916.0
2026-02-27,0.19,0.1935,0.1811,0.1811,59601.0
2026-03-02,0.1935,0.2135,0.183,0.1878,131193.0
2026-03-03,0.1848,0.23,0.1848,0.2261,509902.0
2026-03-04,0.2406,0.2723,0.2333,0.253,1032526.0
2026-03-05,0.2332,0.2434,0.2207,0.2405,425634.0
2026-03-06,0.2399,0.2494,0.22,0.2218,275288.0
2026-03-09,0.3633,0.3633,0.2504,0.2612,1168968.0
2026-03-10,0.2429,0.2429,0.213,0.2156,375760.0
2026-03-11,0.2162,0.2162,0.2015,0.2075,183621.0
2026-03-12,0.2107,0.2345,0.21,0.2197,226220.0
2026-03-13,0.2228,0.2338,0.2075,0.2337,253580.0
2026-03-16,0.2444,0.2506,0.225,0.2286,194067.0
2026-03-17,0.2178,0.2397,0.2008,0.2397,351070.0
2026-03-18,0.2397,0.2558,0.2324,0.2353,169741.0
2026-03-19,0.2478,0.2832,0.2478,0.2802,284123.0
2026-03-20,0.268,0.2892,0.2562,0.2789,853465.0
2026-03-23,0.3167,0.4134,0.2927,0.4067,803707.0
2026-03-24,0.365,0.4,0.348,0.3485,141950.0
2026-03-25,0.31,0.31,0.2916,0.2921,208903.0
2026-03-26,0.2882,0.3323,0.288,0.3321,248613.0
2026-03-27,0.35,0.35,0.3016,0.3061,329318.0
2026-03-30,0.338,0.3612,0.2995,0.332,436524.0
2026-03-31,0.3138,0.3325,0.3082,0.3325,15328.0
2026-04-01,0.31,0.31,0.295,0.2984,34384.0
2026-04-02,0.308,0.3492,0.308,0.3368,108941.0
2026-04-03,0.3316,0.3612,0.3316,0.3525,321925.0
2026-04-07,0.3455,0.3524,0.33,0.35,257333.0
2026-04-08,0.3067,0.3245,0.2407,0.2443,771446.0
2026-04-09,0.2623,0.2633,0.2518,0.2573,633516.0
2026-04-10,0.24,0.24,0.2132,0.2215,1457754.0
2026-04-13,0.2235,0.2267,0.218,0.2207,101086.0
2026-04-14,0.203,0.2111,0.1904,0.1904,155556.0
2026-04-15,0.178,0.2013,0.175,0.2013,768231.0
2026-04-16,0.1891,0.1891,0.176,0.1781,344706.0
2026-04-17,0.1817,0.187,0.1786,0.1823,178433.0
2026-04-20,0.188,0.188,0.163,0.1685,249378.0
2026-04-21,0.1688,0.1788,0.16,0.1608,530672.0
2026-04-22,0.1621,0.1629,0.1482,0.1509,888124.0
2026-04-23,0.1404,0.1685,0.1404,0.1609,9538990.0
2026-04-24,0.1609,0.1745,0.1546,0.161,4205948.0
2026-04-27,0.1526,0.1601,0.1491,0.1563,2532343.0
2026-04-28,0.1589,0.164,0.1541,0.1638,4418932.0
2026-04-29,0.1617,0.1617,0.1342,0.138,2315741.0
2026-04-30,0.1341,0.1422,0.1335,0.1378,2730336.0
2026-05-06,0.13,0.13,0.103,0.11,18147045.0
2026-05-07,0.1061,0.1125,0.1058,0.1077,3695628.0
2026-05-08,0.1143,0.122,0.1112,0.1163,6809946.0
2026-05-11,0.115,0.115,0.0969,0.1024,9085967.0
2026-05-12,0.0999,0.1083,0.0999,0.1027,12538035.0
2026-05-13,0.1027,0.1097,0.0899,0.0926,13216295.0
2026-05-14,0.0916,0.112,0.088,0.1065,35048851.0
2026-05-15,0.1057,0.134,0.1035,0.1224,56655000.0
2026-05-18,0.1268,0.138,0.1179,0.1248,26684689.0
2026-05-19,0.1306,0.1473,0.1205,0.1213,43885934.0
2026-05-20,0.1289,0.1325,0.1188,0.1194,9267293.0
2026-05-21,0.1172,0.1449,0.0959,0.14,14334047.0
2026-05-22,0.13,0.1389,0.1204,0.1275,9229136.0
2026-05-25,0.115,0.1199,0.106,0.1064,8200248.0
2026-05-26,0.1138,0.1152,0.1011,0.1024,11026752.0
2026-05-27,0.0982,0.1256,0.095,0.1179,20808543.0
2026-05-28,0.1232,0.1336,0.11,0.1136,19755022.0
2026-05-29,0.106,0.1264,0.1015,0.1184,10864927.0
2026-06-01,0.1167,0.132,0.1068,0.1249,10969988.0
2026-06-02,0.1206,0.129,0.0992,0.1034,14289507.0
2026-06-03,0.104,0.1041,0.0843,0.0952,38389997.0
2026-06-04,0.1026,0.1081,0.0952,0.1027,16919489.0
2026-06-05,0.1099,0.1387,0.0999,0.1342,14998969.0
2026-06-08,0.1508,0.1939,0.1466,0.1714,34121601.0
2026-06-09,0.1646,0.1764,0.1406,0.1433,22081597.0
2026-06-10,0.1525,0.1707,0.1461,0.1516,20609083.0
2026-06-11,0.1518,0.1764,0.1434,0.1573,15918638.0
2026-06-12,0.1418,0.1425,0.1218,0.1296,25848095.0
2026-06-15,0.1182,0.1182,0.0969,0.0969,19018332.0
2026-06-16,0.0962,0.1064,0.0923,0.1024,79957573.0
2026-06-17,0.1011,0.105,0.0939,0.0939,19171291.0
2026-06-18,0.0932,0.0981,0.0865,0.088,68244512.0
2026-06-22,0.0835,0.0904,0.0662,0.0675,36990662.0
2026-06-23,0.0674,0.1106,0.0664,0.1036,63369161.0
2026-06-24,0.1052,0.1056,0.0937,0.0978,29682717.0
2026-06-25,0.0946,0.0946,0.0772,0.0779,54746844.0
2026-06-26,0.0851,0.137,0.0851,0.128,39081610.0
2026-06-29,0.1227,0.1342,0.1082,0.1092,47431430.0
2026-06-30,0.1173,0.1173,0.09,0.0919,22392709.0
2026-07-01,0.0929,0.1001,0.0809,0.091,38550883.0
2026-07-02,0.1048,0.1645,0.1044,0.1328,25002367.0
2026-07-03,0.1302,0.1302,0.0994,0.1128,26844223.0
2026-07-06,0.1112,0.128,0.1004,0.1097,35745962.0
2026-07-07,0.1145,0.1336,0.1093,0.1168,37247133.0
2026-07-08,0.1138,0.128,0.0987,0.1231,34645878.0
2026-07-09,0.1184,0.126,0.0821,0.0876,22881194.0
