date,open,high,low,close,volume
2026-01-29,0.1552,0.1552,0.1287,0.1287,458031.0
2026-01-30,0.1338,0.1699,0.132,0.1453,405213.0
2026-02-02,0.1553,0.224,0.1553,0.2216,277808.0
2026-02-03,0.1921,0.2039,0.1765,0.1765,529612.0
2026-02-04,0.1769,0.1774,0.1536,0.1555,99453.0
2026-02-05,0.1601,0.1718,0.16,0.1637,185104.0
2026-02-06,0.1819,0.1819,0.1581,0.1635,66759.0
2026-02-09,0.1514,0.1519,0.1449,0.1471,5662.0
2026-02-10,0.1391,0.14,0.1357,0.1375,9492.0
2026-02-11,0.1372,0.1377,0.1346,0.1365,8385.0
2026-02-12,0.1336,0.1353,0.1336,0.1348,886.0
2026-02-13,0.1436,0.1619,0.143,0.1588,64742.0
2026-02-24,0.1308,0.1315,0.1202,0.1272,522305.0
2026-02-25,0.1228,0.1228,0.1071,0.1108,40442.0
2026-02-26,0.1092,0.1136,0.1078,0.1097,34389.0
2026-02-27,0.1145,0.1169,0.1076,0.1081,61605.0
2026-03-02,0.1166,0.1316,0.1099,0.1129,347666.0
2026-03-03,0.1116,0.1444,0.1116,0.141,1738520.0
2026-03-04,0.15,0.1755,0.145,0.1705,1342859.0
2026-03-05,0.1428,0.1528,0.1367,0.1528,266975.0
2026-03-06,0.158,0.1582,0.1376,0.1376,107431.0
2026-03-09,0.155,0.2345,0.155,0.1581,437874.0
2026-03-10,0.1556,0.1556,0.131,0.1328,139515.0
2026-03-11,0.1328,0.1336,0.1251,0.1299,15816.0
2026-03-12,0.1304,0.15,0.13,0.1367,53475.0
2026-03-13,0.1416,0.1509,0.131,0.1509,173189.0
2026-03-16,0.1565,0.1606,0.1416,0.1418,223251.0
2026-03-17,0.1366,0.1532,0.1242,0.1532,337717.0
2026-03-18,0.1477,0.1658,0.1477,0.1479,342946.0
2026-03-19,0.156,0.1862,0.156,0.1816,324947.0
2026-03-20,0.169,0.1862,0.1629,0.1862,234742.0
2026-03-23,0.2047,0.2906,0.2047,0.2755,1176688.0
2026-03-24,0.2682,0.2755,0.2275,0.2294,785236.0
2026-03-25,0.2065,0.2065,0.1848,0.189,609185.0
2026-03-26,0.1841,0.22,0.1832,0.2143,151837.0
2026-03-27,0.2328,0.2385,0.195,0.2035,225671.0
2026-03-30,0.2184,0.2418,0.2161,0.217,637056.0
2026-03-31,0.2121,0.2328,0.2031,0.2304,313205.0
2026-04-01,0.2004,0.2045,0.1892,0.19,145116.0
2026-04-02,0.1993,0.2285,0.1984,0.2188,302474.0
2026-04-03,0.2203,0.241,0.2203,0.2361,366726.0
2026-04-07,0.228,0.233,0.2186,0.229,101087.0
2026-04-08,0.2012,0.2012,0.15,0.1535,837242.0
2026-04-09,0.1599,0.1662,0.1574,0.1609,329559.0
2026-04-10,0.1452,0.1452,0.1303,0.1354,500914.0
2026-04-13,0.1371,0.1396,0.131,0.1349,193800.0
2026-04-14,0.1245,0.1281,0.1167,0.1168,233399.0
2026-04-15,0.1154,0.1222,0.1041,0.12,474211.0
2026-04-16,0.1181,0.1181,0.1048,0.108,267160.0
2026-04-17,0.1122,0.1135,0.1079,0.1115,144296.0
2026-04-20,0.1109,0.1109,0.0977,0.1,196664.0
2026-04-21,0.1008,0.1074,0.095,0.0968,384346.0
2026-04-22,0.0988,0.0988,0.0888,0.089,202450.0
2026-04-23,0.084,0.1017,0.0833,0.0926,17360127.0
2026-04-24,0.0957,0.105,0.0926,0.0962,8489662.0
2026-04-27,0.0924,0.0961,0.0888,0.093,3813068.0
2026-04-28,0.093,0.0992,0.0919,0.0952,6297478.0
2026-04-29,0.096,0.0962,0.079,0.0805,6312575.0
2026-04-30,0.0783,0.0834,0.0783,0.0792,5085072.0
2026-05-06,0.0732,0.0732,0.0587,0.0619,5015329.0
2026-05-07,0.0612,0.0646,0.0609,0.063,2605032.0
2026-05-08,0.0668,0.07,0.0637,0.0675,5087191.0
2026-05-11,0.0671,0.0671,0.0569,0.0599,5760685.0
2026-05-12,0.0577,0.0634,0.0577,0.0596,6989111.0
2026-05-13,0.0597,0.0639,0.0527,0.0538,4391530.0
2026-05-14,0.0511,0.0647,0.0511,0.0613,28815756.0
2026-05-15,0.0618,0.0784,0.0585,0.0708,54484009.0
2026-05-18,0.0708,0.0784,0.0667,0.0703,31540514.0
2026-05-19,0.0641,0.0837,0.0641,0.0693,52798405.0
2026-05-20,0.073,0.0738,0.0669,0.0672,12380214.0
2026-05-21,0.0651,0.0818,0.0541,0.0812,18983774.0
2026-05-22,0.0742,0.0785,0.0674,0.0712,14331906.0
2026-05-25,0.0676,0.0676,0.0593,0.0596,14518076.0
2026-05-26,0.0617,0.0635,0.0565,0.057,6555304.0
2026-05-27,0.0549,0.0735,0.053,0.069,56102409.0
2026-05-28,0.0703,0.0767,0.0622,0.065,34595939.0
2026-05-29,0.0601,0.0722,0.0576,0.0675,24593589.0
2026-06-01,0.0661,0.0756,0.0596,0.0706,15133764.0
2026-06-02,0.0666,0.0721,0.0558,0.0579,10815026.0
2026-06-03,0.0578,0.0583,0.0463,0.0523,11989579.0
2026-06-04,0.0556,0.0586,0.0528,0.0557,15137173.0
2026-06-05,0.06,0.078,0.0542,0.0753,48855590.0
2026-06-08,0.0854,0.115,0.0827,0.099,77912534.0
2026-06-09,0.093,0.1013,0.0805,0.0821,24338498.0
2026-06-10,0.0877,0.0992,0.0827,0.0865,27645994.0
2026-06-11,0.0875,0.1008,0.082,0.09,26862801.0
2026-06-12,0.0801,0.0801,0.0679,0.0736,39023984.0
2026-06-15,0.0642,0.0646,0.054,0.0543,49134783.0
2026-06-16,0.0549,0.0589,0.0506,0.0563,242822205.0
2026-06-17,0.057,0.0585,0.0527,0.0527,124910375.0
2026-06-18,0.0523,0.0558,0.0491,0.0494,128410476.0
2026-06-22,0.0473,0.0513,0.0379,0.0388,19135595.0
2026-06-23,0.0386,0.0608,0.038,0.0578,29671708.0
2026-06-24,0.0563,0.0577,0.0516,0.0538,16448242.0
2026-06-25,0.0512,0.0512,0.0423,0.0429,50227099.0
2026-06-26,0.0472,0.0766,0.0464,0.0712,48826387.0
2026-06-29,0.0676,0.0754,0.0607,0.0608,45693458.0
2026-06-30,0.059,0.0603,0.05,0.0518,30576759.0
2026-07-01,0.0517,0.0546,0.0449,0.0496,30483992.0
2026-07-02,0.0524,0.0768,0.0381,0.074,22297495.0
2026-07-03,0.0568,0.0708,0.055,0.0602,58620526.0
2026-07-06,0.0594,0.0695,0.0543,0.0601,26190537.0
2026-07-07,0.0606,0.0718,0.0579,0.0615,34222591.0
2026-07-08,0.06,0.0668,0.0505,0.0648,32381161.0
2026-07-09,0.058,0.0658,0.0423,0.0452,18498688.0
2026-07-10,0.0427,0.0533,0.0388,0.0507,32788678.0
2026-07-13,0.0536,0.077,0.0515,0.0714,55711621.0
2026-07-14,0.0684,0.0845,0.0497,0.0519,51488750.0
2026-07-15,0.0467,0.0518,0.0439,0.0483,27826000.0
2026-07-16,0.0529,0.072,0.0498,0.0654,38871513.0
2026-07-17,0.071,0.1516,0.071,0.123,119089513.0
2026-07-20,0.1066,0.1264,0.0798,0.0953,80787266.0
2026-07-21,0.091,0.105,0.055,0.0572,25165580.0
2026-07-22,0.0593,0.0593,0.0415,0.0468,47275683.0
2026-07-23,0.0472,0.0472,0.0377,0.0402,30812809.0
2026-07-24,0.043,0.0577,0.0428,0.0577,34951759.0
2026-07-27,0.0548,0.0576,0.0383,0.0392,38104373.0
2026-07-28,0.0479,0.0847,0.0479,0.073,101462527.0
2026-07-29,0.0738,0.0944,0.058,0.0707,56399981.0
2026-07-30,0.0765,0.1236,0.0673,0.0838,104285755.0
2026-07-31,0.0563,0.0677,0.0499,0.0661,52047808.0
2026-08-03,0.0697,0.079,0.067,0.0738,22461027.0
2026-08-04,0.0695,0.0695,0.0476,0.0525,13287314.0
2026-08-05,0.0595,0.0612,0.033,0.0369,36927807.0
2026-08-06,0.0399,0.0452,0.035,0.0373,21828509.0
2026-08-07,0.0383,0.0383,0.0269,0.0274,31733554.0
2026-08-10,0.0263,0.0288,0.0233,0.024,16668461.0
2026-08-11,0.0256,0.0275,0.0218,0.0274,6343591.0
2026-08-12,0.0277,0.0277,0.0205,0.0208,11295140.0
2026-08-13,0.0198,0.022,0.0147,0.022,4864501.0
2026-08-14,0.0213,0.024,0.0198,0.0207,2476222.0
2026-08-17,0.0195,0.0206,0.0116,0.0121,4038839.0
2026-08-18,0.0116,0.0162,0.0112,0.0147,3722899.0
2026-08-19,0.0175,0.0378,0.0175,0.0327,142431432.0
2026-08-20,0.03,0.0328,0.022,0.0283,71706599.0
2026-08-21,0.029,0.0319,0.0203,0.024,26718826.0
2026-08-24,0.0239,0.0438,0.0196,0.0354,132189872.0
2026-08-25,0.0374,0.0446,0.0286,0.0337,111786472.0
2026-08-26,0.0331,0.0355,0.0187,0.0241,42644591.0
2026-08-27,0.0231,0.0231,0.0155,0.0155,49769806.0
2026-08-28,0.0164,0.0173,0.0131,0.0146,16893029.0
2026-08-31,0.018,0.0232,0.0125,0.0128,65698446.0
2026-09-01,0.0136,0.014,0.0104,0.0119,23474208.0
2026-09-02,0.0147,0.0283,0.0141,0.0204,171324539.0
2026-09-03,0.0183,0.0225,0.014,0.018,87756117.0
2026-09-04,0.0154,0.0201,0.0102,0.0172,64310508.0
2026-09-07,0.0138,0.0148,0.01,0.0113,25161191.0
2026-09-08,0.0106,0.0116,0.0076,0.0105,17454509.0
2026-09-09,0.0095,0.0108,0.0078,0.0088,15825413.0
2026-09-10,0.0108,0.0141,0.009,0.0103,23844222.0
2026-09-11,0.013,0.0258,0.0123,0.0142,290042700.0
2026-09-14,0.0164,0.0217,0.0115,0.0136,78913383.0
2026-09-15,0.0141,0.0171,0.009,0.0157,66885166.0
2026-09-16,0.0148,0.0223,0.0083,0.0101,167149493.0
