date,open,high,low,close,volume,amount
2018-10-16,51.67,62.0,51.67,62.0,419948.0,29448511.0
2018-10-17,68.2,68.2,68.2,68.2,186547.0,14420083.0
2018-10-18,75.02,75.02,64.74,71.44,55718541.0,4493959114.0
2018-10-19,70.14,78.59,70.06,78.59,35319206.0,3011157565.0
2018-10-22,82.94,86.45,81.18,86.45,17685766.0,1689793609.0
2018-10-23,90.0,93.35,83.53,83.56,32962614.0,3319210156.0
2018-10-24,84.16,88.67,84.0,85.63,24149984.0,2351484902.0
2018-10-25,82.16,89.44,82.16,87.86,19315338.0,1871745883.0
2018-10-26,88.06,90.88,81.62,85.76,18272124.0,1778309679.0
2018-10-29,85.14,86.78,82.95,86.04,10286018.0,994737034.0
2018-10-30,85.14,88.14,81.8,85.89,14005735.0,1350378208.0
2018-10-31,86.29,89.94,86.29,87.35,13522723.0,1347886602.0
2018-11-01,89.1,93.17,87.44,90.29,15664145.0,1601231270.0
2018-11-02,93.78,94.74,90.59,93.0,16217663.0,1701272339.0
2018-11-05,92.54,94.03,87.75,90.37,13349537.0,1373603233.0
2018-11-06,88.85,99.4,88.1,99.4,13529740.0,1425402758.0
2018-11-07,99.39,100.3,95.91,97.05,11559522.0,1285698030.0
2018-11-08,98.82,99.69,95.11,96.42,9042712.0,999397653.0
2018-11-09,94.85,100.41,94.41,97.74,8703255.0,969217062.0
2018-11-12,96.98,99.5,96.32,98.83,7992319.0,889722777.0
2018-11-13,97.05,103.23,95.76,97.11,13639629.0,1539492049.0
2018-11-14,95.32,100.23,95.3,98.7,8502181.0,943916115.0
2018-11-15,97.81,99.51,96.35,98.82,6730872.0,749711334.0
2018-11-16,98.86,100.58,96.75,97.63,6909166.0,771444135.0
2018-11-19,96.18,99.57,95.82,97.19,6928135.0,766379683.0
2018-11-20,96.0,97.91,94.41,94.41,5462485.0,591621632.0
2018-11-21,93.53,99.73,93.22,98.55,9062260.0,1000279969.0
2018-11-22,98.25,99.12,97.16,98.39,5197260.0,579003973.0
2018-11-23,98.64,100.23,95.29,95.55,5950853.0,658085562.0
2018-11-26,96.26,98.19,95.55,96.69,4179317.0,459180269.0
2018-11-27,97.64,97.94,92.2,94.02,8021725.0,859347576.0
2018-11-28,93.35,97.05,92.82,96.71,5516545.0,596357413.0
2018-11-29,97.94,98.79,96.0,96.02,4884839.0,540532883.0
2018-11-30,96.0,99.35,95.73,99.26,4134650.0,456656948.0
2018-12-03,101.91,109.11,100.0,105.44,9309546.0,1104557827.0
2018-12-04,104.82,106.65,103.76,105.05,4519096.0,538294094.0
2018-12-05,103.23,108.62,102.93,106.48,5374878.0,646890158.0
2018-12-06,105.78,106.86,100.58,101.76,8233814.0,964296665.0
2018-12-07,102.24,102.57,99.44,100.71,5067642.0,577176370.0
2018-12-10,99.6,102.35,99.6,101.57,2984338.0,342408987.0
2018-12-11,102.04,102.61,99.26,100.02,4050229.0,463348649.0
2018-12-12,100.41,101.15,99.8,100.52,2752862.0,313396283.0
2018-12-13,100.5,102.58,100.19,102.53,2926751.0,337663432.0
2018-12-14,102.44,102.59,95.12,95.12,7269624.0,810256504.0
2018-12-17,93.63,94.41,89.95,93.73,4950579.0,519731536.0
2018-12-18,91.86,93.97,91.48,93.0,3132499.0,329930909.0
2018-12-19,93.31,93.77,86.26,86.67,7661781.0,773276649.0
2018-12-20,86.47,89.47,86.38,88.81,4779757.0,478030158.0
2018-12-21,88.03,88.7,86.92,87.63,3028352.0,301683679.0
2018-12-24,87.76,92.38,87.76,91.14,3656491.0,376860478.0
2018-12-25,90.35,94.4,90.0,93.52,4404731.0,460649012.0
2018-12-26,93.52,96.67,92.9,94.67,3533381.0,380978845.0
2018-12-27,95.91,96.48,94.25,94.86,4131329.0,447720976.0
2018-12-28,94.85,96.73,93.79,96.37,3253053.0,353231248.0
2019-01-02,93.92,94.23,87.83,91.57,5898761.0,612101683.0
2019-01-03,91.14,92.64,88.2,89.4,3845852.0,392152450.0
2019-01-04,88.74,90.75,87.77,89.63,4276913.0,432343831.0
2019-01-07,89.17,91.74,88.84,89.76,4345843.0,442705538.0
2019-01-08,89.21,89.99,86.27,87.79,5213478.0,518413310.0
2019-01-09,88.13,92.9,87.83,90.86,5818461.0,600284567.0
2019-01-10,92.03,92.8,90.24,91.16,4136218.0,430582354.0
2019-01-11,90.79,92.64,90.35,92.56,2072275.0,215125709.0
2019-01-14,92.47,92.47,90.6,91.85,1950428.0,202096291.0
2019-01-15,91.66,93.97,91.31,92.63,2113841.0,222559524.0
2019-01-16,92.34,93.87,91.59,93.25,2031040.0,214576901.0
2019-01-17,93.08,93.92,92.56,93.31,1658208.0,175687212.0
2019-01-18,92.99,96.79,92.99,96.61,3279080.0,353652561.0
2019-01-21,97.76,101.33,97.37,98.03,4207973.0,473422407.0
2019-01-22,98.47,99.15,94.86,95.72,2358542.0,258272023.0
2019-01-23,95.71,97.48,95.47,97.29,1460294.0,159833986.0
2019-01-24,96.7,97.23,94.21,95.29,2424214.0,261741042.0
2019-01-25,95.29,96.55,94.28,94.35,3073749.0,331847427.0
2019-01-28,94.75,95.45,93.61,93.8,1611291.0,172208622.0
2019-01-29,93.94,93.94,90.45,91.74,3294995.0,343467351.0
