family,set,sharpe,ann_ret,max_dd,n_trades
A,"[4, 7, 9, 10]",0.246,0.021088,-0.296837,347
A,"[4, 7, 9, 11]",0.2092,0.017012,-0.322569,375
A,"[4, 7, 9, 12]",0.1697,0.012495,-0.312685,375
A,"[4, 7, 10, 11]",0.275,0.024701,-0.328319,347
A,"[4, 7, 10, 12]",0.23,0.019331,-0.319479,375
A,"[4, 7, 11, 12]",0.2038,0.016444,-0.340632,347
A,"[4, 8, 9, 10]",0.2697,0.024075,-0.300176,319
A,"[4, 8, 9, 11]",0.2341,0.020049,-0.325783,347
A,"[4, 8, 9, 12]",0.1958,0.015518,-0.315941,347
A,"[4, 8, 10, 11]",0.2923,0.027075,-0.332733,347
A,"[4, 8, 10, 12]",0.2483,0.021673,-0.323981,375
A,"[4, 8, 11, 12]",0.2234,0.018894,-0.344979,347
A,"[4, 9, 10, 11]",0.2416,0.020865,-0.326578,319
A,"[4, 9, 10, 12]",0.1966,0.015586,-0.31681,347
A,"[4, 9, 11, 12]",0.1674,0.012379,-0.340085,347
A,"[4, 10, 11, 12]",0.2349,0.020137,-0.347441,319
A,"[5, 6, 7, 8]",0.2995,0.027681,-0.348292,293
A,"[5, 6, 7, 9]",0.235,0.019958,-0.343631,321
A,"[5, 6, 7, 10]",0.2929,0.02685,-0.349998,321
A,"[5, 6, 7, 11]",0.2598,0.023103,-0.3718,321
A,"[5, 6, 7, 12]",0.2201,0.018309,-0.363538,321
A,"[5, 6, 8, 9]",0.251,0.022045,-0.34759,321
A,"[5, 6, 8, 10]",0.3015,0.028259,-0.35512,349
A,"[5, 6, 8, 11]",0.2699,0.02461,-0.376756,349
A,"[5, 6, 8, 12]",0.2325,0.019982,-0.368574,349
A,"[5, 6, 9, 10]",0.2503,0.021935,-0.348302,321
A,"[5, 6, 9, 11]",0.2145,0.017874,-0.372133,349
A,"[5, 6, 9, 12]",0.1758,0.013346,-0.36297,349
A,"[5, 6, 10, 11]",0.279,0.025601,-0.377471,321
A,"[5, 6, 10, 12]",0.235,0.020216,-0.369273,349
A,"[5, 6, 11, 12]",0.2088,0.01727,-0.388872,321
A,"[5, 7, 8, 9]",0.2387,0.020384,-0.312581,320
A,"[5, 7, 8, 10]",0.2898,0.026525,-0.320524,348
A,"[5, 7, 8, 11]",0.2577,0.022884,-0.343317,348
A,"[5, 7, 8, 12]",0.2194,0.018257,-0.334704,348
A,"[5, 7, 9, 10]",0.2284,0.01921,-0.314887,348
A,"[5, 7, 9, 11]",0.192,0.015152,-0.339969,376
A,"[5, 7, 9, 12]",0.1523,0.010646,-0.330331,376
A,"[5, 7, 10, 11]",0.2577,0.022825,-0.345575,348
A,"[5, 7, 10, 12]",0.2126,0.017456,-0.336969,376
A,"[5, 7, 11, 12]",0.1866,0.01459,-0.357552,348
A,"[5, 8, 9, 10]",0.2528,0.02224,-0.318138,320
A,"[5, 8, 9, 11]",0.2175,0.018225,-0.343081,348
A,"[5, 8, 9, 12]",0.1789,0.01369,-0.333532,348
A,"[5, 8, 10, 11]",0.2756,0.025234,-0.349881,348
A,"[5, 8, 10, 12]",0.2316,0.019847,-0.341313,376
A,"[5, 8, 11, 12]",0.2069,0.017076,-0.361788,348
A,"[5, 9, 10, 11]",0.2256,0.019118,-0.343875,320
A,"[5, 9, 10, 12]",0.1804,0.013841,-0.334384,348
A,"[5, 9, 11, 12]",0.1514,0.010636,-0.357048,348
A,"[5, 10, 11, 12]",0.2188,0.018374,-0.362493,320
A,"[6, 7, 8, 9]",0.2801,0.024949,-0.317542,294
A,"[6, 7, 8, 10]",0.3304,0.031101,-0.325428,322
A,"[6, 7, 8, 11]",0.2981,0.027451,-0.348065,322
A,"[6, 7, 8, 12]",0.2603,0.022792,-0.339492,322
A,"[6, 7, 9, 10]",0.2686,0.023637,-0.319821,322
A,"[6, 7, 9, 11]",0.2318,0.019551,-0.344732,350
A,"[6, 7, 9, 12]",0.1927,0.015005,-0.335171,350
A,"[6, 7, 10, 11]",0.2971,0.027267,-0.35029,322
A,"[6, 7, 10, 12]",0.2525,0.021864,-0.341724,350
A,"[6, 7, 11, 12]",0.2263,0.018978,-0.36217,322
A,"[6, 8, 9, 10]",0.2833,0.025664,-0.323936,322
A,"[6, 8, 9, 11]",0.2478,0.021639,-0.348694,350
A,"[6, 8, 9, 12]",0.2098,0.017096,-0.339181,350
A,"[6, 8, 10, 11]",0.3056,0.028675,-0.355418,350
A,"[6, 8, 10, 12]",0.2619,0.023261,-0.346939,378
A,"[6, 8, 11, 12]",0.2371,0.020481,-0.367216,350
A,"[6, 9, 10, 11]",0.2536,0.022263,-0.349469,322
A,"[6, 9, 10, 12]",0.2089,0.016979,-0.340007,350
A,"[6, 9, 11, 12]",0.1798,0.013762,-0.362526,350
A,"[6, 10, 11, 12]",0.2468,0.021523,-0.367913,322
A,"[7, 8, 9, 10]",0.2749,0.024365,-0.287172,295
A,"[7, 8, 9, 11]",0.239,0.020371,-0.313253,323
A,"[7, 8, 9, 12]",0.2001,0.015834,-0.303232,323
A,"[7, 8, 10, 11]",0.2974,0.027338,-0.320348,323
A,"[7, 8, 10, 12]",0.2528,0.021928,-0.311415,351
A,"[7, 8, 11, 12]",0.2276,0.019153,-0.332785,323
A,"[7, 9, 10, 11]",0.2353,0.019935,-0.315638,323
A,"[7, 9, 10, 12]",0.1894,0.014655,-0.30571,351
A,"[7, 9, 11, 12]",0.1598,0.011445,-0.329381,351
A,"[7, 10, 11, 12]",0.228,0.019155,-0.335065,323
A,"[8, 9, 10, 11]",0.2581,0.022807,-0.318868,295
A,"[8, 9, 10, 12]",0.2145,0.017619,-0.308977,323
A,"[8, 9, 11, 12]",0.1858,0.01445,-0.332536,323
A,"[8, 10, 11, 12]",0.2462,0.021498,-0.339459,323
A,"[9, 10, 11, 12]",0.1936,0.015298,-0.333325,295
B,"[1, 2, 3, 4]",0.3408,0.047817,-0.437775,29
B,"[1, 2, 3, 5]",0.3153,0.042813,-0.437705,57
B,"[1, 2, 3, 6]",0.3681,0.052804,-0.405389,58
B,"[1, 2, 3, 7]",0.3504,0.048092,-0.407906,59
B,"[1, 2, 3, 8]",0.3678,0.052581,-0.357431,59
B,"[1, 2, 3, 9]",0.2966,0.038688,-0.437717,58
B,"[1, 2, 3, 10]",0.3452,0.048642,-0.437735,57
B,"[1, 2, 3, 11]",0.3121,0.042164,-0.437789,57
B,"[1, 2, 3, 12]",0.3054,0.040601,-0.437786,29
B,"[1, 2, 4, 5]",0.2877,0.037583,-0.437732,57
B,"[1, 2, 4, 6]",0.3334,0.046355,-0.421686,86
B,"[1, 2, 4, 7]",0.3145,0.041682,-0.407865,87
B,"[1, 2, 4, 8]",0.333,0.046149,-0.368648,87
B,"[1, 2, 4, 9]",0.2628,0.032333,-0.437763,86
B,"[1, 2, 4, 10]",0.3113,0.042228,-0.43777,85
B,"[1, 2, 4, 11]",0.2788,0.035793,-0.437749,85
B,"[1, 2, 4, 12]",0.2715,0.034167,-0.437799,57
B,"[1, 2, 5, 6]",0.317,0.043179,-0.449472,58
B,"[1, 2, 5, 7]",0.2934,0.037708,-0.414408,87
B,"[1, 2, 5, 8]",0.3125,0.042157,-0.401587,87
B,"[1, 2, 5, 9]",0.2425,0.028388,-0.437728,86
B,"[1, 2, 5, 10]",0.2911,0.038241,-0.445171,85
B,"[1, 2, 5, 11]",0.2588,0.031836,-0.465155,85
B,"[1, 2, 5, 12]",0.2514,0.030226,-0.437707,57
B,"[1, 2, 6, 7]",0.3564,0.049152,-0.419384,58
B,"[1, 2, 6, 8]",0.3655,0.052143,-0.415549,88
B,"[1, 2, 6, 9]",0.2943,0.038252,-0.410995,87
B,"[1, 2, 6, 10]",0.3429,0.048203,-0.425649,86
B,"[1, 2, 6, 11]",0.3098,0.041727,-0.454952,86
B,"[1, 2, 6, 12]",0.3029,0.040101,-0.438953,58
B,"[1, 2, 7, 8]",0.3567,0.049103,-0.365455,59
B,"[1, 2, 7, 9]",0.2737,0.033605,-0.407875,88
B,"[1, 2, 7, 10]",0.3244,0.043519,-0.424119,87
B,"[1, 2, 7, 11]",0.2901,0.037071,-0.444905,87
B,"[1, 2, 7, 12]",0.2827,0.035447,-0.407883,59
B,"[1, 2, 8, 9]",0.2994,0.039144,-0.358393,58
B,"[1, 2, 8, 10]",0.3426,0.047993,-0.372964,87
B,"[1, 2, 8, 11]",0.3093,0.041528,-0.404972,87
B,"[1, 2, 8, 12]",0.3023,0.03989,-0.387467,59
B,"[1, 2, 9, 10]",0.2764,0.034988,-0.437756,58
B,"[1, 2, 9, 11]",0.2394,0.027766,-0.437757,86
B,"[1, 2, 9, 12]",0.2316,0.026155,-0.437779,58
B,"[1, 2, 10, 11]",0.2938,0.038772,-0.46822,57
B,"[1, 2, 10, 12]",0.2809,0.035996,-0.43779,57
B,"[1, 2, 11, 12]",0.2534,0.030625,-0.437776,29
B,"[1, 3, 4, 5]",0.3724,0.054457,-0.437705,57
B,"[1, 3, 4, 6]",0.4204,0.063431,-0.385145,86
B,"[1, 3, 4, 7]",0.4047,0.058677,-0.407888,87
B,"[1, 3, 4, 8]",0.4204,0.063214,-0.355417,87
B,"[1, 3, 4, 9]",0.3493,0.049179,-0.437755,86
B,"[1, 3, 4, 10]",0.397,0.059234,-0.437748,85
B,"[1, 3, 4, 11]",0.3639,0.052693,-0.43775,85
B,"[1, 3, 4, 12]",0.358,0.051137,-0.437738,57
B,"[1, 3, 5, 6]",0.3968,0.058861,-0.427827,86
B,"[1, 3, 5, 7]",0.376,0.053299,-0.407918,115
B,"[1, 3, 5, 8]",0.3927,0.057822,-0.381322,115
B,"[1, 3, 5, 9]",0.3219,0.043848,-0.437788,114
B,"[1, 3, 5, 10]",0.3699,0.053862,-0.442365,113
B,"[1, 3, 5, 11]",0.3369,0.047343,-0.437799,113
B,"[1, 3, 5, 12]",0.3308,0.045809,-0.437704,85
B,"[1, 3, 6, 7]",0.4415,0.06493,-0.394456,86
B,"[1, 3, 6, 8]",0.4477,0.067971,-0.39854,116
B,"[1, 3, 6, 9]",0.3754,0.053859,-0.387959,115
B,"[1, 3, 6, 10]",0.4234,0.063964,-0.398026,114
B,"[1, 3, 6, 11]",0.3896,0.057392,-0.428754,114
B,"[1, 3, 6, 12]",0.384,0.055824,-0.411226,86
B,"[1, 3, 7, 8]",0.4422,0.064882,-0.348063,87
B,"[1, 3, 7, 9]",0.358,0.049149,-0.407905,116
B,"[1, 3, 7, 10]",0.4078,0.059207,-0.429153,115
B,"[1, 3, 7, 11]",0.3728,0.05267,-0.42293,115
B,"[1, 3, 7, 12]",0.3669,0.051106,-0.407904,87
B,"[1, 3, 8, 9]",0.3812,0.054763,-0.36804,86
B,"[1, 3, 8, 10]",0.4235,0.063753,-0.395087,115
B,"[1, 3, 8, 11]",0.3895,0.057185,-0.388514,115
B,"[1, 3, 8, 12]",0.3839,0.055616,-0.361291,87
B,"[1, 3, 9, 10]",0.3563,0.050555,-0.440407,86
B,"[1, 3, 9, 11]",0.3188,0.043226,-0.437732,114
B,"[1, 3, 9, 12]",0.3123,0.041676,-0.437718,86
B,"[1, 3, 10, 11]",0.3725,0.054386,-0.455826,85
B,"[1, 3, 10, 12]",0.3608,0.05166,-0.437785,85
B,"[1, 3, 11, 12]",0.3325,0.046186,-0.437742,57
B,"[1, 4, 5, 6]",0.3704,0.054103,-0.439987,58
B,"[1, 4, 5, 7]",0.3516,0.049093,-0.407887,87
B,"[1, 4, 5, 8]",0.3689,0.053583,-0.393324,87
B,"[1, 4, 5, 9]",0.2992,0.039679,-0.43773,86
B,"[1, 4, 5, 10]",0.3469,0.049647,-0.437719,85
B,"[1, 4, 5, 11]",0.3144,0.043153,-0.437775,85
B,"[1, 4, 5, 12]",0.308,0.041608,-0.437799,57
B,"[1, 4, 6, 7]",0.4093,0.059476,-0.407605,86
B,"[1, 4, 6, 8]",0.4167,0.062494,-0.411599,116
B,"[1, 4, 6, 9]",0.3456,0.048457,-0.401272,115
B,"[1, 4, 6, 10]",0.3934,0.058516,-0.411075,114
B,"[1, 4, 6, 11]",0.3602,0.051979,-0.44114,114
B,"[1, 4, 6, 12]",0.3543,0.050419,-0.423976,86
B,"[1, 4, 7, 8]",0.4098,0.05943,-0.356703,87
B,"[1, 4, 7, 9]",0.327,0.043769,-0.407901,116
B,"[1, 4, 7, 10]",0.3767,0.053783,-0.407924,115
B,"[1, 4, 7, 11]",0.3424,0.047277,-0.407868,115
B,"[1, 4, 7, 12]",0.3361,0.045721,-0.407892,87
B,"[1, 4, 8, 9]",0.3511,0.049362,-0.360641,86
B,"[1, 4, 8, 10]",0.3933,0.058302,-0.374441,115
B,"[1, 4, 8, 11]",0.3599,0.051767,-0.393766,115
B,"[1, 4, 8, 12]",0.354,0.050205,-0.375172,87
B,"[1, 4, 9, 10]",0.3271,0.045166,-0.437799,86
B,"[1, 4, 9, 11]",0.2902,0.037873,-0.437708,114
B,"[1, 4, 9, 12]",0.2835,0.036338,-0.437692,86
B,"[1, 4, 10, 11]",0.3437,0.048994,-0.437789,85
B,"[1, 4, 10, 12]",0.3319,0.046275,-0.437749,85
B,"[1, 4, 11, 12]",0.304,0.040815,-0.437775,57
B,"[1, 5, 6, 7]",0.3908,0.056123,-0.446995,58
B,"[1, 5, 6, 8]",0.3998,0.059265,-0.449843,88
B,"[1, 5, 6, 9]",0.329,0.045277,-0.44016,87
B,"[1, 5, 6, 10]",0.3768,0.055291,-0.449381,86
B,"[1, 5, 6, 11]",0.3439,0.048781,-0.477454,86
B,"[1, 5, 6, 12]",0.3377,0.047222,-0.461435,58
B,"[1, 5, 7, 8]",0.388,0.05538,-0.400458,87
B,"[1, 5, 7, 9]",0.3056,0.039788,-0.407874,116
B,"[1, 5, 7, 10]",0.3554,0.049754,-0.41644,115
B,"[1, 5, 7, 11]",0.3213,0.043274,-0.432319,115
B,"[1, 5, 7, 12]",0.3148,0.041728,-0.414911,87
B,"[1, 5, 8, 9]",0.3302,0.045352,-0.39232,86
B,"[1, 5, 8, 10]",0.3726,0.054256,-0.404613,115
B,"[1, 5, 8, 11]",0.3395,0.047749,-0.435005,115
B,"[1, 5, 8, 12]",0.3333,0.046196,-0.417651,87
B,"[1, 5, 9, 10]",0.3068,0.041183,-0.43778,86
B,"[1, 5, 9, 11]",0.2701,0.033917,-0.437717,114
B,"[1, 5, 9, 12]",0.263,0.032368,-0.437801,86
B,"[1, 5, 10, 11]",0.3237,0.044986,-0.443662,85
B,"[1, 5, 10, 12]",0.3116,0.042285,-0.437726,85
B,"[1, 5, 11, 12]",0.284,0.036849,-0.444209,57
B,"[1, 6, 7, 8]",0.4575,0.067574,-0.416444,58
B,"[1, 6, 7, 9]",0.3697,0.051269,-0.407502,87
B,"[1, 6, 7, 10]",0.4194,0.061342,-0.417239,86
B,"[1, 6, 7, 11]",0.3843,0.05479,-0.446976,86
B,"[1, 6, 7, 12]",0.3785,0.053219,-0.430032,58
B,"[1, 6, 8, 9]",0.3843,0.055381,-0.409231,87
B,"[1, 6, 8, 10]",0.4265,0.064373,-0.421173,116
B,"[1, 6, 8, 11]",0.3925,0.057795,-0.450737,116
B,"[1, 6, 8, 12]",0.3869,0.056221,-0.433874,88
B,"[1, 6, 9, 10]",0.3593,0.051166,-0.408748,87
B,"[1, 6, 9, 11]",0.3217,0.043827,-0.441049,115
B,"[1, 6, 9, 12]",0.3153,0.042276,-0.423916,87
B,"[1, 6, 10, 11]",0.3755,0.055002,-0.448715,86
B,"[1, 6, 10, 12]",0.3638,0.05227,-0.433373,86
B,"[1, 6, 11, 12]",0.3355,0.046788,-0.459668,58
B,"[1, 7, 8, 9]",0.3766,0.05239,-0.353584,58
B,"[1, 7, 8, 10]",0.42,0.061295,-0.367192,87
B,"[1, 7, 8, 11]",0.3847,0.054741,-0.399496,87
B,"[1, 7, 8, 12]",0.3789,0.053176,-0.381063,59
B,"[1, 7, 9, 10]",0.3413,0.046461,-0.414376,88
B,"[1, 7, 9, 11]",0.3023,0.039162,-0.411235,116
B,"[1, 7, 9, 12]",0.2955,0.037618,-0.407914,88
B,"[1, 7, 10, 11]",0.3582,0.050295,-0.43043,87
B,"[1, 7, 10, 12]",0.346,0.047562,-0.407923,87
B,"[1, 7, 11, 12]",0.3167,0.042109,-0.411084,59
B,"[1, 8, 9, 10]",0.3646,0.051994,-0.380334,58
B,"[1, 8, 9, 11]",0.327,0.044726,-0.391325,86
B,"[1, 8, 9, 12]",0.3207,0.043174,-0.372653,58
B,"[1, 8, 10, 11]",0.3753,0.054793,-0.402001,87
B,"[1, 8, 10, 12]",0.3636,0.05206,-0.385324,87
B,"[1, 8, 11, 12]",0.3351,0.046583,-0.413845,59
B,"[1, 9, 10, 11]",0.3094,0.041707,-0.441612,58
B,"[1, 9, 10, 12]",0.2971,0.039006,-0.437746,58
B,"[1, 9, 11, 12]",0.265,0.032754,-0.437757,58
B,"[1, 10, 11, 12]",0.3186,0.043717,-0.437729,29
B,"[2, 3, 4, 5]",0.2407,0.028198,-0.462945,29
B,"[2, 3, 4, 6]",0.2859,0.036939,-0.408117,58
B,"[2, 3, 4, 7]",0.2653,0.032315,-0.434479,59
B,"[2, 3, 4, 8]",0.2853,0.036738,-0.415982,59
B,"[2, 3, 4, 9]",0.2154,0.023042,-0.46768,58
B,"[2, 3, 4, 10]",0.2643,0.032844,-0.478983,57
B,"[2, 3, 4, 11]",0.2322,0.026479,-0.471321,57
B,"[2, 3, 4, 12]",0.2204,0.024068,-0.450608,57
B,"[2, 3, 5, 6]",0.2622,0.032316,-0.451141,58
B,"[2, 3, 5, 7]",0.2366,0.026896,-0.459901,87
B,"[2, 3, 5, 8]",0.2574,0.031298,-0.417232,87
B,"[2, 3, 5, 9]",0.1879,0.017685,-0.46764,86
B,"[2, 3, 5, 10]",0.237,0.027429,-0.488357,85
B,"[2, 3, 5, 11]",0.2051,0.021097,-0.506743,85
B,"[2, 3, 5, 12]",0.193,0.018698,-0.450667,85
B,"[2, 3, 6, 7]",0.2983,0.038233,-0.425414,58
B,"[2, 3, 6, 8]",0.3094,0.04119,-0.405669,88
B,"[2, 3, 6, 9]",0.2385,0.02744,-0.408575,87
B,"[2, 3, 6, 10]",0.2879,0.037294,-0.464396,86
B,"[2, 3, 6, 11]",0.255,0.030882,-0.483717,86
B,"[2, 3, 6, 12]",0.2434,0.02846,-0.430622,86
B,"[2, 3, 7, 8]",0.2984,0.038188,-0.397533,59
B,"[2, 3, 7, 9]",0.2159,0.022841,-0.451113,88
B,"[2, 3, 7, 10]",0.2672,0.032649,-0.472457,87
B,"[2, 3, 7, 11]",0.2333,0.026272,-0.488091,87
B,"[2, 3, 7, 12]",0.2211,0.023867,-0.421458,87
B,"[2, 3, 8, 9]",0.2434,0.028324,-0.420834,58
B,"[2, 3, 8, 10]",0.2872,0.037079,-0.441012,87
B,"[2, 3, 8, 11]",0.2543,0.030683,-0.442518,87
B,"[2, 3, 8, 12]",0.2426,0.028263,-0.402577,87
B,"[2, 3, 9, 10]",0.2215,0.024222,-0.482877,58
B,"[2, 3, 9, 11]",0.1847,0.017068,-0.480118,86
B,"[2, 3, 9, 12]",0.1722,0.01468,-0.455406,86
B,"[2, 3, 10, 11]",0.2398,0.02797,-0.509496,57
B,"[2, 3, 10, 12]",0.2221,0.024402,-0.466962,85
B,"[2, 3, 11, 12]",0.1958,0.019248,-0.463412,57
B,"[2, 4, 5, 6]",0.232,0.026475,-0.454366,58
B,"[2, 4, 5, 7]",0.2082,0.021597,-0.456986,87
B,"[2, 4, 5, 8]",0.2297,0.025979,-0.416022,87
B,"[2, 4, 5, 9]",0.1611,0.012431,-0.467646,86
B,"[2, 4, 5, 10]",0.2101,0.022141,-0.485491,85
B,"[2, 4, 5, 11]",0.1786,0.015827,-0.504077,85
B,"[2, 4, 5, 12]",0.1663,0.013444,-0.450592,85
B,"[2, 4, 6, 7]",0.2623,0.031707,-0.427606,86
B,"[2, 4, 6, 8]",0.2746,0.034651,-0.421502,116
B,"[2, 4, 6, 9]",0.2047,0.020982,-0.413185,115
B,"[2, 4, 6, 10]",0.2539,0.030772,-0.466442,114
B,"[2, 4, 6, 11]",0.2217,0.024409,-0.485697,114
B,"[2, 4, 6, 12]",0.2098,0.022006,-0.445783,114
B,"[2, 4, 7, 8]",0.2623,0.031666,-0.382138,87
B,"[2, 4, 7, 9]",0.181,0.016415,-0.439362,116
B,"[2, 4, 7, 10]",0.2323,0.026172,-0.470874,115
B,"[2, 4, 7, 11]",0.1989,0.01983,-0.489992,115
B,"[2, 4, 7, 12]",0.1864,0.017432,-0.421444,115
B,"[2, 4, 8, 9]",0.2093,0.021863,-0.420821,86
B,"[2, 4, 8, 10]",0.2531,0.030573,-0.43333,115
B,"[2, 4, 8, 11]",0.2207,0.024207,-0.444664,115
B,"[2, 4, 8, 12]",0.2087,0.021798,-0.402592,115
B,"[2, 4, 9, 10]",0.1883,0.017786,-0.482821,86
B,"[2, 4, 9, 11]",0.1522,0.010684,-0.47584,114
B,"[2, 4, 9, 12]",0.1394,0.008307,-0.455393,114
B,"[2, 4, 10, 11]",0.2069,0.021501,-0.511386,85
B,"[2, 4, 10, 12]",0.1892,0.017978,-0.466906,113
B,"[2, 4, 11, 12]",0.1633,0.012843,-0.465437,85
B,"[2, 5, 6, 7]",0.2447,0.028442,-0.476264,58
B,"[2, 5, 6, 8]",0.2584,0.031508,-0.450014,88
B,"[2, 5, 6, 9]",0.1888,0.017883,-0.458059,87
B,"[2, 5, 6, 10]",0.238,0.027638,-0.510592,86
B,"[2, 5, 6, 11]",0.206,0.021296,-0.528255,86
B,"[2, 5, 6, 12]",0.1939,0.0189,-0.472424,86
B,"[2, 5, 7, 8]",0.2412,0.027726,-0.437615,87
B,"[2, 5, 7, 9]",0.1603,0.012528,-0.466766,116
B,"[2, 5, 7, 10]",0.2116,0.022249,-0.518413,115
B,"[2, 5, 7, 11]",0.1786,0.015935,-0.535819,115
B,"[2, 5, 7, 12]",0.1658,0.013547,-0.471578,115
B,"[2, 5, 8, 9]",0.1891,0.017957,-0.42087,86
B,"[2, 5, 8, 10]",0.233,0.026623,-0.475681,115
B,"[2, 5, 8, 11]",0.2009,0.020301,-0.494507,115
B,"[2, 5, 8, 12]",0.1887,0.0179,-0.426489,115
B,"[2, 5, 9, 10]",0.1686,0.013898,-0.484032,86
B,"[2, 5, 9, 11]",0.1326,0.006823,-0.516287,114
B,"[2, 5, 9, 12]",0.1197,0.004463,-0.455409,114
B,"[2, 5, 10, 11]",0.1875,0.0176,-0.555283,85
B,"[2, 5, 10, 12]",0.1696,0.014087,-0.499323,113
B,"[2, 5, 11, 12]",0.1439,0.008978,-0.513434,85
B,"[2, 6, 7, 8]",0.3065,0.039596,-0.417126,58
B,"[2, 6, 7, 9]",0.2206,0.023712,-0.432666,87
B,"[2, 6, 7, 10]",0.2721,0.033531,-0.487645,86
B,"[2, 6, 7, 11]",0.238,0.027145,-0.506124,86
B,"[2, 6, 7, 12]",0.2258,0.024739,-0.443577,86
B,"[2, 6, 8, 9]",0.2401,0.02772,-0.411252,87
B,"[2, 6, 8, 10]",0.2841,0.036475,-0.451189,116
B,"[2, 6, 8, 11]",0.2511,0.030073,-0.47098,116
B,"[2, 6, 8, 12]",0.2394,0.027656,-0.439918,116
B,"[2, 6, 9, 10]",0.2183,0.023613,-0.459942,87
B,"[2, 6, 9, 11]",0.1815,0.016474,-0.493736,115
B,"[2, 6, 9, 12]",0.169,0.014086,-0.431851,115
B,"[2, 6, 10, 11]",0.2366,0.027355,-0.534524,86
B,"[2, 6, 10, 12]",0.219,0.023809,-0.475928,114
B,"[2, 6, 11, 12]",0.1927,0.018651,-0.490752,86
B,"[2, 7, 8, 9]",0.2267,0.024806,-0.387145,58
B,"[2, 7, 8, 10]",0.2721,0.033484,-0.446989,87
B,"[2, 7, 8, 11]",0.2379,0.027111,-0.466908,87
B,"[2, 7, 8, 12]",0.2256,0.024688,-0.393177,87
B,"[2, 7, 9, 10]",0.1951,0.019032,-0.464487,88
B,"[2, 7, 9, 11]",0.1571,0.011927,-0.497987,116
B,"[2, 7, 9, 12]",0.1438,0.009551,-0.426475,116
B,"[2, 7, 10, 11]",0.2143,0.02276,-0.538478,87
B,"[2, 7, 10, 12]",0.1959,0.019217,-0.480408,115
B,"[2, 7, 11, 12]",0.1687,0.014096,-0.495018,87
B,"[2, 8, 9, 10]",0.2226,0.024428,-0.438705,58
B,"[2, 8, 9, 11]",0.1859,0.017338,-0.44877,86
B,"[2, 8, 9, 12]",0.1734,0.014959,-0.407486,86
B,"[2, 8, 10, 11]",0.2357,0.027152,-0.497398,87
B,"[2, 8, 10, 12]",0.2181,0.023605,-0.434165,115
B,"[2, 8, 11, 12]",0.1916,0.018451,-0.450114,87
B,"[2, 9, 10, 11]",0.1713,0.01442,-0.506193,58
B,"[2, 9, 10, 12]",0.1529,0.010902,-0.470927,86
B,"[2, 9, 11, 12]",0.1225,0.004996,-0.465755,86
B,"[2, 10, 11, 12]",0.1786,0.015867,-0.516212,57
B,"[3, 4, 5, 6]",0.3172,0.043413,-0.420533,30
B,"[3, 4, 5, 7]",0.2987,0.038872,-0.436712,59
B,"[3, 4, 5, 8]",0.3176,0.043331,-0.415985,59
B,"[3, 4, 5, 9]",0.2482,0.029556,-0.467609,58
B,"[3, 4, 5, 10]",0.2964,0.039413,-0.478983,57
B,"[3, 4, 5, 11]",0.2644,0.033013,-0.47127,57
B,"[3, 4, 5, 12]",0.253,0.030581,-0.450654,57
B,"[3, 4, 6, 7]",0.3556,0.049209,-0.385206,58
B,"[3, 4, 6, 8]",0.3649,0.052208,-0.389362,88
B,"[3, 4, 6, 9]",0.294,0.038306,-0.405676,87
B,"[3, 4, 6, 10]",0.3424,0.048263,-0.418281,86
B,"[3, 4, 6, 11]",0.3095,0.041787,-0.420041,86
B,"[3, 4, 6, 12]",0.2985,0.039341,-0.404178,86
B,"[3, 4, 7, 8]",0.356,0.049173,-0.384882,59
B,"[3, 4, 7, 9]",0.2735,0.033666,-0.439632,88
B,"[3, 4, 7, 10]",0.3239,0.043574,-0.461338,87
B,"[3, 4, 7, 11]",0.2898,0.037128,-0.45552,87
B,"[3, 4, 7, 12]",0.2783,0.034692,-0.421469,87
B,"[3, 4, 8, 9]",0.2992,0.039205,-0.420805,58
B,"[3, 4, 8, 10]",0.3421,0.048054,-0.433317,87
B,"[3, 4, 8, 11]",0.309,0.041577,-0.425049,87
B,"[3, 4, 8, 12]",0.298,0.039141,-0.402536,87
B,"[3, 4, 9, 10]",0.2763,0.035056,-0.482795,58
B,"[3, 4, 9, 11]",0.2395,0.027828,-0.475855,86
B,"[3, 4, 9, 12]",0.2277,0.025408,-0.455381,86
B,"[3, 4, 10, 11]",0.2936,0.038825,-0.486549,57
B,"[3, 4, 10, 12]",0.2768,0.035238,-0.466952,85
B,"[3, 4, 11, 12]",0.2503,0.030033,-0.458727,57
B,"[3, 5, 6, 7]",0.3305,0.044579,-0.428794,58
B,"[3, 5, 6, 8]",0.3414,0.047694,-0.431735,88
B,"[3, 5, 6, 9]",0.2709,0.033845,-0.421758,87
B,"[3, 5, 6, 10]",0.3195,0.043759,-0.431242,86
B,"[3, 5, 6, 11]",0.2868,0.037314,-0.460275,86
B,"[3, 5, 6, 12]",0.2756,0.034874,-0.445548,86
B,"[3, 5, 7, 8]",0.3273,0.043843,-0.409675,87
B,"[3, 5, 7, 9]",0.2454,0.028422,-0.462184,116
B,"[3, 5, 7, 10]",0.296,0.038282,-0.483039,115
B,"[3, 5, 7, 11]",0.2622,0.031868,-0.47739,115
B,"[3, 5, 7, 12]",0.2504,0.029452,-0.421445,115
B,"[3, 5, 8, 9]",0.2718,0.033921,-0.42773,86
B,"[3, 5, 8, 10]",0.315,0.042739,-0.452185,115
