date,open,high,low,close,volume,oi,settle
2026-03-13,8024,8097,7938,7951.2,55967,135250,0
2026-03-16,7963.8,7974.4,7814,7952.8,66103,144888,0
2026-03-17,7970,7988.8,7760.8,7770.8,78237,151508,0
2026-03-18,7815,7874,7740.2,7844.6,92768,168828,0
2026-03-19,7760,7786.6,7617.4,7681,126183,185709,0
2026-03-20,7750,7782,7557,7560,152013,199728,0
2026-03-23,7459.8,7518.6,7120.2,7190,197317,213893,0
2026-03-24,7286,7402,7153.8,7387.2,182407,208156,0
2026-03-25,7454.8,7589,7446.6,7477.4,139630,194128,0
2026-03-26,7463.8,7534,7363.6,7375.6,121731,197017,0
2026-03-27,7301,7562.4,7301,7523.8,142109,198341,0
2026-03-30,7445,7528,7323,7509.4,146546,199034,0
2026-03-31,7509,7550,7364,7379.4,146234,201094,0
2026-04-01,7530,7567.6,7456.6,7518.6,133854,196543,0
2026-04-02,7460,7510,7311.2,7371.6,133318,204065,0
2026-04-03,7411.2,7418,7280.2,7309.4,131935,200101,0
2026-04-07,7344.2,7437.8,7332.8,7376.6,113811,193891,0
2026-04-08,7560,7782,7560,7778,142337,202176,0
2026-04-09,7710,7757.6,7680.2,7709.4,102250,191098,0
2026-04-10,7775,7869.6,7761,7785.8,116023,197340,0
2026-04-13,7758,7829.8,7751,7795.6,96412,188693,0
2026-04-14,7872,7918,7821.8,7913,119386,198017,0
2026-04-15,7960,7982,7895.2,7904.6,106521,190136,0
2026-04-16,7941.6,8072.2,7923.6,8052.2,114952,201376,0
2026-04-17,8030.2,8165.8,8020,8132,116651,199118,0
2026-04-20,8130,8223.8,8102.6,8159.2,101568,197522,0
2026-04-21,8140,8185.8,8092,8170,98498,193709,0
2026-04-22,8141,8326.4,8141,8322.8,115334,202394,0
2026-04-23,8330,8337,8144.8,8219.2,150090,209404,0
2026-04-24,8208,8232,8115.6,8163,143941,209086,0
2026-04-27,8181.4,8239,8126.8,8199.2,104876,201381,0
2026-04-28,8170,8195,8056,8103.6,125973,208766,0
2026-04-29,8085.2,8271,8070,8246,122459,205283,0
2026-04-30,8255.4,8292,8211.8,8279.2,100591,201984,0
2026-05-06,8398,8553,8381,8461.6,125707,209410,0
2026-05-07,8499.8,8639.6,8491,8627.6,105701,203897,0
2026-05-08,8590,8670,8568.2,8642.2,104560,202338,0
2026-05-11,8720,8794.8,8655.8,8723,132269,213675,0
2026-05-12,8730,8739.2,8644.2,8701.8,118147,202384,0
2026-05-13,8673.6,8877.4,8666,8870.6,140651,222170,0
2026-05-14,8891.4,8908.8,8685.2,8689.8,183972,227104,0
2026-05-15,8710,8758.2,8505.6,8582.6,225763,244556,0
2026-05-18,8563,8697.8,8532.2,8632.6,163728,232393,0
2026-05-19,8610,8721.6,8511,8718.6,178213,239001,0
2026-05-20,8692.2,8717.2,8581,8705,170932,222868,0
2026-05-21,8765,8814.2,8426.2,8438.2,217179,233286,0
2026-05-22,8509.8,8651.2,8459,8589.8,189189,229122,0
2026-05-25,8670,8691.4,8570.4,8661.4,158385,214502,0
2026-05-26,8645,8645,8462.6,8596,181186,220892,0
2026-05-27,8613,8664.8,8388,8441.2,189151,212514,0
2026-05-28,8448,8571.6,8367,8524.4,189036,215868,0
2026-05-29,8574,8589.8,8291.6,8344.8,207672,215444,0
2026-06-01,8355,8450,8294.2,8305.8,185978,219745,0
2026-06-02,8343.8,8395,8190,8324.6,175916,210218,0
2026-06-03,8330.2,8493.4,8300.4,8368.4,172909,201325,0
2026-06-04,8320,8400,8306.4,8354.8,131965,191874,0
2026-06-05,8305,8444.6,8240,8291.8,181451,200773,0
2026-06-08,8117.8,8222,7962,8072.8,200287,201883,0
2026-06-09,8120,8261.6,8065,8233.4,160340,177843,0
2026-06-10,8190,8214.8,8053,8162.2,154308,177936,0
2026-06-11,8145,8194.4,8048,8126.4,149516,171821,0
2026-06-12,8250,8323.8,8165.2,8196.8,146950,158171,0
2026-06-15,8050,8245.6,8049.6,8244.6,85423,167732,0
2026-06-16,8234.4,8390.4,8215,8349,89065,177643,0
2026-06-17,8330,8446.8,8320,8445,91903,188057,0
2026-06-18,8430,8533.2,8416,8510,114746,204527,0
2026-06-22,8546,8558,8367,8524.2,158991,221871,0
2026-06-23,8501.8,8535,8339.2,8403,169243,221704,0
2026-06-24,8413.2,8520,8344.6,8472.4,144567,214962,0
2026-06-25,8498,8562,8430,8523.8,144932,216470,0
2026-06-26,8480,8490.2,8260.2,8319.2,174428,220480,0
2026-06-29,8335,8393,8145.2,8308.6,171721,220381,0
2026-06-30,8300,8518.8,8270,8504.2,146627,210892,0
2026-07-01,8500,8629,8480,8517.6,168136,219809,0
2026-07-02,8475.4,8556,8344,8370.2,178178,215598,0
2026-07-03,8401,8475,8337.8,8373,152704,212690,0
2026-07-06,8403,8419.8,8213,8265,151626,215188,0
2026-07-07,8235,8274.2,8068.8,8115.2,150751,220115,0
2026-07-08,8140.2,8149.8,7965,7974,167678,232092,0
2026-07-09,8034.8,8140.2,7868.2,8127.4,195417,239360,0
2026-07-10,8140.2,8244.8,8016,8019.4,171301,231960,0
2026-07-13,7995,8029.8,7651,7684.4,200999,247724,0
2026-07-14,7720,7810.6,7580,7788,217776,250166,0
2026-07-15,7838,7846,7661.4,7723.2,174869,243227,0
2026-07-16,7648.6,7750.2,7511,7552.6,192392,256306,0
2026-07-17,7520,7534.6,7018.8,7065.2,282694,273252,0
2026-07-20,7165.2,7237,6652.2,6849.8,313762,274654,0
2026-07-21,6920,7175.8,6641.8,7164.4,294238,269678,0
2026-07-22,7148,7194.6,6985.8,7028.8,231584,255044,0
2026-07-23,7061,7159.6,7000.6,7071.6,186983,250139,0
2026-07-24,7000,7054.8,6866,6880.2,207512,253150,0
2026-07-27,6880.4,7155,6880.4,7148.8,218451,256192,0
2026-07-28,7020,7075.6,6888.8,6943.2,201223,245782,0
2026-07-29,6966,7081,6825,7047.2,264111,270906,0
2026-07-30,7033.4,7088,6757.6,6845.2,260301,262964,0
2026-07-31,7110,7205,6986,6987.8,234697,260164,0
2026-08-03,7000,7064.2,6976,7023.4,144370,248782,0
2026-08-04,7073.2,7269.8,7057.8,7211.4,174207,255909,0
2026-08-05,7206.4,7466,7201.6,7433.8,182820,252228,0
2026-08-06,7377,7477,7352,7451.8,171996,246184,0
2026-08-07,7450,7594.2,7369,7590.6,177728,241397,0
2026-08-10,7628.8,7631.2,7525,7607.2,142720,236892,0
2026-08-11,7588,7692,7547.2,7613.2,154999,241465,0
2026-08-12,7633.2,7712.8,7600,7677.4,129080,231319,0
2026-08-13,7723,7776,7627,7634.2,151812,238326,0
2026-08-14,7670,7695,7597.6,7650.2,146100,231307,0
2026-08-17,7675,7875,7631.4,7875,153569,233965,0
2026-08-18,7861,7882.8,7725,7807,162697,232234,0
2026-08-19,7711,7734.6,7430,7468.8,208054,253524,0
2026-08-20,7550,7582.2,7482.8,7516.2,168401,246313,0
2026-08-21,7500,7575,7410,7527,170783,254020,0
2026-08-24,7534.8,7549,7308.8,7425.8,174420,254533,0
2026-08-25,7380,7509.6,7300.2,7466.4,181414,255263,0
2026-08-26,7466,7558,7395,7491.8,170411,244111,0
2026-08-27,7511,7696,7472,7686.6,168494,245325,0
2026-08-28,7680,7753.8,7652,7666.6,134286,230428,0
2026-08-31,7582,7735,7552.8,7713.6,153561,235454,0
2026-09-01,7713.4,7721,7598.4,7645,153015,223987,0
2026-09-02,7570,7575,7466.2,7540.4,158300,224278,0
2026-09-03,7595,7618.6,7476,7559.4,163322,222689,0
2026-09-04,7626.6,7689.4,7432,7468.2,167832,220708,0
2026-09-07,7527.2,7662.2,7512.6,7604,155029,209614,0
2026-09-08,7625.8,7714.6,7592.4,7633.4,147039,202762,0
2026-09-09,7671.8,7705,7575,7618.6,128222,186009,0
2026-09-10,7575,7627.8,7534,7574,120784,180503,0
2026-09-11,7480,7488.8,7259.4,7415.2,183502,192845,0
2026-09-14,7312,7483,7283.4,7470,139480,155680,0
2026-09-15,7229.6,7286,7178.4,7210.8,79189,191858,0
2026-09-16,7221.2,7399,7175,7378.4,107108,208531,0
2026-09-17,7363.2,7449.6,7306.2,7352,116908,227569,0
2026-09-18,7425,7526.2,7403.8,7505.8,139254,241345,0
2026-09-21,7549,7599,7527,7560.6,104625,239125,0
2026-09-22,7638.2,7687,7563,7580.2,121083,245547,0
2026-09-23,7600,7614.8,7572.6,7578,82939,236196,0
