day,open,high,low,close,volume,amount
2026-09-08 11:10:00,2.238,2.238,2.237,2.238,16400,36698.1001
2026-09-08 11:11:00,2.238,2.238,2.237,2.238,1032200,2309996.9995
2026-09-08 11:12:00,2.239,2.239,2.238,2.239,336100,752256.6038
2026-09-08 11:13:00,2.238,2.239,2.238,2.239,12200,27308.5994
2026-09-08 11:14:00,2.239,2.239,2.238,2.239,127100,284477.7892
2026-09-08 11:15:00,2.239,2.239,2.238,2.238,136400,305325.0014
2026-09-08 11:16:00,2.239,2.239,2.238,2.239,713500,1597237.2024
2026-09-08 11:17:00,2.238,2.239,2.238,2.239,101200,226527.5012
2026-09-08 11:18:00,2.239,2.239,2.237,2.237,910500,2037688.499
2026-09-08 11:19:00,2.238,2.238,2.237,2.237,69800,156207.8925
2026-09-08 11:20:00,2.238,2.239,2.237,2.238,723400,1618946.2468
2026-09-08 11:21:00,2.239,2.239,2.238,2.239,542200,1213494.4857
2026-09-08 11:22:00,2.239,2.239,2.238,2.239,42500,95155.9051
2026-09-08 11:23:00,2.239,2.239,2.237,2.238,386100,864103.1591
2026-09-08 11:24:00,2.238,2.238,2.237,2.238,369900,827807.3954
2026-09-08 11:25:00,2.238,2.238,2.237,2.238,147900,330999.8811
2026-09-08 11:26:00,2.238,2.238,2.237,2.238,37500,83915.8994
2026-09-08 11:27:00,2.238,2.238,2.237,2.238,285300,638390.5957
2026-09-08 11:28:00,2.238,2.239,2.238,2.239,231400,517953.5938
2026-09-08 11:29:00,2.239,2.239,2.238,2.239,42100,94230.0981
2026-09-08 11:30:00,2.239,2.239,2.238,2.239,33400,74757.9967
2026-09-08 13:01:00,2.239,2.24,2.237,2.24,2758200,6175567.6142
2026-09-08 13:02:00,2.24,2.24,2.239,2.24,161100,360853.4012
2026-09-08 13:03:00,2.24,2.24,2.239,2.239,404300,905391.9144
2026-09-08 13:04:00,2.24,2.241,2.239,2.24,1174900,2631776.0
2026-09-08 13:05:00,2.241,2.241,2.24,2.241,649900,1456387.3853
2026-09-08 13:06:00,2.241,2.241,2.24,2.241,196500,440346.5868
2026-09-08 13:07:00,2.24,2.241,2.24,2.24,311600,698130.097
2026-09-08 13:08:00,2.24,2.24,2.239,2.239,75200,168398.8036
2026-09-08 13:09:00,2.239,2.24,2.239,2.239,156300,349972.7204
2026-09-08 13:10:00,2.239,2.239,2.238,2.239,626200,1402019.5491
2026-09-08 13:11:00,2.239,2.239,2.237,2.237,651500,1458049.6558
2026-09-08 13:12:00,2.238,2.239,2.238,2.238,168100,376213.8824
2026-09-08 13:13:00,2.239,2.239,2.238,2.239,525600,1176712.3438
2026-09-08 13:14:00,2.239,2.239,2.238,2.238,59100,132274.4982
2026-09-08 13:15:00,2.239,2.239,2.238,2.238,60100,134560.0042
2026-09-08 13:16:00,2.239,2.239,2.238,2.239,30300,67824.5999
2026-09-08 13:17:00,2.239,2.239,2.238,2.239,763000,1707941.7696
2026-09-08 13:18:00,2.239,2.24,2.239,2.24,674900,1511103.746
2026-09-08 13:19:00,2.24,2.24,2.239,2.24,188400,421860.3072
2026-09-08 13:20:00,2.24,2.24,2.239,2.239,7200,16122.2005
2026-09-08 13:21:00,2.239,2.24,2.238,2.24,508600,1138802.8536
2026-09-08 13:22:00,2.24,2.24,2.239,2.239,178000,398573.3014
2026-09-08 13:23:00,2.24,2.24,2.239,2.239,270700,606107.9193
2026-09-08 13:24:00,2.239,2.24,2.238,2.238,193900,434125.0126
2026-09-08 13:25:00,2.239,2.239,2.238,2.239,20700,46338.8996
2026-09-08 13:26:00,2.239,2.239,2.238,2.238,18800,42075.7993
2026-09-08 13:27:00,2.239,2.239,2.238,2.239,298600,668382.4003
2026-09-08 13:28:00,2.239,2.239,2.238,2.238,117500,263077.9103
2026-09-08 13:29:00,2.239,2.239,2.238,2.239,9600,21485.5988
2026-09-08 13:30:00,2.239,2.239,2.238,2.239,40100,89778.9028
2026-09-08 13:31:00,2.239,2.239,2.238,2.239,76500,171228.0983
2026-09-08 13:32:00,2.239,2.239,2.238,2.239,20500,45883.7977
2026-09-08 13:33:00,2.238,2.239,2.238,2.238,334500,748619.3694
2026-09-08 13:34:00,2.238,2.239,2.238,2.238,128000,286498.9932
2026-09-08 13:35:00,2.238,2.238,2.237,2.237,1223900,2739001.4044
2026-09-08 13:36:00,2.238,2.239,2.237,2.238,108400,242601.5938
2026-09-08 13:37:00,2.239,2.239,2.238,2.239,107600,240821.4924
2026-09-08 13:38:00,2.238,2.239,2.238,2.239,421900,944243.4794
2026-09-08 13:39:00,2.239,2.239,2.238,2.239,83200,186232.4966
2026-09-08 13:40:00,2.239,2.239,2.238,2.239,90900,203511.5086
2026-09-08 13:41:00,2.238,2.239,2.238,2.239,75900,169878.3972
2026-09-08 13:42:00,2.238,2.239,2.238,2.238,115900,259387.8917
2026-09-08 13:43:00,2.238,2.239,2.238,2.239,55300,123770.0001
2026-09-08 13:44:00,2.238,2.239,2.237,2.238,264900,592865.4842
2026-09-08 13:45:00,2.237,2.238,2.237,2.237,467600,1046030.7964
2026-09-08 13:46:00,2.238,2.238,2.237,2.237,40600,90823.0004
2026-09-08 13:47:00,2.238,2.238,2.237,2.237,344600,770907.9972
2026-09-08 13:48:00,2.237,2.238,2.237,2.237,103400,231344.7996
2026-09-08 13:49:00,2.237,2.238,2.237,2.238,76700,171635.8913
2026-09-08 13:50:00,2.238,2.238,2.237,2.237,43700,97764.0977
2026-09-08 13:51:00,2.238,2.238,2.237,2.238,130800,292624.0983
2026-09-08 13:52:00,2.238,2.238,2.237,2.237,47100,105387.4963
2026-09-08 13:53:00,2.237,2.238,2.236,2.237,838200,1875046.7001
2026-09-08 13:54:00,2.237,2.237,2.236,2.237,230000,514282.8132
2026-09-08 13:55:00,2.237,2.237,2.236,2.236,171300,383028.6115
2026-09-08 13:56:00,2.236,2.237,2.236,2.236,178900,400023.1122
2026-09-08 13:57:00,2.236,2.237,2.236,2.236,957900,2141881.4142
2026-09-08 13:58:00,2.236,2.236,2.235,2.235,299300,669012.2731
2026-09-08 13:59:00,2.236,2.236,2.235,2.235,49400,110418.8946
2026-09-08 14:00:00,2.236,2.236,2.235,2.236,59500,132998.1967
2026-09-08 14:01:00,2.236,2.236,2.235,2.236,773400,1728628.5254
2026-09-08 14:02:00,2.235,2.236,2.234,2.235,297300,664454.3533
2026-09-08 14:03:00,2.235,2.235,2.234,2.235,237700,531120.0873
2026-09-08 14:04:00,2.235,2.235,2.234,2.235,267500,597761.4687
2026-09-08 14:05:00,2.234,2.235,2.234,2.234,584100,1304999.9922
2026-09-08 14:06:00,2.235,2.235,2.233,2.234,466700,1042447.3928
2026-09-08 14:07:00,2.233,2.234,2.233,2.233,432700,966334.7038
2026-09-08 14:08:00,2.233,2.234,2.232,2.233,390700,872416.4199
2026-09-08 14:09:00,2.234,2.234,2.233,2.233,312700,698380.5995
2026-09-08 14:10:00,2.234,2.234,2.233,2.234,185400,414037.0969
2026-09-08 14:11:00,2.234,2.234,2.233,2.234,184300,411573.5024
2026-09-08 14:12:00,2.234,2.234,2.233,2.233,267500,597342.7021
2026-09-08 14:13:00,2.232,2.233,2.232,2.232,295700,660124.5177
2026-09-08 14:14:00,2.232,2.234,2.232,2.234,276000,616309.4118
2026-09-08 14:15:00,2.233,2.234,2.233,2.233,72400,161679.5034
2026-09-08 14:16:00,2.234,2.234,2.233,2.233,159900,357107.6022
2026-09-08 14:17:00,2.233,2.233,2.231,2.232,787800,1758405.7695
2026-09-08 14:18:00,2.233,2.233,2.231,2.232,202900,452805.6135
2026-09-08 14:19:00,2.233,2.233,2.231,2.231,102200,228090.1093
2026-09-08 14:20:00,2.231,2.232,2.231,2.232,481100,1073591.9095
2026-09-08 14:21:00,2.232,2.232,2.23,2.231,529600,1181730.0111
2026-09-08 14:22:00,2.232,2.232,2.23,2.23,812400,1811751.3003
2026-09-08 14:23:00,2.231,2.231,2.23,2.231,412400,919902.9898
2026-09-08 14:24:00,2.231,2.232,2.231,2.231,318600,710830.4944
2026-09-08 14:25:00,2.231,2.233,2.23,2.232,602700,1345195.9626
2026-09-08 14:26:00,2.233,2.233,2.232,2.233,139600,311656.3088
2026-09-08 14:27:00,2.232,2.233,2.232,2.233,77000,171934.0025
2026-09-08 14:28:00,2.233,2.233,2.232,2.233,270100,602897.4362
2026-09-08 14:29:00,2.233,2.233,2.232,2.233,320800,716057.0403
2026-09-08 14:30:00,2.233,2.233,2.232,2.233,89400,199603.7027
2026-09-08 14:31:00,2.233,2.233,2.232,2.232,446500,997003.0194
2026-09-08 14:32:00,2.232,2.233,2.231,2.231,647000,1444149.7588
2026-09-08 14:33:00,2.231,2.232,2.23,2.23,2092300,4666857.9521
2026-09-08 14:34:00,2.231,2.232,2.231,2.232,325100,725466.3199
2026-09-08 14:35:00,2.232,2.232,2.23,2.231,1096700,2446746.4497
2026-09-08 14:36:00,2.231,2.231,2.23,2.23,988000,2204204.9228
2026-09-08 14:37:00,2.231,2.231,2.23,2.231,786300,1754212.5691
2026-09-08 14:38:00,2.231,2.231,2.23,2.23,521700,1163411.1986
2026-09-08 14:39:00,2.231,2.232,2.23,2.232,688200,1535571.3911
2026-09-08 14:40:00,2.231,2.232,2.231,2.232,279200,623129.1235
2026-09-08 14:41:00,2.232,2.233,2.231,2.233,1279658,2856179.8508
2026-09-08 14:42:00,2.232,2.233,2.232,2.232,88000,196460.3098
2026-09-08 14:43:00,2.233,2.233,2.232,2.233,156600,349578.3156
2026-09-08 14:44:00,2.233,2.233,2.232,2.233,138600,309401.8087
2026-09-08 14:45:00,2.233,2.233,2.231,2.232,488742,1090989.8842
2026-09-08 14:46:00,2.232,2.232,2.231,2.232,709500,1583249.9439
2026-09-08 14:47:00,2.232,2.232,2.231,2.232,431500,962961.3354
2026-09-08 14:48:00,2.232,2.232,2.231,2.232,757700,1690810.8539
2026-09-08 14:49:00,2.232,2.232,2.231,2.232,240300,536181.3964
2026-09-08 14:50:00,2.231,2.232,2.231,2.232,235000,524449.5072
2026-09-08 14:51:00,2.232,2.233,2.231,2.232,1642958,3667061.5848
2026-09-08 14:52:00,2.232,2.233,2.232,2.233,1902300,4246735.354
2026-09-08 14:53:00,2.233,2.233,2.232,2.233,473300,1056769.3295
2026-09-08 14:54:00,2.233,2.233,2.231,2.231,2024400,4519508.7396
2026-09-08 14:55:00,2.232,2.232,2.231,2.232,993400,2216505.2125
2026-09-08 14:56:00,2.232,2.232,2.231,2.231,863500,1927014.7791
2026-09-08 14:57:00,2.232,2.232,2.23,2.232,655842,1463540.5765
2026-09-08 15:00:00,2.233,2.233,2.233,2.233,715800,1598381.4068
2026-09-09 10:31:00,2.233,2.233,2.227,2.231,4805600,10721499.0312
2026-09-09 10:32:00,2.231,2.232,2.23,2.231,1228100,2739609.6803
2026-09-09 10:33:00,2.231,2.231,2.23,2.231,649100,1447956.073
2026-09-09 10:34:00,2.231,2.231,2.23,2.23,192600,429622.899
2026-09-09 10:35:00,2.231,2.231,2.23,2.231,609100,1358526.8914
2026-09-09 10:36:00,2.231,2.231,2.229,2.229,447000,996581.0195
2026-09-09 10:37:00,2.229,2.23,2.228,2.229,788600,1757825.453
2026-09-09 10:38:00,2.229,2.229,2.228,2.229,293000,652996.4162
2026-09-09 10:39:00,2.229,2.229,2.228,2.229,492330,1096967.6295
2026-09-09 10:40:00,2.229,2.229,2.228,2.228,215400,480026.4134
2026-09-09 10:41:00,2.229,2.229,2.228,2.229,535300,1193149.0281
2026-09-09 10:42:00,2.23,2.23,2.229,2.23,272100,606723.7021
2026-09-09 10:43:00,2.229,2.23,2.229,2.23,762600,1700511.8071
2026-09-09 10:44:00,2.23,2.231,2.23,2.231,595900,1329315.2797
2026-09-09 10:45:00,2.23,2.231,2.23,2.23,891000,1987559.6625
2026-09-09 10:46:00,2.231,2.231,2.23,2.23,205900,459329.8972
2026-09-09 10:47:00,2.231,2.231,2.23,2.231,287800,642062.2885
2026-09-09 10:48:00,2.231,2.231,2.23,2.231,125500,279958.5983
2026-09-09 10:49:00,2.231,2.231,2.229,2.23,1675200,3735715.8053
2026-09-09 10:50:00,2.23,2.23,2.228,2.229,1663400,3707779.1521
2026-09-09 10:51:00,2.228,2.229,2.228,2.229,497200,1108002.8797
2026-09-09 10:52:00,2.229,2.229,2.228,2.228,407700,908671.8404
2026-09-09 10:53:00,2.229,2.229,2.228,2.229,58600,130599.2996
2026-09-09 10:54:00,2.229,2.229,2.228,2.229,544400,1213440.5427
2026-09-09 10:55:00,2.229,2.229,2.228,2.228,526700,1173705.4069
2026-09-09 10:56:00,2.229,2.229,2.228,2.229,185400,413224.1159
2026-09-09 10:57:00,2.229,2.229,2.228,2.228,1309100,2916679.9429
2026-09-09 10:58:00,2.228,2.228,2.227,2.228,70500,157041.8985
2026-09-09 10:59:00,2.228,2.228,2.227,2.228,143300,319245.0857
2026-09-09 11:00:00,2.228,2.228,2.227,2.227,146200,325644.7976
2026-09-09 11:01:00,2.228,2.228,2.227,2.228,120800,269110.2946
2026-09-09 11:02:00,2.228,2.228,2.227,2.228,144300,321416.0028
2026-09-09 11:03:00,2.228,2.228,2.227,2.227,1297700,2890235.5597
2026-09-09 11:04:00,2.227,2.227,2.226,2.227,589700,1313092.7162
2026-09-09 11:05:00,2.226,2.227,2.226,2.226,312000,694554.1187
2026-09-09 11:06:00,2.226,2.227,2.225,2.226,815000,1814186.7249
2026-09-09 11:07:00,2.226,2.226,2.225,2.226,771000,1715835.667
2026-09-09 11:08:00,2.226,2.226,2.225,2.226,415900,925759.4043
2026-09-09 11:09:00,2.226,2.227,2.225,2.226,769500,1712914.42
2026-09-09 11:10:00,2.226,2.227,2.225,2.227,319100,710299.5043
2026-09-09 11:11:00,2.227,2.227,2.226,2.226,210500,468582.9018
2026-09-09 11:12:00,2.226,2.228,2.226,2.228,1095100,2438299.3007
2026-09-09 11:13:00,2.227,2.228,2.227,2.227,364300,811399.896
2026-09-09 11:14:00,2.227,2.227,2.226,2.227,287900,641002.0986
2026-09-09 11:15:00,2.227,2.227,2.226,2.227,72000,160330.7023
2026-09-09 11:16:00,2.227,2.227,2.226,2.227,284000,632197.4319
2026-09-09 11:17:00,2.227,2.227,2.226,2.227,410700,914303.4025
2026-09-09 11:18:00,2.227,2.227,2.226,2.227,162000,360637.7087
2026-09-09 11:19:00,2.227,2.227,2.226,2.226,89200,198622.1027
2026-09-09 11:20:00,2.227,2.227,2.226,2.227,85900,191222.1041
2026-09-09 11:21:00,2.227,2.227,2.226,2.227,75100,167235.3006
2026-09-09 11:22:00,2.226,2.227,2.226,2.227,86800,193274.3014
2026-09-09 11:23:00,2.227,2.227,2.226,2.226,19700,43865.4
2026-09-09 11:24:00,2.227,2.227,2.226,2.226,273300,608366.7142
2026-09-09 11:25:00,2.227,2.227,2.226,2.226,39300,87499.1987
2026-09-09 11:26:00,2.227,2.227,2.226,2.227,161000,358519.4976
2026-09-09 11:27:00,2.226,2.227,2.226,2.227,801000,1783802.6233
2026-09-09 11:28:00,2.226,2.228,2.226,2.226,232300,517304.5049
2026-09-09 11:29:00,2.227,2.227,2.226,2.227,357600,796361.7014
2026-09-09 11:30:00,2.227,2.228,2.226,2.227,124900,278142.7031
2026-09-09 13:01:00,2.228,2.228,2.227,2.228,2202500,4906193.8184
2026-09-09 13:02:00,2.228,2.228,2.226,2.227,977200,2175852.7135
2026-09-09 13:03:00,2.226,2.227,2.226,2.227,125300,278934.2051
2026-09-09 13:04:00,2.227,2.227,2.225,2.226,246100,547744.099
2026-09-09 13:05:00,2.226,2.226,2.225,2.226,108700,241897.2
2026-09-09 13:06:00,2.226,2.226,2.225,2.225,53600,119271.5992
2026-09-09 13:07:00,2.226,2.226,2.225,2.226,43100,95914.6976
2026-09-09 13:08:00,2.226,2.226,2.225,2.225,138300,307794.1957
2026-09-09 13:09:00,2.225,2.226,2.225,2.226,86800,193146.2002
2026-09-09 13:10:00,2.226,2.226,2.225,2.226,408100,908396.9223
2026-09-09 13:11:00,2.226,2.227,2.226,2.227,136000,302738.6043
2026-09-09 13:12:00,2.226,2.227,2.226,2.227,156900,349263.2144
2026-09-09 13:13:00,2.227,2.227,2.226,2.226,16000,35624.6005
2026-09-09 13:14:00,2.227,2.227,2.225,2.226,346400,771167.5063
2026-09-09 13:15:00,2.226,2.227,2.225,2.226,486200,1082280.7193
2026-09-09 13:16:00,2.227,2.227,2.226,2.227,41200,91730.1013
2026-09-09 13:17:00,2.227,2.227,2.226,2.227,142500,317245.2078
2026-09-09 13:18:00,2.227,2.227,2.226,2.227,72400,161202.702
2026-09-09 13:19:00,2.226,2.227,2.226,2.226,95900,213477.5026
2026-09-09 13:20:00,2.227,2.227,2.225,2.225,158300,352324.9004
2026-09-09 13:21:00,2.226,2.226,2.225,2.226,80400,178944.3023
2026-09-09 13:22:00,2.226,2.226,2.225,2.226,82000,182515.7008
2026-09-09 13:23:00,2.226,2.226,2.225,2.226,69600,154884.4926
2026-09-09 13:24:00,2.226,2.226,2.225,2.226,115200,256341.9995
2026-09-09 13:25:00,2.226,2.226,2.225,2.225,48400,107731.1011
2026-09-09 13:26:00,2.225,2.226,2.225,2.225,105000,233658.3985
2026-09-09 13:27:00,2.226,2.226,2.225,2.226,770000,1713871.9256
2026-09-09 13:28:00,2.225,2.227,2.225,2.226,578700,1288045.9101
2026-09-09 13:29:00,2.227,2.227,2.226,2.226,305300,679674.9144
2026-09-09 13:30:00,2.227,2.227,2.226,2.227,29000,64563.4016
2026-09-09 13:31:00,2.227,2.227,2.226,2.226,90000,200408.0984
2026-09-09 13:32:00,2.227,2.227,2.226,2.227,111800,248874.3036
2026-09-09 13:33:00,2.227,2.227,2.226,2.226,44000,97946.2
2026-09-09 13:34:00,2.226,2.227,2.225,2.226,381900,850123.6064
2026-09-09 13:35:00,2.225,2.226,2.225,2.226,157100,349660.4081
2026-09-09 13:36:00,2.226,2.226,2.225,2.226,94500,210298.6928
2026-09-09 13:37:00,2.226,2.227,2.225,2.227,722800,1608676.6232
2026-09-09 13:38:00,2.227,2.227,2.226,2.226,191300,425836.9164
2026-09-09 13:39:00,2.227,2.227,2.225,2.225,160900,358158.1048
2026-09-09 13:40:00,2.227,2.227,2.225,2.226,46700,103957.4015
2026-09-09 13:41:00,2.227,2.227,2.226,2.226,44000,97954.5043
2026-09-09 13:42:00,2.227,2.227,2.226,2.226,529400,1178464.6463
2026-09-09 13:43:00,2.227,2.227,2.226,2.226,140400,312555.0106
2026-09-09 13:44:00,2.226,2.228,2.226,2.228,2349800,5233824.0481
2026-09-09 13:45:00,2.228,2.229,2.228,2.229,760600,1695365.2307
2026-09-09 13:46:00,2.229,2.229,2.228,2.228,564900,1258851.5965
2026-09-09 13:47:00,2.229,2.229,2.227,2.227,887300,1976992.3292
2026-09-09 13:48:00,2.228,2.228,2.226,2.227,839900,1870473.4048
2026-09-09 13:49:00,2.227,2.227,2.226,2.227,524400,1167511.7923
2026-09-09 13:50:00,2.227,2.227,2.226,2.226,71700,159611.9001
2026-09-09 13:51:00,2.227,2.228,2.226,2.227,470000,1046690.617
2026-09-09 13:52:00,2.227,2.228,2.227,2.228,1402300,3124278.8708
2026-09-09 13:53:00,2.228,2.229,2.228,2.229,1020300,2274238.7419
2026-09-09 13:54:00,2.228,2.23,2.228,2.229,969400,2160802.1725
2026-09-09 13:55:00,2.229,2.229,2.228,2.229,18400,41011.1004
2026-09-09 13:56:00,2.229,2.23,2.229,2.23,363500,810471.2161
2026-09-09 13:57:00,2.23,2.23,2.229,2.229,690700,1539748.7613
2026-09-09 13:58:00,2.229,2.23,2.229,2.229,90400,201501.7132
2026-09-09 13:59:00,2.23,2.23,2.229,2.229,136700,304735.2133
2026-09-09 14:00:00,2.23,2.231,2.23,2.231,1036700,2311894.5955
2026-09-09 14:01:00,2.231,2.232,2.23,2.232,1258358,2807394.0948
2026-09-09 14:02:00,2.232,2.232,2.231,2.232,145200,323992.5067
2026-09-09 14:03:00,2.232,2.234,2.231,2.233,1616000,3607760.9193
2026-09-09 14:04:00,2.233,2.234,2.233,2.233,436600,975105.3099
2026-09-09 14:05:00,2.233,2.234,2.233,2.233,168600,376492.1091
2026-09-09 14:06:00,2.234,2.234,2.233,2.233,98100,219103.799
2026-09-09 14:07:00,2.234,2.234,2.232,2.232,842200,1880619.1151
2026-09-09 14:08:00,2.233,2.233,2.231,2.232,419000,935110.9267
2026-09-09 14:09:00,2.232,2.233,2.232,2.233,61400,137053.8074
2026-09-09 14:10:00,2.232,2.233,2.232,2.232,576400,1286756.3311
2026-09-09 14:11:00,2.232,2.232,2.231,2.232,32500,72526.9033
2026-09-09 14:12:00,2.232,2.233,2.232,2.232,113558,253513.7682
2026-09-09 14:13:00,2.232,2.233,2.232,2.233,681100,1520817.9301
2026-09-09 14:14:00,2.233,2.234,2.233,2.234,1027800,2296069.0928
2026-09-09 14:15:00,2.234,2.235,2.233,2.234,136200,304195.6006
2026-09-09 14:16:00,2.233,2.235,2.233,2.234,369400,825288.5821
2026-09-09 14:17:00,2.235,2.235,2.234,2.235,163500,365405.9871
2026-09-09 14:18:00,2.235,2.235,2.234,2.234,74200,165792.195
2026-09-09 14:19:00,2.235,2.235,2.234,2.234,545600,1218888.7722
2026-09-09 14:20:00,2.234,2.234,2.233,2.234,189900,424103.8058
2026-09-09 14:21:00,2.234,2.234,2.233,2.234,332700,743133.8813
2026-09-09 14:22:00,2.234,2.234,2.233,2.233,318600,711525.1966
2026-09-09 14:23:00,2.233,2.234,2.233,2.234,57900,129331.4982
2026-09-09 14:24:00,2.234,2.234,2.233,2.234,37800,84418.8998
2026-09-09 14:25:00,2.234,2.234,2.233,2.234,73500,164170.1003
2026-09-09 14:26:00,2.234,2.234,2.232,2.232,321700,718413.6043
2026-09-09 14:27:00,2.233,2.233,2.232,2.232,121400,271057.1132
2026-09-09 14:28:00,2.232,2.233,2.232,2.233,183200,408976.9163
2026-09-09 14:29:00,2.233,2.233,2.232,2.233,151400,338056.2127
2026-09-09 14:30:00,2.233,2.233,2.231,2.231,722600,1612914.9772
2026-09-09 14:31:00,2.232,2.233,2.231,2.233,375200,837611.5229
2026-09-09 14:32:00,2.232,2.233,2.232,2.233,315100,703534.5113
2026-09-09 14:33:00,2.232,2.233,2.232,2.233,949600,2120210.258
2026-09-09 14:34:00,2.233,2.233,2.232,2.233,269500,601750.5101
2026-09-09 14:35:00,2.233,2.234,2.233,2.233,546800,1221025.7224
2026-09-09 14:36:00,2.234,2.235,2.233,2.235,2291700,5119775.5868
2026-09-09 14:37:00,2.235,2.235,2.233,2.234,1210900,2705205.1132
2026-09-09 14:38:00,2.234,2.234,2.233,2.234,259900,580610.5862
2026-09-09 14:39:00,2.234,2.234,2.233,2.233,132400,295667.2088
2026-09-09 14:40:00,2.233,2.234,2.233,2.233,236100,527365.5952
2026-09-09 14:41:00,2.234,2.234,2.233,2.234,274200,612443.3946
2026-09-09 14:42:00,2.234,2.234,2.233,2.233,234400,523596.9977
2026-09-09 14:43:00,2.234,2.234,2.233,2.234,270900,605046.499
2026-09-09 14:44:00,2.234,2.234,2.233,2.234,322500,720281.7022
2026-09-09 14:45:00,2.234,2.234,2.233,2.233,162700,363332.0981
2026-09-09 14:46:00,2.234,2.234,2.233,2.234,590700,1319345.49
2026-09-09 14:47:00,2.233,2.234,2.232,2.233,1886400,4212482.446
2026-09-09 14:48:00,2.233,2.233,2.232,2.233,334100,745999.1178
2026-09-09 14:49:00,2.233,2.233,2.232,2.232,411500,918791.9269
2026-09-09 14:50:00,2.232,2.233,2.232,2.233,731100,1631884.7661
2026-09-09 14:51:00,2.233,2.233,2.232,2.232,1109300,2476469.499
2026-09-09 14:52:00,2.233,2.233,2.232,2.232,972300,2170726.2579
2026-09-09 14:53:00,2.232,2.233,2.232,2.233,875100,1954000.2623
