code,class,source,in_core48,rows,first_date,last_date,tail60_avg_amount,L1,L2,H1,F1,twin_overlap_rows,twin_close_mismatches,twin_pref_first_date
520910,沪市ETF(码段),prefixed,False,156,2026-02-02,2026-09-22,42455189.583333336,True,False,False,True,,,
520920,沪市ETF(码段),prefixed,False,237,2025-09-30,2026-09-22,197524180.41666666,True,True,False,True,,,
520930,沪市ETF(码段),prefixed,False,146,2026-02-24,2026-09-22,40199435.416666664,True,False,False,True,,,
520940,沪市ETF(码段),prefixed,False,318,2025-06-09,2026-09-22,7417480.0,False,False,False,True,,,
520950,沪市ETF(码段),prefixed,False,203,2025-11-25,2026-09-22,21581751.783333335,True,False,False,True,,,
520960,沪市ETF(码段),prefixed,False,220,2025-10-31,2026-09-22,2494510.8666666667,False,False,False,True,,,
520970,沪市ETF(码段),prefixed,False,275,2025-08-07,2026-09-22,119739753.46666667,True,True,False,True,,,
520980,沪市ETF(码段),prefixed,False,301,2025-07-02,2026-09-22,321805668.5833333,True,True,False,True,,,
520990,沪市ETF(码段),prefixed,False,537,2024-07-10,2026-09-22,115440484.33333333,True,True,True,True,,,
526000,沪市ETF(码段),prefixed,False,114,2026-04-10,2026-09-22,560930167.9333333,True,True,False,True,,,
526010,沪市ETF(码段),prefixed,False,109,2026-04-17,2026-09-22,14286449.033333333,False,False,False,True,,,
526030,沪市ETF(码段),prefixed,False,63,2026-06-26,2026-09-22,44421505.06666667,True,False,False,True,,,
526050,沪市ETF(码段),prefixed,False,100,2026-04-30,2026-09-22,101586843.86666666,True,True,False,True,,,
526060,沪市ETF(码段),prefixed,False,13,2026-09-04,2026-09-22,33590574.307692304,True,False,False,True,,,
526070,沪市ETF(码段),prefixed,False,82,2026-05-29,2026-09-22,6689984.116666666,False,False,False,True,,,
530000,沪市ETF(码段),prefixed,False,490,2024-09-13,2026-09-22,22375864.666666668,True,False,True,True,,,
530050,沪市ETF(码段),prefixed,False,439,2024-12-04,2026-09-22,6142703.016666667,False,False,True,True,,,
530060,沪市ETF(码段),prefixed,False,150,2026-02-10,2026-09-22,88221714.18333334,True,True,False,True,,,
530080,沪市ETF(码段),prefixed,False,404,2025-01-23,2026-09-22,6396563.8,False,False,True,True,,,
530100,沪市ETF(码段),prefixed,False,227,2025-10-22,2026-09-22,3116978.9166666665,False,False,False,True,,,
530180,沪市ETF(码段),prefixed,False,423,2024-12-26,2026-09-22,8163425.15,False,False,True,True,,,
530280,沪市ETF(码段),prefixed,False,403,2025-01-24,2026-09-22,330198.4166666667,False,False,True,True,,,
530300,沪市ETF(码段),prefixed,False,413,2025-01-10,2026-09-22,3781506.816666667,False,False,True,True,,,
530380,沪市ETF(码段),prefixed,False,237,2025-09-30,2026-09-22,3483704.2333333334,False,False,False,True,,,
530530,沪市ETF(码段),prefixed,False,259,2025-08-29,2026-09-22,1848937.4666666666,False,False,False,True,,,
530580,沪市ETF(码段),prefixed,False,415,2025-01-08,2026-09-22,13375041.266666668,False,False,True,True,,,
530680,沪市ETF(码段),prefixed,False,415,2025-01-08,2026-09-22,5435359.683333334,False,False,True,True,,,
530800,沪市ETF(码段),prefixed,False,402,2025-01-27,2026-09-22,1707990.9166666667,False,False,True,True,,,
530880,沪市ETF(码段),prefixed,False,455,2024-11-12,2026-09-22,2103169.25,False,False,True,True,,,
551000,沪市ETF(码段),prefixed,False,290,2025-07-17,2026-09-22,910440640.9,True,True,False,True,,,
551030,沪市ETF(码段),prefixed,False,290,2025-07-17,2026-09-22,7009256870.5,True,True,False,True,,,
551060,沪市ETF(码段),prefixed,False,241,2025-09-24,2026-09-22,3151942467.483333,True,True,False,True,,,
551300,沪市ETF(码段),prefixed,False,241,2025-09-24,2026-09-22,1456935397.1166666,True,True,False,True,,,
551500,沪市ETF(码段),prefixed,False,290,2025-07-17,2026-09-22,7228542255.966666,True,True,False,True,,,
551510,沪市ETF(码段),prefixed,False,241,2025-09-24,2026-09-22,3900450703.9,True,True,False,True,,,
551520,沪市ETF(码段),prefixed,False,241,2025-09-24,2026-09-22,6309942141.95,True,True,False,True,,,
551550,沪市ETF(码段),prefixed,False,290,2025-07-17,2026-09-22,7984022722.116667,True,True,False,True,,,
551560,沪市ETF(码段),prefixed,False,241,2025-09-24,2026-09-22,3222995652.95,True,True,False,True,,,
551580,沪市ETF(码段),prefixed,False,241,2025-09-24,2026-09-22,1444403489.0833333,True,True,False,True,,,
551800,沪市ETF(码段),prefixed,False,241,2025-09-24,2026-09-22,6796405516.05,True,True,False,True,,,
551900,沪市ETF(码段),prefixed,False,290,2025-07-17,2026-09-22,3033156360.45,True,True,False,True,,,
560010,沪市ETF(码段),prefixed,False,1003,2022-08-04,2026-09-22,968244845.2166667,True,True,True,True,,,
560020,沪市ETF(码段),prefixed,False,716,2023-10-16,2026-09-22,4772965.533333333,False,False,True,True,,,
560030,沪市ETF(码段),prefixed,False,779,2023-07-10,2026-09-22,497670.8333333333,False,False,True,True,,,
560050,沪市ETF(码段),prefixed,False,1185,2021-11-08,2026-09-22,80610839.95,True,True,True,True,,,
560060,沪市ETF(码段),prefixed,False,1014,2022-07-21,2026-09-22,620299.6666666666,False,False,True,True,,,
560070,沪市ETF(码段),prefixed,False,802,2023-06-06,2026-09-22,3254839.283333333,False,False,True,True,,,
560080,沪市ETF(码段),prefixed,False,958,2022-10-17,2026-09-22,75361230.76666667,True,True,True,True,,,
560090,沪市ETF(码段),prefixed,False,857,2023-03-15,2026-09-22,109299025.36666666,True,True,True,True,,,
560100,沪市ETF(码段),prefixed,False,1119,2022-02-16,2026-09-22,13900454.866666667,False,False,True,True,,,
560110,沪市ETF(码段),prefixed,False,1002,2022-08-08,2026-09-22,40287195.666666664,True,False,True,True,,,
560120,沪市ETF(码段),prefixed,False,277,2025-08-05,2026-09-22,18321043.783333335,False,False,False,True,,,
560130,沪市ETF(码段),prefixed,False,170,2026-01-13,2026-09-22,428881.75,False,False,False,True,,,
560150,沪市ETF(码段),prefixed,False,600,2024-04-08,2026-09-22,7190075.016666667,False,False,True,True,,,
560160,沪市ETF(码段),prefixed,False,160,2026-01-27,2026-09-22,3687133.5166666666,False,False,False,True,,,
560170,沪市ETF(码段),prefixed,False,782,2023-07-06,2026-09-22,46738188.71666667,True,False,True,True,,,
560180,沪市ETF(码段),prefixed,False,831,2023-04-21,2026-09-22,3849925.3666666667,False,False,True,True,,,
560190,沪市ETF(码段),prefixed,False,417,2025-01-06,2026-09-22,642098.55,False,False,True,True,,,
560210,沪市ETF(码段),prefixed,False,128,2026-03-20,2026-09-22,8679770.733333332,False,False,False,True,,,
560220,沪市ETF(码段),prefixed,False,730,2023-09-18,2026-09-22,8129026.4,False,False,True,True,,,
560230,沪市ETF(码段),prefixed,False,152,2026-02-06,2026-09-22,3274477.433333333,False,False,False,True,,,
560250,沪市ETF(码段),prefixed,False,87,2026-05-22,2026-09-22,5901922.5,False,False,False,True,,,
560260,沪市ETF(码段),prefixed,False,731,2023-09-15,2026-09-22,11724059.616666667,False,False,True,True,,,
560270,沪市ETF(码段),prefixed,False,138,2026-03-06,2026-09-22,11263814.966666667,False,False,False,True,,,
560280,沪市ETF(码段),prefixed,False,706,2023-10-30,2026-09-22,149821361.83333334,True,True,True,True,,,
560290,沪市ETF(码段),prefixed,False,152,2026-02-06,2026-09-22,10162498.316666666,False,False,False,True,,,
560300,沪市ETF(码段),prefixed,False,671,2023-12-18,2026-09-22,1745923.9833333334,False,False,True,True,,,
560310,沪市ETF(码段),prefixed,False,142,2026-03-02,2026-09-22,1823681.8166666667,False,False,False,True,,,
560320,沪市ETF(码段),prefixed,False,94,2026-05-13,2026-09-22,5327167.266666667,False,False,False,True,,,
560330,沪市ETF(码段),prefixed,False,812,2023-05-23,2026-09-22,742337.05,False,False,True,True,,,
560350,沪市ETF(码段),prefixed,False,617,2024-03-12,2026-09-22,29468093.283333335,True,False,True,True,,,
560360,沪市ETF(码段),prefixed,False,549,2024-06-24,2026-09-22,7663929.95,False,False,True,True,,,
560370,沪市ETF(码段),prefixed,False,144,2026-02-26,2026-09-22,2655719.066666667,False,False,False,True,,,
560380,沪市ETF(码段),prefixed,False,422,2024-12-27,2026-09-22,9857211.566666666,False,False,True,True,,,
560390,沪市ETF(码段),prefixed,False,140,2026-03-04,2026-09-22,124823563.76666667,True,True,False,True,,,
560400,沪市ETF(码段),prefixed,False,129,2026-03-19,2026-09-22,26576564.483333334,True,False,False,True,,,
560410,沪市ETF(码段),prefixed,False,109,2026-04-17,2026-09-22,1947643.8166666667,False,False,False,True,,,
560420,沪市ETF(码段),prefixed,False,90,2026-05-19,2026-09-22,1973855.4,False,False,False,True,,,
560450,沪市ETF(码段),prefixed,False,100,2026-04-30,2026-09-22,15297290.983333332,False,False,False,True,,,
560460,沪市ETF(码段),prefixed,False,92,2026-05-15,2026-09-22,6908210.05,False,False,False,True,,,
560470,沪市ETF(码段),prefixed,False,100,2026-04-30,2026-09-22,11686769.35,False,False,False,True,,,
560480,沪市ETF(码段),prefixed,False,85,2026-05-26,2026-09-22,9308445.766666668,False,False,False,True,,,
560490,沪市ETF(码段),prefixed,False,85,2026-05-26,2026-09-22,10483863.65,False,False,False,True,,,
560500,沪市ETF(码段),prefixed,False,1226,2021-09-01,2026-09-22,3233967.183333333,False,False,True,True,,,
560510,沪市ETF(码段),prefixed,False,475,2024-10-15,2026-09-22,58876518.083333336,True,True,True,True,,,
560520,沪市ETF(码段),prefixed,False,591,2024-04-18,2026-09-22,775239.1,False,False,True,True,,,
560530,沪市ETF(码段),prefixed,False,475,2024-10-15,2026-09-22,121745119.18333334,True,True,True,True,,,
560550,沪市ETF(码段),prefixed,False,1016,2022-07-19,2026-09-22,714211.2333333333,False,False,True,True,,,
560560,沪市ETF(码段),prefixed,False,1218,2021-09-13,2026-09-22,853148.1,False,False,True,True,,,
560570,沪市ETF(码段),prefixed,False,245,2025-09-18,2026-09-22,22519063.216666665,True,False,False,True,,,
560580,沪市ETF(码段),prefixed,False,819,2023-05-12,2026-09-22,14617316.183333334,False,False,True,True,,,
560590,沪市ETF(码段),prefixed,False,724,2023-09-25,2026-09-22,3450995.466666667,False,False,True,True,,,
560610,沪市ETF(码段),prefixed,False,475,2024-10-15,2026-09-22,117300914.41666667,True,True,True,True,,,
560620,沪市ETF(码段),prefixed,False,479,2024-10-09,2026-09-22,492167.43333333335,False,False,True,True,,,
560630,沪市ETF(码段),prefixed,False,362,2025-04-01,2026-09-22,11594978.916666666,False,False,False,True,,,
560660,沪市ETF(码段),prefixed,False,1231,2021-08-25,2026-09-22,11304182.2,False,False,True,True,,,
560670,沪市ETF(码段),prefixed,False,76,2026-06-08,2026-09-22,15087880.3,False,False,False,True,,,
560680,沪市ETF(码段),prefixed,False,948,2022-10-31,2026-09-22,15314279.633333333,False,False,True,True,,,
560690,沪市ETF(码段),prefixed,False,590,2024-04-22,2026-09-22,3457033.0,False,False,True,True,,,
560700,沪市ETF(码段),prefixed,False,802,2023-06-06,2026-09-22,11861370.933333334,False,False,True,True,,,
560710,沪市ETF(码段),prefixed,False,152,2026-02-06,2026-09-22,76027838.7,True,True,False,True,,,
560720,沪市ETF(码段),prefixed,False,77,2026-06-05,2026-09-22,6393489.05,False,False,False,True,,,
560730,沪市ETF(码段),prefixed,False,49,2026-07-16,2026-09-22,14826397.714285715,False,False,False,True,,,
560750,沪市ETF(码段),prefixed,False,399,2025-02-07,2026-09-22,7505575.166666667,False,False,False,True,,,
560770,沪市ETF(码段),prefixed,False,258,2025-09-01,2026-09-22,28378313.516666666,True,False,False,True,,,
560780,沪市ETF(码段),prefixed,False,675,2023-12-12,2026-09-22,1001009961.35,True,True,True,True,,,
560790,沪市ETF(码段),prefixed,False,86,2026-05-25,2026-09-22,4183314.433333333,False,False,False,True,,,
560800,沪市ETF(码段),prefixed,False,1142,2022-01-07,2026-09-22,11050837.5,False,False,True,True,,,
560810,沪市ETF(码段),prefixed,False,436,2024-12-09,2026-09-22,1166975.4833333334,False,False,True,True,,,
560820,沪市ETF(码段),prefixed,False,346,2025-04-18,2026-09-22,70079.13333333333,False,False,False,True,,,
560830,沪市ETF(码段),prefixed,False,85,2026-05-26,2026-09-22,21882945.166666668,True,False,False,True,,,
560850,沪市ETF(码段),prefixed,False,595,2024-04-15,2026-09-22,5080931.833333333,False,False,True,True,,,
560860,沪市ETF(码段),prefixed,False,859,2023-03-13,2026-09-22,336947121.8833333,True,True,True,True,,,
560870,沪市ETF(码段),prefixed,False,86,2026-05-25,2026-09-22,8840919.666666666,False,False,False,True,,,
560880,沪市ETF(码段),prefixed,False,1082,2022-04-12,2026-09-22,18953927.8,False,False,True,True,,,
560900,沪市ETF(码段),prefixed,False,1048,2022-06-02,2026-09-22,23120254.4,True,False,True,True,,,
560910,沪市ETF(码段),prefixed,False,88,2026-05-21,2026-09-22,10525361.583333334,False,False,False,True,,,
560920,沪市ETF(码段),prefixed,False,58,2026-07-03,2026-09-22,6941143.672413793,False,False,False,True,,,
560930,沪市ETF(码段),prefixed,False,93,2026-05-14,2026-09-22,10651621.366666667,False,False,False,True,,,
560950,沪市ETF(码段),prefixed,False,765,2023-07-31,2026-09-22,1211839.6666666667,False,False,True,True,,,
560970,沪市ETF(码段),prefixed,False,76,2026-06-08,2026-09-22,2831816.95,False,False,False,True,,,
560980,沪市ETF(码段),prefixed,False,927,2022-11-29,2026-09-22,19574638.166666668,False,False,True,True,,,
560990,沪市ETF(码段),prefixed,False,1032,2022-06-27,2026-09-22,1017984.15,False,False,True,True,,,
561000,沪市ETF(码段),prefixed,False,897,2023-01-11,2026-09-22,5765786.9,False,False,True,True,,,
561010,沪市ETF(码段),prefixed,False,676,2023-12-11,2026-09-22,12966512.85,False,False,True,True,,,
561020,沪市ETF(码段),prefixed,False,36,2026-08-04,2026-09-22,8045455.388888889,False,False,False,True,,,
561030,沪市ETF(码段),prefixed,False,82,2026-05-29,2026-09-22,5655289.616666666,False,False,False,True,,,
561050,沪市ETF(码段),prefixed,False,87,2026-05-22,2026-09-22,12839750.45,False,False,False,True,,,
561060,沪市ETF(码段),prefixed,False,727,2023-09-21,2026-09-22,1698299.1666666667,False,False,True,True,,,
561080,沪市ETF(码段),prefixed,False,342,2025-04-30,2026-09-22,2234627.95,False,False,False,True,,,
561090,沪市ETF(码段),prefixed,False,301,2025-07-02,2026-09-22,12483037.316666666,False,False,False,True,,,
561100,沪市ETF(码段),prefixed,False,1125,2022-02-08,2026-09-22,67517265.13333334,True,True,True,True,,,
561120,沪市ETF(码段),prefixed,False,1120,2022-02-15,2026-09-22,9243233.366666667,False,False,True,True,,,
561130,沪市ETF(码段),prefixed,False,1200,2021-10-18,2026-09-22,13111977.566666666,False,False,True,True,,,
561160,沪市ETF(码段),prefixed,False,1023,2022-07-08,2026-09-22,56330060.666666664,True,True,True,True,,,
561170,沪市ETF(码段),prefixed,False,856,2023-03-16,2026-09-22,40429451.983333334,True,False,True,True,,,
561180,沪市ETF(码段),prefixed,False,932,2022-11-21,2026-09-22,1978690.7333333334,False,False,True,True,,,
561190,沪市ETF(码段),prefixed,False,1016,2022-07-19,2026-09-22,3249227.216666667,False,False,True,True,,,
561200,沪市ETF(码段),prefixed,False,645,2024-01-05,2026-09-22,3226400.2666666666,False,False,True,True,,,
561220,沪市ETF(码段),prefixed,False,323,2025-05-30,2026-09-22,7558843.416666667,False,False,False,True,,,
561230,沪市ETF(码段),prefixed,False,613,2024-03-18,2026-09-22,21640422.666666668,True,False,True,True,,,
561250,沪市ETF(码段),prefixed,False,45,2026-07-22,2026-09-22,8735505.644444445,False,False,False,True,,,
561260,沪市ETF(码段),prefixed,False,758,2023-08-09,2026-09-22,5044741.283333333,False,False,True,True,,,
561280,沪市ETF(码段),prefixed,False,726,2023-09-22,2026-09-22,8923406.583333334,False,False,True,True,,,
561300,沪市ETF(码段),prefixed,False,1161,2021-12-10,2026-09-22,34119492.21666667,True,False,True,True,,,
561310,沪市ETF(码段),prefixed,False,1172,2021-11-25,2026-09-22,10683886.583333334,False,False,True,True,,,
561320,沪市ETF(码段),prefixed,False,920,2022-12-08,2026-09-22,2157862.0,False,False,True,True,,,
561330,沪市ETF(码段),prefixed,False,947,2022-11-01,2026-09-22,61815497.18333333,True,True,True,True,,,
561350,沪市ETF(码段),prefixed,False,1226,2021-09-01,2026-09-22,34382806.53333333,True,False,True,True,,,
561360,沪市ETF(码段),prefixed,False,705,2023-10-31,2026-09-22,81672436.68333334,True,True,True,True,,,
561370,沪市ETF(码段),prefixed,False,727,2023-09-21,2026-09-22,2473739.066666667,False,False,True,True,,,
561380,沪市ETF(码段),prefixed,False,426,2024-12-23,2026-09-22,106290844.21666667,True,True,True,True,,,
561390,沪市ETF(码段),prefixed,False,27,2026-08-17,2026-09-22,11103706.185185185,False,False,False,True,,,
561400,沪市ETF(码段),prefixed,False,37,2026-08-03,2026-09-22,8414672.0,False,False,False,True,,,
561410,沪市ETF(码段),prefixed,False,22,2026-08-24,2026-09-22,7374138.363636363,False,False,False,True,,,
561420,沪市ETF(码段),prefixed,False,55,2026-07-08,2026-09-22,10403603.4,False,False,False,True,,,
561430,沪市ETF(码段),prefixed,False,61,2026-06-30,2026-09-22,4506107.033333333,False,False,False,True,,,
561450,沪市ETF(码段),prefixed,False,37,2026-08-03,2026-09-22,7932649.189189189,False,False,False,True,,,
561460,沪市ETF(码段),prefixed,False,58,2026-07-03,2026-09-22,26868310.20689655,True,False,False,True,,,
561470,沪市ETF(码段),prefixed,False,54,2026-07-09,2026-09-22,7500709.166666667,False,False,False,True,,,
561490,沪市ETF(码段),prefixed,False,38,2026-07-31,2026-09-22,16955935.342105262,False,False,False,True,,,
561500,沪市ETF(码段),prefixed,False,1273,2021-06-28,2026-09-22,1960361.05,False,False,True,True,,,
561510,沪市ETF(码段),prefixed,False,1004,2022-08-04,2026-09-22,3034181.95,False,False,True,True,,,
561530,沪市ETF(码段),prefixed,False,14,2026-09-03,2026-09-22,19730257.92857143,False,False,False,True,,,
561550,沪市ETF(码段),prefixed,False,1161,2021-12-10,2026-09-22,77106571.0,True,True,True,True,,,
561560,沪市ETF(码段),prefixed,False,1061,2022-05-16,2026-09-22,78133231.78333333,True,True,True,True,,,
561570,沪市ETF(码段),prefixed,False,472,2024-10-17,2026-09-22,20785927.883333333,True,False,True,True,,,
561580,沪市ETF(码段),prefixed,False,807,2023-05-30,2026-09-22,92404632.18333334,True,True,True,True,,,
561590,沪市ETF(码段),prefixed,False,918,2022-12-12,2026-09-22,8082286.4,False,False,True,True,,,
561600,沪市ETF(码段),prefixed,False,1220,2021-09-09,2026-09-22,28043491.433333334,True,False,True,True,,,
561610,沪市ETF(码段),prefixed,False,5,2026-09-16,2026-09-22,20916967.2,True,False,False,True,,,
561620,沪市ETF(码段),prefixed,False,35,2026-08-05,2026-09-22,13424014.4,False,False,False,True,,,
561630,沪市ETF(码段),prefixed,False,45,2026-07-22,2026-09-22,9755462.555555556,False,False,False,True,,,
561660,沪市ETF(码段),prefixed,False,214,2025-11-10,2026-09-22,4441266.633333334,False,False,False,True,,,
561680,沪市ETF(码段),prefixed,False,254,2025-09-05,2026-09-22,1487373.4666666666,False,False,False,True,,,
561690,沪市ETF(码段),prefixed,False,12,2026-09-07,2026-09-22,15797035.25,False,False,False,True,,,
561700,沪市ETF(码段),prefixed,False,1018,2022-07-15,2026-09-22,11551182.75,False,False,True,True,,,
561730,沪市ETF(码段),prefixed,False,18,2026-08-28,2026-09-22,23284041.388888888,True,False,False,True,,,
561750,沪市ETF(码段),prefixed,False,323,2025-05-30,2026-09-22,2357984.433333333,False,False,False,True,,,
561760,沪市ETF(码段),prefixed,False,585,2024-04-29,2026-09-22,7578695.116666666,False,False,True,True,,,
561770,沪市ETF(码段),prefixed,False,307,2025-06-24,2026-09-22,1677303.2166666666,False,False,False,True,,,
561780,沪市ETF(码段),prefixed,False,697,2023-11-10,2026-09-22,3813982.1166666667,False,False,True,True,,,
561790,沪市ETF(码段),prefixed,False,758,2023-08-09,2026-09-22,2017813.1666666667,False,False,True,True,,,
561800,沪市ETF(码段),prefixed,False,1232,2021-08-24,2026-09-22,18866084.2,False,False,True,True,,,
561810,沪市ETF(码段),prefixed,False,33,2026-08-07,2026-09-22,9450509.242424242,False,False,False,True,,,
561830,沪市ETF(码段),prefixed,False,15,2026-09-02,2026-09-22,8209385.133333334,False,False,False,True,,,
561870,沪市ETF(码段),prefixed,False,338,2025-05-09,2026-09-22,2636900.4166666665,False,False,False,True,,,
561880,沪市ETF(码段),prefixed,False,403,2025-01-24,2026-09-22,3133225.283333333,False,False,True,True,,,
561890,沪市ETF(码段),prefixed,False,33,2026-08-07,2026-09-22,11588453.303030303,False,False,False,True,,,
561900,沪市ETF(码段),prefixed,False,1260,2021-07-15,2026-09-22,3896129.1333333333,False,False,True,True,,,
561910,沪市ETF(码段),prefixed,False,1240,2021-08-12,2026-09-22,104270403.95,True,True,True,True,,,
561920,沪市ETF(码段),prefixed,False,847,2023-03-29,2026-09-22,3145480.816666667,False,False,True,True,,,
561930,沪市ETF(码段),prefixed,False,487,2024-09-20,2026-09-22,21500951.483333334,True,False,True,True,,,
561950,沪市ETF(码段),prefixed,False,830,2023-04-24,2026-09-22,5316681.5,False,False,True,True,,,
561960,沪市ETF(码段),prefixed,False,802,2023-06-06,2026-09-22,1402188.5666666667,False,False,True,True,,,
561980,沪市ETF(码段),prefixed,False,741,2023-09-01,2026-09-22,519757418.45,True,True,True,True,,,
561990,沪市ETF(码段),prefixed,False,1161,2021-12-10,2026-09-22,23264832.216666665,True,False,True,True,,,
562000,沪市ETF(码段),prefixed,False,1007,2022-08-01,2026-09-22,5688437.566666666,False,False,True,True,,,
562010,沪市ETF(码段),prefixed,False,903,2023-01-03,2026-09-22,546950.0666666667,False,False,True,True,,,
562030,沪市ETF(码段),prefixed,False,718,2023-10-12,2026-09-22,4926582.85,False,False,True,True,,,
562050,沪市ETF(码段),prefixed,False,310,2025-06-19,2026-09-22,13284734.833333334,False,False,False,True,,,
562060,沪市ETF(码段),prefixed,False,663,2023-12-28,2026-09-22,49615820.9,True,False,True,True,,,
562070,沪市ETF(码段),prefixed,False,181,2025-12-25,2026-09-22,10495154.45,False,False,False,True,,,
562080,沪市ETF(码段),prefixed,False,353,2025-04-15,2026-09-22,28084621.266666666,True,False,False,True,,,
562110,沪市ETF(码段),prefixed,False,5,2026-09-16,2026-09-22,43841649.0,True,False,False,True,,,
562150,沪市ETF(码段),prefixed,False,7,2026-09-14,2026-09-22,9445891.142857144,False,False,False,True,,,
562170,沪市ETF(码段),prefixed,False,7,2026-09-14,2026-09-22,13549103.857142856,False,False,False,True,,,
562180,沪市ETF(码段),prefixed,False,16,2026-09-01,2026-09-22,13975303.9375,False,False,False,True,,,
562300,沪市ETF(码段),prefixed,False,1144,2022-01-05,2026-09-22,1093476.5833333333,False,False,True,True,,,
562310,沪市ETF(码段),prefixed,False,978,2022-09-09,2026-09-22,22306845.316666666,True,False,True,True,,,
562320,沪市ETF(码段),prefixed,False,896,2023-01-12,2026-09-22,7741912.883333334,False,False,True,True,,,
562330,沪市ETF(码段),prefixed,False,834,2023-04-18,2026-09-22,1514584.9166666667,False,False,True,True,,,
562340,沪市ETF(码段),prefixed,False,580,2024-05-08,2026-09-22,554979.45,False,False,True,True,,,
562350,沪市ETF(码段),prefixed,False,1021,2022-07-12,2026-09-22,16487242.483333332,False,False,True,True,,,
562360,沪市ETF(码段),prefixed,False,1201,2021-10-15,2026-09-22,20517175.433333334,True,False,True,True,,,
562380,沪市ETF(码段),prefixed,False,782,2023-07-06,2026-09-22,8365056.55,False,False,True,True,,,
562390,沪市ETF(码段),prefixed,False,1009,2022-07-28,2026-09-22,4024021.466666667,False,False,True,True,,,
562500,沪市ETF(码段),prefixed,False,1148,2021-12-29,2026-09-22,685996861.45,True,True,True,True,,,
562510,沪市ETF(码段),prefixed,False,1147,2021-12-30,2026-09-22,44880983.43333333,True,False,True,True,,,
562520,沪市ETF(码段),prefixed,False,1095,2022-03-22,2026-09-22,7758656.633333334,False,False,True,True,,,
562530,沪市ETF(码段),prefixed,False,998,2022-08-12,2026-09-22,8625553.683333334,False,False,True,True,,,
562550,沪市ETF(码段),prefixed,False,849,2023-03-27,2026-09-22,104569616.95,True,True,True,True,,,
562560,沪市ETF(码段),prefixed,False,596,2024-04-12,2026-09-22,2767767.7333333334,False,False,True,True,,,
562570,沪市ETF(码段),prefixed,False,584,2024-04-30,2026-09-22,23036942.65,True,False,True,True,,,
562580,沪市ETF(码段),prefixed,False,607,2024-03-26,2026-09-22,3953559.4833333334,False,False,True,True,,,
562590,沪市ETF(码段),prefixed,False,714,2023-10-18,2026-09-22,705871582.9,True,True,True,True,,,
562600,沪市ETF(码段),prefixed,False,676,2023-12-11,2026-09-22,30092807.7,True,False,True,True,,,
562660,沪市ETF(码段),prefixed,False,732,2023-09-14,2026-09-22,53113660.68333333,True,True,True,True,,,
562700,沪市ETF(码段),prefixed,False,577,2024-05-14,2026-09-22,18519547.5,False,False,True,True,,,
562800,沪市ETF(码段),prefixed,False,1210,2021-09-27,2026-09-22,248151490.25,True,True,True,True,,,
562810,沪市ETF(码段),prefixed,False,375,2025-03-13,2026-09-22,7856975.65,False,False,False,True,,,
562820,沪市ETF(码段),prefixed,False,590,2024-04-22,2026-09-22,45234966.016666666,True,False,True,True,,,
562850,沪市ETF(码段),prefixed,False,758,2023-08-09,2026-09-22,10729936.083333334,False,False,True,True,,,
562860,沪市ETF(码段),prefixed,False,870,2023-02-24,2026-09-22,16249266.766666668,False,False,True,True,,,
562870,沪市ETF(码段),prefixed,False,284,2025-07-25,2026-09-22,14641252.8,False,False,False,True,,,
562880,沪市ETF(码段),prefixed,False,1257,2021-07-20,2026-09-22,25100816.083333332,True,False,True,True,,,
562890,沪市ETF(码段),prefixed,False,613,2024-03-18,2026-09-22,15169289.9,False,False,True,True,,,
562900,沪市ETF(码段),prefixed,False,1160,2021-12-13,2026-09-22,14740439.45,False,False,True,True,,,
562910,沪市ETF(码段),prefixed,False,1141,2022-01-10,2026-09-22,14368726.066666666,False,False,True,True,,,
562920,沪市ETF(码段),prefixed,False,798,2023-06-12,2026-09-22,8464703.416666666,False,False,True,True,,,
562930,沪市ETF(码段),prefixed,False,803,2023-06-05,2026-09-22,67493030.7,True,True,True,True,,,
562950,沪市ETF(码段),prefixed,False,1133,2022-01-20,2026-09-22,127482389.26666667,True,True,True,True,,,
562960,沪市ETF(码段),prefixed,False,838,2023-04-12,2026-09-22,37980193.45,True,False,True,True,,,
562970,沪市ETF(码段),prefixed,False,458,2024-11-07,2026-09-22,16407602.366666667,False,False,True,True,,,
562990,沪市ETF(码段),prefixed,False,1016,2022-07-19,2026-09-22,6192639.25,False,False,True,True,,,
563000,沪市ETF(码段),prefixed,False,1185,2021-11-08,2026-09-22,20809739.566666666,True,False,True,True,,,
563010,沪市ETF(码段),prefixed,False,777,2023-07-13,2026-09-22,12391266.583333334,False,False,True,True,,,
563020,沪市ETF(码段),prefixed,False,673,2023-12-14,2026-09-22,309716578.4166667,True,True,True,True,,,
563030,沪市ETF(码段),prefixed,False,859,2023-03-13,2026-09-22,5902497.55,False,False,True,True,,,
563050,沪市ETF(码段),prefixed,False,782,2023-07-06,2026-09-22,13519484.55,False,False,True,True,,,
563060,沪市ETF(码段),prefixed,False,332,2025-05-19,2026-09-22,2417438.9,False,False,False,True,,,
563080,沪市ETF(码段),prefixed,False,613,2024-03-18,2026-09-22,41261487.11666667,True,False,True,True,,,
563090,沪市ETF(码段),prefixed,False,560,2024-06-06,2026-09-22,5929597.25,False,False,True,True,,,
563150,沪市ETF(码段),prefixed,False,565,2024-05-30,2026-09-22,3311951.7,False,False,True,True,,,
