code,class,source,in_core48,rows,first_date,last_date,tail60_avg_amount,L1,L2,H1,F1,twin_overlap_rows,twin_close_mismatches,twin_pref_first_date
513750,跨境ETF,prefixed,False,686,2023-11-27,2026-09-22,659619433.9666667,True,True,True,True,,,
513770,跨境ETF,prefixed,False,1117,2022-02-18,2026-09-22,577030943.6333333,True,True,True,True,,,
513780,跨境ETF,prefixed,False,467,2024-10-25,2026-09-22,649649358.85,True,True,True,True,,,
513800,跨境ETF,prefixed,False,1761,2019-06-25,2026-09-22,85678173.11666666,True,True,True,True,,,
513810,跨境ETF,prefixed,False,741,2023-09-01,2026-09-22,22614746.016666666,True,False,True,True,,,
513820,跨境ETF,prefixed,False,575,2024-05-16,2026-09-22,75673576.66666667,True,True,True,True,,,
513830,跨境ETF,prefixed,False,379,2025-03-07,2026-09-22,2178568.6,False,False,False,True,,,
513850,跨境ETF,prefixed,False,692,2023-11-17,2026-09-22,86159618.75,True,True,True,True,,,
513860,跨境ETF,prefixed,False,1269,2021-07-02,2026-09-22,151476737.61666667,True,True,True,True,,,
513870,跨境ETF,prefixed,False,703,2023-11-02,2026-09-22,106501528.75,True,True,True,True,,,
513880,跨境ETF,prefixed,False,1761,2019-06-25,2026-09-22,252877355.95,True,True,True,True,,,
513890,跨境ETF,prefixed,False,1132,2022-01-21,2026-09-22,43559147.13333333,True,False,True,True,,,
513900,跨境ETF,prefixed,False,2013,2018-05-25,2026-09-22,12347088.266666668,False,False,True,True,,,
513910,跨境ETF,prefixed,False,623,2024-03-04,2026-09-22,137914548.53333333,True,True,True,True,,,
513920,跨境ETF,prefixed,False,658,2024-01-05,2026-09-22,126039419.68333334,True,True,True,True,,,
513930,跨境ETF,prefixed,False,130,2026-03-18,2026-09-22,98735783.33333333,True,True,False,True,,,
513950,跨境ETF,prefixed,False,826,2023-04-28,2026-09-22,45673937.38333333,True,False,True,True,,,
513970,跨境ETF,prefixed,False,831,2023-04-21,2026-09-22,39932733.55,True,False,True,True,,,
513980,跨境ETF,prefixed,False,1269,2021-07-02,2026-09-22,390770948.6333333,True,True,True,True,,,
513990,跨境ETF,prefixed,False,1480,2020-08-18,2026-09-22,16041586.95,False,False,True,True,,,
515000,沪市ETF(码段),bare,True,1631,2020-01-02,2026-09-22,199943019.85,True,True,True,True,1631.0,0.0,2019-08-16
515010,沪市ETF(码段),prefixed,False,1670,2019-11-07,2026-09-22,69194540.15,True,True,True,True,,,
515020,沪市ETF(码段),prefixed,False,1652,2019-12-03,2026-09-22,140397339.95,True,True,True,True,,,
515030,沪市ETF(码段),bare,True,1593,2020-03-04,2026-09-22,139093219.86666667,True,True,True,True,1593.0,0.0,2020-03-04
515040,沪市ETF(码段),prefixed,False,48,2026-07-17,2026-09-22,9057583.75,False,False,False,True,,,
515050,沪市ETF(码段),bare,True,1631,2020-01-02,2026-09-22,1368258960.2166667,True,True,True,True,1631.0,0.0,2019-10-16
515060,沪市ETF(码段),prefixed,False,1630,2020-01-03,2026-09-22,44545413.43333333,True,False,True,True,,,
515070,沪市ETF(码段),prefixed,False,1637,2019-12-24,2026-09-22,196425449.56666666,True,True,True,True,,,
515080,沪市ETF(码段),prefixed,False,1634,2019-12-27,2026-09-22,387416414.35,True,True,True,True,,,
515090,沪市ETF(码段),prefixed,False,1601,2020-02-20,2026-09-22,1944294.9666666666,False,False,True,True,,,
515100,沪市ETF(码段),prefixed,False,1512,2020-07-03,2026-09-22,150612646.86666667,True,True,True,True,,,
515110,沪市ETF(码段),prefixed,False,1622,2020-01-15,2026-09-22,10278567.85,False,False,True,True,,,
515120,沪市ETF(码段),prefixed,False,1388,2021-01-04,2026-09-22,818396978.5666667,True,True,True,True,,,
515130,沪市ETF(码段),prefixed,False,1549,2020-05-11,2026-09-22,11438362.5,False,False,True,True,,,
515150,沪市ETF(码段),prefixed,False,1622,2020-01-15,2026-09-22,2949427.533333333,False,False,True,True,,,
515160,沪市ETF(码段),prefixed,False,1595,2020-03-02,2026-09-22,1842720.9833333334,False,False,True,True,,,
515170,沪市ETF(码段),bare,True,1381,2021-01-13,2026-09-22,93766566.85,True,True,True,True,1381.0,0.0,2021-01-13
515180,沪市ETF(码段),prefixed,False,1639,2019-12-20,2026-09-22,398999612.1333333,True,True,True,True,,,
515190,沪市ETF(码段),prefixed,False,1525,2020-05-27,2026-09-22,4406313.133333334,False,False,True,True,,,
515200,沪市ETF(码段),prefixed,False,1664,2019-11-15,2026-09-22,3067813.3666666667,False,False,True,True,,,
515210,沪市ETF(码段),prefixed,False,1595,2020-03-02,2026-09-22,83737149.58333333,True,True,True,True,,,
515220,沪市ETF(码段),bare,True,1595,2020-03-02,2026-09-22,914083785.65,True,True,True,True,1595.0,0.0,2020-03-02
515230,沪市ETF(码段),prefixed,False,1352,2021-03-02,2026-09-22,219848900.38333333,True,True,True,True,,,
515250,沪市ETF(码段),prefixed,False,1384,2021-01-08,2026-09-22,20528391.566666666,True,False,True,True,,,
515260,沪市ETF(码段),prefixed,False,1492,2020-07-31,2026-09-22,72981194.36666666,True,True,True,True,,,
515290,沪市ETF(码段),prefixed,False,1392,2020-12-28,2026-09-22,107545333.91666667,True,True,True,True,,,
515300,沪市ETF(码段),prefixed,False,1700,2019-09-19,2026-09-22,126999027.43333334,True,True,True,True,,,
515310,沪市ETF(码段),prefixed,False,1636,2019-12-25,2026-09-22,36772851.13333333,True,False,True,True,,,
515320,沪市ETF(码段),prefixed,False,1384,2021-01-08,2026-09-22,15298032.783333333,False,False,True,True,,,
515330,沪市ETF(码段),prefixed,False,1635,2019-12-26,2026-09-22,28423697.066666666,True,False,True,True,,,
515350,沪市ETF(码段),prefixed,False,1611,2020-02-07,2026-09-22,5069679.35,False,False,True,True,,,
515360,沪市ETF(码段),prefixed,False,1667,2019-11-01,2026-09-22,1239353.3166666667,False,False,True,True,,,
515370,沪市ETF(码段),prefixed,False,208,2025-11-18,2026-09-22,17913579.05,False,False,False,True,,,
515380,沪市ETF(码段),prefixed,False,1580,2020-03-23,2026-09-22,20732564.75,True,False,True,True,,,
515390,沪市ETF(码段),prefixed,False,1625,2020-01-10,2026-09-22,170673651.71666667,True,True,True,True,,,
515400,沪市ETF(码段),prefixed,False,1376,2021-01-20,2026-09-22,142236722.0,True,True,True,True,,,
515440,沪市ETF(码段),prefixed,False,9,2026-09-10,2026-09-22,25202696.555555556,True,False,False,True,,,
515450,沪市ETF(码段),prefixed,False,1598,2020-02-26,2026-09-22,217537848.56666666,True,True,True,True,,,
515460,沪市ETF(码段),prefixed,False,132,2026-03-16,2026-09-22,13465045.1,False,False,False,True,,,
515480,沪市ETF(码段),prefixed,False,57,2026-07-06,2026-09-22,8570613.614035089,False,False,False,True,,,
515530,沪市ETF(码段),prefixed,False,1427,2020-11-09,2026-09-22,4470911.983333333,False,False,True,True,,,
515550,沪市ETF(码段),prefixed,False,1621,2019-12-25,2026-09-22,2133085.3,False,False,True,True,,,
515560,沪市ETF(码段),prefixed,False,1501,2020-07-20,2026-09-22,13103695.766666668,False,False,True,True,,,
515580,沪市ETF(码段),prefixed,False,1677,2019-10-28,2026-09-22,7890106.25,False,False,True,True,,,
515590,沪市ETF(码段),prefixed,False,1616,2020-01-20,2026-09-22,2061829.7666666666,False,False,True,True,,,
515600,沪市ETF(码段),prefixed,False,1638,2019-12-18,2026-09-22,3185128.033333333,False,False,True,True,,,
515630,沪市ETF(码段),prefixed,False,1571,2020-04-03,2026-09-22,59302979.3,True,True,True,True,,,
515640,沪市ETF(码段),prefixed,False,104,2026-04-24,2026-09-22,748608.45,False,False,False,True,,,
515650,沪市ETF(码段),prefixed,False,1668,2019-11-11,2026-09-22,69841559.78333333,True,True,True,True,,,
515660,沪市ETF(码段),prefixed,False,1637,2019-12-24,2026-09-22,2545344.3833333333,False,False,True,True,,,
515680,沪市ETF(码段),prefixed,False,1639,2019-12-18,2026-09-22,3580806.933333333,False,False,True,True,,,
515700,沪市ETF(码段),prefixed,False,1610,2020-02-10,2026-09-22,52423225.1,True,True,True,True,,,
515710,沪市ETF(码段),prefixed,False,1385,2021-01-07,2026-09-22,22417374.7,True,False,True,True,,,
515720,沪市ETF(码段),prefixed,False,236,2025-10-09,2026-09-22,11920314.1,False,False,False,True,,,
515730,沪市ETF(码段),prefixed,False,203,2025-11-25,2026-09-22,1330795.2666666666,False,False,False,True,,,
515750,沪市ETF(码段),prefixed,False,1649,2019-12-06,2026-09-22,12360707.333333334,False,False,True,True,,,
515760,沪市ETF(码段),prefixed,False,1447,2020-10-12,2026-09-22,2907670.9166666665,False,False,True,True,,,
515770,沪市ETF(码段),prefixed,False,1520,2020-06-19,2026-09-22,2670507.966666667,False,False,True,True,,,
515790,沪市ETF(码段),bare,True,1398,2020-12-18,2026-09-22,195842774.35,True,True,True,True,1398.0,0.0,2020-12-18
515800,沪市ETF(码段),prefixed,False,1643,2019-12-16,2026-09-22,121624700.85,True,True,True,True,,,
515810,沪市ETF(码段),prefixed,False,1679,2019-10-25,2026-09-22,11417381.383333333,False,False,True,True,,,
515840,沪市ETF(码段),prefixed,False,44,2026-07-23,2026-09-22,10017142.386363637,False,False,False,True,,,
515850,沪市ETF(码段),prefixed,False,1601,2020-02-21,2026-09-22,69891229.21666667,True,True,True,True,,,
515860,沪市ETF(码段),prefixed,False,1682,2019-10-22,2026-09-22,7981533.5,False,False,True,True,,,
515880,沪市ETF(码段),prefixed,False,1708,2019-09-06,2026-09-22,4283734840.5,True,True,True,True,,,
515890,沪市ETF(码段),prefixed,False,1561,2020-04-20,2026-09-22,7682318.8,False,False,True,True,,,
515900,沪市ETF(码段),prefixed,False,1641,2019-12-18,2026-09-22,7006993.633333334,False,False,True,True,,,
515910,沪市ETF(码段),prefixed,False,1354,2021-02-26,2026-09-22,3036381.6333333333,False,False,True,True,,,
515920,沪市ETF(码段),prefixed,False,1376,2021-01-20,2026-09-22,4268792.8,False,False,True,True,,,
515940,沪市ETF(码段),prefixed,False,4,2026-09-17,2026-09-22,47767856.75,True,False,False,True,,,
515950,沪市ETF(码段),prefixed,False,1573,2020-04-01,2026-09-22,13773449.633333333,False,False,True,True,,,
515960,沪市ETF(码段),prefixed,False,1527,2020-06-10,2026-09-22,6682587.966666667,False,False,True,True,,,
515970,沪市ETF(码段),prefixed,False,148,2026-02-12,2026-09-22,81973676.13333334,True,True,False,True,,,
515980,沪市ETF(码段),prefixed,False,1610,2020-02-10,2026-09-22,296356516.43333334,True,True,True,True,,,
515990,沪市ETF(码段),prefixed,False,1617,2020-01-15,2026-09-22,2242482.6,False,False,True,True,,,
516000,沪市ETF(码段),prefixed,False,1353,2021-03-01,2026-09-22,48385063.78333333,True,False,True,True,,,
516010,沪市ETF(码段),prefixed,False,1349,2021-03-05,2026-09-22,113711129.71666667,True,True,True,True,,,
516020,沪市ETF(码段),prefixed,False,1348,2021-03-08,2026-09-22,122216576.48333333,True,True,True,True,,,
516040,沪市ETF(码段),prefixed,False,3,2026-09-18,2026-09-22,29084959.666666668,True,False,False,True,,,
516050,沪市ETF(码段),prefixed,False,1364,2021-02-05,2026-09-22,12654704.733333332,False,False,True,True,,,
516060,沪市ETF(码段),prefixed,False,1353,2021-03-01,2026-09-22,12833831.833333334,False,False,True,True,,,
516070,沪市ETF(码段),prefixed,False,1314,2021-04-23,2026-09-22,4238083.466666667,False,False,True,True,,,
516080,沪市ETF(码段),prefixed,False,1357,2021-02-23,2026-09-22,272786735.0,True,True,True,True,,,
516090,沪市ETF(码段),prefixed,False,1338,2021-03-19,2026-09-22,45208690.55,True,False,True,True,,,
516100,沪市ETF(码段),prefixed,False,1254,2021-07-23,2026-09-22,39769607.983333334,True,False,True,True,,,
516110,沪市ETF(码段),prefixed,False,1308,2021-05-07,2026-09-22,27585376.216666665,True,False,True,True,,,
516120,沪市ETF(码段),prefixed,False,1347,2021-03-09,2026-09-22,93596225.25,True,True,True,True,,,
516130,沪市ETF(码段),prefixed,False,1203,2021-10-13,2026-09-22,13240036.816666666,False,False,True,True,,,
516150,沪市ETF(码段),prefixed,False,1341,2021-03-17,2026-09-22,165501561.21666667,True,True,True,True,,,
516160,沪市ETF(码段),prefixed,False,1365,2021-02-04,2026-09-22,160949018.06666666,True,True,True,True,,,
516180,沪市ETF(码段),prefixed,False,1351,2021-03-03,2026-09-22,7450043.366666666,False,False,True,True,,,
516190,沪市ETF(码段),prefixed,False,1214,2021-09-17,2026-09-22,18060741.216666665,False,False,True,True,,,
516200,沪市ETF(码段),prefixed,False,1338,2021-03-22,2026-09-22,13198771.866666667,False,False,True,True,,,
516210,沪市ETF(码段),prefixed,False,1211,2021-09-24,2026-09-22,13036903.916666666,False,False,True,True,,,
516220,沪市ETF(码段),prefixed,False,1346,2021-03-10,2026-09-22,15289703.8,False,False,True,True,,,
516230,沪市ETF(码段),prefixed,False,155,2026-02-03,2026-09-22,7590857.15,False,False,False,True,,,
516250,沪市ETF(码段),prefixed,False,184,2025-12-22,2026-09-22,8782521.25,False,False,False,True,,,
516260,沪市ETF(码段),prefixed,False,1248,2021-08-02,2026-09-22,2027111.8,False,False,True,True,,,
516270,沪市ETF(码段),prefixed,False,1254,2021-07-23,2026-09-22,10477971.783333333,False,False,True,True,,,
516290,沪市ETF(码段),prefixed,False,1233,2021-08-23,2026-09-22,14602926.766666668,False,False,True,True,,,
516300,沪市ETF(码段),prefixed,False,1336,2021-03-24,2026-09-22,14347494.55,False,False,True,True,,,
516310,沪市ETF(码段),prefixed,False,1293,2021-05-28,2026-09-22,203657062.76666668,True,True,True,True,,,
516320,沪市ETF(码段),prefixed,False,1286,2021-06-08,2026-09-22,5180087.516666667,False,False,True,True,,,
516330,沪市ETF(码段),prefixed,False,1324,2021-04-09,2026-09-22,759206.0,False,False,True,True,,,
516350,沪市ETF(码段),prefixed,False,1152,2021-12-23,2026-09-22,233154330.1,True,True,True,True,,,
516360,沪市ETF(码段),prefixed,False,1304,2021-05-13,2026-09-22,3498239.6666666665,False,False,True,True,,,
516370,沪市ETF(码段),prefixed,False,118,2026-04-03,2026-09-22,17334857.133333333,False,False,False,True,,,
516380,沪市ETF(码段),prefixed,False,1279,2021-06-18,2026-09-22,855199.2333333333,False,False,True,True,,,
516390,沪市ETF(码段),prefixed,False,1279,2021-06-18,2026-09-22,4025520.566666667,False,False,True,True,,,
516440,沪市ETF(码段),prefixed,False,54,2026-07-09,2026-09-22,8101520.87037037,False,False,False,True,,,
516460,沪市ETF(码段),prefixed,False,344,2025-04-28,2026-09-22,7661668.15,False,False,False,True,,,
516500,沪市ETF(码段),prefixed,False,1341,2021-03-17,2026-09-22,11526429.033333333,False,False,True,True,,,
516510,沪市ETF(码段),prefixed,False,1327,2021-04-07,2026-09-22,192482677.21666667,True,True,True,True,,,
516520,沪市ETF(码段),prefixed,False,1353,2021-03-01,2026-09-22,45797870.36666667,True,False,True,True,,,
516530,沪市ETF(码段),prefixed,False,1136,2022-01-17,2026-09-22,792535.65,False,False,True,True,,,
516550,沪市ETF(码段),prefixed,False,1326,2021-04-08,2026-09-22,8096611.366666666,False,False,True,True,,,
516560,沪市ETF(码段),prefixed,False,1215,2021-09-16,2026-09-22,3753518.316666667,False,False,True,True,,,
516570,沪市ETF(码段),prefixed,False,1279,2021-06-18,2026-09-22,33807164.81666667,True,False,True,True,,,
516580,沪市ETF(码段),prefixed,False,1253,2021-07-26,2026-09-22,3582245.433333333,False,False,True,True,,,
516590,沪市ETF(码段),prefixed,False,1305,2021-05-12,2026-09-22,2671156.8833333333,False,False,True,True,,,
516600,沪市ETF(码段),prefixed,False,1354,2021-02-26,2026-09-22,1572929.4,False,False,True,True,,,
516610,沪市ETF(码段),prefixed,False,1304,2021-05-13,2026-09-22,4551410.916666667,False,False,True,True,,,
516620,沪市ETF(码段),prefixed,False,1186,2021-11-05,2026-09-22,39304877.1,True,False,True,True,,,
516630,沪市ETF(码段),prefixed,False,1224,2021-09-03,2026-09-22,68479677.33333333,True,True,True,True,,,
516640,沪市ETF(码段),prefixed,False,1229,2021-08-27,2026-09-22,227126446.26666668,True,True,True,True,,,
516650,沪市ETF(码段),prefixed,False,1278,2021-06-21,2026-09-22,191627151.75,True,True,True,True,,,
516660,沪市ETF(码段),prefixed,False,1354,2021-02-26,2026-09-22,1506831.8833333333,False,False,True,True,,,
516670,沪市ETF(码段),prefixed,False,1334,2021-03-26,2026-09-22,44920680.93333333,True,False,True,True,,,
516700,沪市ETF(码段),prefixed,False,1300,2021-05-19,2026-09-22,21103498.65,True,False,True,True,,,
516710,沪市ETF(码段),prefixed,False,1237,2021-08-17,2026-09-22,4310752.633333334,False,False,True,True,,,
516720,沪市ETF(码段),prefixed,False,1232,2021-08-13,2026-09-22,270011.11666666664,False,False,True,True,,,
516730,沪市ETF(码段),prefixed,False,1181,2021-11-12,2026-09-22,4497743.183333334,False,False,True,True,,,
516750,沪市ETF(码段),prefixed,False,1186,2021-11-05,2026-09-22,7927481.333333333,False,False,True,True,,,
516760,沪市ETF(码段),prefixed,False,1344,2021-03-12,2026-09-22,6208151.616666666,False,False,True,True,,,
516770,沪市ETF(码段),prefixed,False,1349,2021-03-05,2026-09-22,45188907.35,True,False,True,True,,,
516780,沪市ETF(码段),prefixed,False,1348,2021-03-08,2026-09-22,82882390.85,True,True,True,True,,,
516790,沪市ETF(码段),prefixed,False,1233,2021-08-23,2026-09-22,3724527.3,False,False,True,True,,,
516800,沪市ETF(码段),prefixed,False,1359,2021-02-19,2026-09-22,10764021.233333332,False,False,True,True,,,
516810,沪市ETF(码段),prefixed,False,1140,2022-01-11,2026-09-22,82756372.95,True,True,True,True,,,
516820,沪市ETF(码段),prefixed,False,1270,2021-07-01,2026-09-22,50404110.8,True,True,True,True,,,
516830,沪市ETF(码段),prefixed,False,1268,2021-07-05,2026-09-22,5884185.683333334,False,False,True,True,,,
516840,沪市ETF(码段),prefixed,False,94,2026-05-13,2026-09-22,5582729.716666667,False,False,False,True,,,
516850,沪市ETF(码段),prefixed,False,1339,2021-03-19,2026-09-22,13457404.266666668,False,False,True,True,,,
516860,沪市ETF(码段),prefixed,False,1205,2021-10-11,2026-09-22,59405936.4,True,True,True,True,,,
516880,沪市ETF(码段),prefixed,False,1378,2021-01-18,2026-09-22,17390442.733333334,False,False,True,True,,,
516890,沪市ETF(码段),prefixed,False,1251,2021-07-28,2026-09-22,790043.6833333333,False,False,True,True,,,
516900,沪市ETF(码段),prefixed,False,1311,2021-04-28,2026-09-22,6551576.183333334,False,False,True,True,,,
516910,沪市ETF(码段),prefixed,False,1283,2021-06-11,2026-09-22,16636160.416666666,False,False,True,True,,,
516920,沪市ETF(码段),prefixed,False,1238,2021-08-16,2026-09-22,54965114.166666664,True,True,True,True,,,
516930,沪市ETF(码段),prefixed,False,1236,2021-08-18,2026-09-22,749951.9,False,False,True,True,,,
516950,沪市ETF(码段),prefixed,False,1303,2021-05-14,2026-09-22,7338871.05,False,False,True,True,,,
516960,沪市ETF(码段),prefixed,False,1308,2021-05-07,2026-09-22,709545.4,False,False,True,True,,,
516970,沪市ETF(码段),prefixed,False,1268,2021-07-05,2026-09-22,36504590.8,True,False,True,True,,,
516980,沪市ETF(码段),prefixed,False,1272,2021-06-24,2026-09-22,3425508.316666667,False,False,True,True,,,
517000,沪市ETF(码段),prefixed,False,1349,2021-03-05,2026-09-22,711674.3833333333,False,False,True,True,,,
517010,沪市ETF(码段),prefixed,False,1239,2021-08-12,2026-09-22,2443085.8333333335,False,False,True,True,,,
517030,沪市ETF(码段),prefixed,False,1209,2021-09-27,2026-09-22,851320.5666666667,False,False,True,True,,,
517050,沪市ETF(码段),prefixed,False,1363,2021-02-08,2026-09-22,2369470.8,False,False,True,True,,,
517080,沪市ETF(码段),prefixed,False,1358,2021-02-22,2026-09-22,896853.7166666667,False,False,True,True,,,
517090,沪市ETF(码段),prefixed,False,1149,2021-12-28,2026-09-22,5578463.016666667,False,False,True,True,,,
517100,沪市ETF(码段),prefixed,False,1352,2021-03-02,2026-09-22,1405645.9,False,False,True,True,,,
517110,沪市ETF(码段),prefixed,False,1207,2021-09-30,2026-09-22,61373622.233333334,True,True,True,True,,,
517120,沪市ETF(码段),prefixed,False,1258,2021-07-19,2026-09-22,38016596.1,True,False,True,True,,,
517130,沪市ETF(码段),prefixed,False,81,2026-06-01,2026-09-22,8944015.8,False,False,False,True,,,
517160,沪市ETF(码段),prefixed,False,1141,2022-01-05,2026-09-22,336926.76666666666,False,False,True,True,,,
517170,沪市ETF(码段),prefixed,False,1310,2021-04-20,2026-09-22,719959.2666666667,False,False,True,True,,,
517180,沪市ETF(码段),prefixed,False,1149,2021-12-28,2026-09-22,9041827.1,False,False,True,True,,,
517200,沪市ETF(码段),prefixed,False,1363,2021-02-08,2026-09-22,1877941.3666666667,False,False,True,True,,,
517230,沪市ETF(码段),prefixed,False,24,2026-08-20,2026-09-22,7246810.333333333,False,False,False,True,,,
517300,沪市ETF(码段),prefixed,False,1356,2021-02-24,2026-09-22,3801694.283333333,False,False,True,True,,,
517330,沪市ETF(码段),prefixed,False,1140,2022-01-05,2026-09-22,556818.85,False,False,True,True,,,
517350,沪市ETF(码段),prefixed,False,1289,2021-06-03,2026-09-22,1500011.7833333334,False,False,True,True,,,
517360,沪市ETF(码段),prefixed,False,1268,2021-07-05,2026-09-22,316607.11666666664,False,False,True,True,,,
517380,沪市ETF(码段),prefixed,False,1243,2021-08-09,2026-09-22,102376072.0,True,True,True,True,,,
517390,沪市ETF(码段),prefixed,False,1152,2021-12-23,2026-09-22,10004334.15,False,False,True,True,,,
517400,沪市ETF(码段),prefixed,False,581,2024-05-08,2026-09-22,109186303.06666666,True,True,True,True,,,
517520,沪市ETF(码段),prefixed,False,704,2023-11-01,2026-09-22,842380606.8666667,True,True,True,True,,,
517550,沪市ETF(码段),prefixed,False,1125,2022-02-08,2026-09-22,4520327.25,False,False,True,True,,,
517660,沪市ETF(码段),prefixed,False,1195,2021-10-25,2026-09-22,2006757.2333333334,False,False,True,True,,,
517770,沪市ETF(码段),prefixed,False,1166,2021-12-03,2026-09-22,10253884.516666668,False,False,True,True,,,
517800,沪市ETF(码段),prefixed,False,1230,2021-08-26,2026-09-22,6701319.433333334,False,False,True,True,,,
517850,沪市ETF(码段),prefixed,False,1061,2022-05-16,2026-09-22,1224195.4333333333,False,False,True,True,,,
517880,沪市ETF(码段),prefixed,False,1167,2021-12-01,2026-09-22,3020543.783333333,False,False,True,True,,,
517900,沪市ETF(码段),prefixed,False,1092,2022-03-25,2026-09-22,37383846.61666667,True,False,True,True,,,
517950,沪市ETF(码段),prefixed,False,186,2025-12-18,2026-09-22,7899654.3,False,False,False,True,,,
517990,沪市ETF(码段),prefixed,False,1058,2022-05-19,2026-09-22,3010723.1166666667,False,False,True,True,,,
518600,商品ETF(码段),prefixed,False,1489,2020-08-05,2026-09-22,248664247.11666667,True,True,True,True,,,
518660,商品ETF(码段),prefixed,False,1535,2020-05-29,2026-09-22,214731629.15,True,True,True,True,,,
518680,商品ETF(码段),prefixed,False,1495,2020-07-28,2026-09-22,221044225.05,True,True,True,True,,,
518800,黄金ETF,prefixed,False,3200,2013-07-29,2026-09-22,582439782.85,True,True,True,True,,,
518850,商品ETF(码段),prefixed,False,1530,2020-06-05,2026-09-22,501511670.46666664,True,True,True,True,,,
518860,商品ETF(码段),prefixed,False,1460,2020-09-07,2026-09-22,49548322.56666667,True,False,True,True,,,
518880,黄金ETF,bare,True,1631,2020-01-02,2026-09-22,4252823993.2166667,True,True,True,True,1631.0,0.0,2013-07-29
518890,商品ETF(码段),prefixed,False,1451,2020-09-28,2026-09-22,53758100.6,True,True,True,True,,,
520500,沪市ETF(码段),prefixed,False,422,2024-12-27,2026-09-22,1770571958.5,True,True,True,True,,,
520510,沪市ETF(码段),prefixed,False,275,2025-08-07,2026-09-22,264493589.46666667,True,True,False,True,,,
520520,沪市ETF(码段),prefixed,False,462,2024-11-01,2026-09-22,3894909.35,False,False,True,True,,,
520530,沪市ETF(码段),prefixed,False,194,2025-12-08,2026-09-22,31295872.45,True,False,False,True,,,
520550,沪市ETF(码段),prefixed,False,403,2025-01-24,2026-09-22,42528911.21666667,True,False,True,True,,,
520560,沪市ETF(码段),prefixed,False,234,2025-10-13,2026-09-22,8053436.45,False,False,False,True,,,
520570,沪市ETF(码段),prefixed,False,209,2025-11-17,2026-09-22,108488943.6,True,True,False,True,,,
520580,沪市ETF(码段),prefixed,False,390,2025-02-20,2026-09-22,3785889.9166666665,False,False,False,True,,,
520590,沪市ETF(码段),prefixed,False,199,2025-12-01,2026-09-22,12316124.216666667,False,False,False,True,,,
520600,沪市ETF(码段),prefixed,False,421,2024-12-30,2026-09-22,148710120.83333334,True,True,True,True,,,
520610,沪市ETF(码段),prefixed,False,151,2026-02-09,2026-09-22,8371822.116666666,False,False,False,True,,,
520620,沪市ETF(码段),prefixed,False,267,2025-08-19,2026-09-22,5005493.416666667,False,False,False,True,,,
520630,沪市ETF(码段),prefixed,False,184,2025-12-22,2026-09-22,29137082.133333333,True,False,False,True,,,
520650,沪市ETF(码段),prefixed,False,214,2025-11-10,2026-09-22,121378500.08333333,True,True,False,True,,,
520660,沪市ETF(码段),prefixed,False,537,2024-07-10,2026-09-22,74931656.88333334,True,True,True,True,,,
520670,沪市ETF(码段),prefixed,False,267,2025-08-19,2026-09-22,15458181.466666667,False,False,False,True,,,
520680,沪市ETF(码段),prefixed,False,124,2026-03-26,2026-09-22,5843357.766666667,False,False,False,True,,,
520690,沪市ETF(码段),prefixed,False,279,2025-08-01,2026-09-22,126787983.4,True,True,False,True,,,
520700,沪市ETF(码段),prefixed,False,476,2024-10-14,2026-09-22,494250359.8833333,True,True,True,True,,,
520710,沪市ETF(码段),prefixed,False,81,2026-06-01,2026-09-22,58820082.38333333,True,True,False,True,,,
520720,沪市ETF(码段),prefixed,False,240,2025-09-25,2026-09-22,19097190.783333335,False,False,False,True,,,
520730,沪市ETF(码段),prefixed,False,92,2026-05-15,2026-09-22,2419699.1166666667,False,False,False,True,,,
520740,沪市ETF(码段),prefixed,False,32,2026-08-10,2026-09-22,6411951.1875,False,False,False,True,,,
520750,沪市ETF(码段),prefixed,False,53,2026-07-10,2026-09-22,31083894.150943395,True,False,False,True,,,
520760,沪市ETF(码段),prefixed,False,142,2026-03-02,2026-09-22,31514379.933333334,True,False,False,True,,,
520770,沪市ETF(码段),prefixed,False,161,2026-01-26,2026-09-22,4042766.033333333,False,False,False,True,,,
520780,沪市ETF(码段),prefixed,False,179,2025-12-29,2026-09-22,17885519.366666667,False,False,False,True,,,
520790,沪市ETF(码段),prefixed,False,122,2026-03-30,2026-09-22,17037589.766666666,False,False,False,True,,,
520810,沪市ETF(码段),prefixed,False,171,2026-01-12,2026-09-22,5865455.016666667,False,False,False,True,,,
520820,沪市ETF(码段),prefixed,False,189,2025-12-15,2026-09-22,1570583.15,False,False,False,True,,,
520830,沪市ETF(码段),prefixed,False,532,2024-07-16,2026-09-22,16880168.316666666,False,False,True,True,,,
520840,沪市ETF(码段),prefixed,False,263,2025-08-25,2026-09-22,58005767.2,True,True,False,True,,,
520850,沪市ETF(码段),prefixed,False,166,2026-01-19,2026-09-22,35035588.666666664,True,False,False,True,,,
520860,沪市ETF(码段),prefixed,False,284,2025-07-25,2026-09-22,28208882.833333332,True,False,False,True,,,
520870,沪市ETF(码段),prefixed,False,211,2025-11-13,2026-09-22,58480833.983333334,True,True,False,True,,,
520880,沪市ETF(码段),prefixed,False,298,2025-07-07,2026-09-22,481224167.3833333,True,True,False,True,,,
520890,沪市ETF(码段),prefixed,False,487,2024-09-20,2026-09-22,20666081.716666665,True,False,True,True,,,
520900,沪市ETF(码段),prefixed,False,537,2024-07-10,2026-09-22,66587711.15,True,True,True,True,,,
