code,board,first,last,ok_static,exclude_reason
002582,main,2011-05-20,2026-09-22,True,
002583,main,2011-05-27,2026-09-22,False,r1_loss
002584,main,2011-06-02,2026-09-22,False,r1_loss
002585,main,2011-06-02,2026-09-22,False,r1_loss
002586,main,2011-06-02,2026-09-22,True,
002587,main,2011-06-10,2026-09-22,True,
002588,main,2011-06-10,2026-09-22,True,
002589,main,2011-06-10,2026-09-22,True,
002590,main,2011-06-10,2026-09-22,True,
002591,main,2011-06-21,2026-09-22,False,r1_loss
002592,main,2011-11-11,2026-09-22,False,r2_st
002593,main,2011-06-28,2026-09-22,True,
002594,main,2011-06-30,2026-09-22,True,
002595,main,2011-06-28,2026-09-22,True,
002596,main,2011-07-07,2026-09-22,False,r1_loss
002597,main,2011-07-07,2026-09-22,True,
002598,main,2011-07-07,2026-09-22,False,r2_st
002599,main,2011-07-15,2026-09-22,False,r1_loss
002600,main,2011-07-15,2026-09-22,True,
002601,main,2011-07-15,2026-09-22,True,
002602,main,2011-07-28,2026-09-22,True,
002603,main,2011-07-28,2026-09-22,True,
002605,main,2011-08-05,2026-09-22,True,
002606,main,2011-08-05,2026-09-22,True,
002607,main,2011-08-10,2026-09-22,True,
002608,main,2011-08-10,2026-09-22,True,
002609,main,2011-08-15,2026-09-22,True,
002611,main,2011-08-30,2026-09-22,True,
002612,main,2011-08-30,2026-09-22,True,
002613,main,2011-08-30,2026-09-22,False,r1_loss
002614,main,2011-09-09,2026-09-22,False,r1_loss
002615,main,2011-09-09,2026-09-22,True,
002616,main,2011-09-20,2026-09-22,True,
002617,main,2011-09-20,2026-09-22,True,
002620,main,2011-09-29,2026-09-22,False,r1_loss+r2_st
002622,main,2011-10-18,2026-09-22,False,r1_loss
002623,main,2011-10-13,2026-09-22,False,r1_loss
002624,main,2011-10-28,2026-09-22,True,
002625,main,2011-11-03,2026-09-22,True,
002626,main,2011-10-28,2026-09-22,True,
002627,main,2011-11-03,2026-09-22,True,
002628,main,2011-11-03,2026-09-22,False,r1_loss
002629,main,2011-11-03,2026-09-22,True,
002630,main,2011-11-11,2026-09-22,False,r1_loss+r2_st
002631,main,2011-11-11,2026-09-22,False,r1_loss
002632,main,2011-11-22,2026-09-22,True,
002633,main,2011-11-22,2026-09-22,True,
002634,main,2011-12-05,2026-09-22,False,r1_loss+r2_st
002635,main,2011-11-25,2026-09-22,True,
002636,main,2011-11-25,2026-09-22,True,
002637,main,2011-11-25,2026-09-22,True,
002638,main,2011-11-25,2026-09-22,False,r1_loss
002639,main,2011-12-05,2026-09-22,True,
002640,main,2011-12-08,2026-09-22,False,r1_loss
002641,main,2011-12-08,2026-09-22,True,
002642,main,2011-12-20,2026-09-22,True,
002643,main,2011-12-20,2026-09-22,True,
002644,main,2011-12-22,2026-09-22,True,
002645,main,2011-12-20,2026-09-22,True,
002646,main,2011-12-22,2026-09-22,False,r1_loss
002647,main,2011-12-28,2026-09-22,True,
002648,main,2011-12-28,2026-09-22,True,
002649,main,2012-01-06,2026-09-22,True,
002650,main,2012-01-06,2026-09-22,False,r1_loss+r2_st
002651,main,2012-01-06,2026-09-22,True,
002652,main,2012-01-19,2026-09-22,False,r1_loss
002653,main,2012-01-17,2026-09-22,True,
002654,main,2012-02-17,2026-09-22,True,
002655,main,2012-02-17,2026-09-22,True,
002656,main,2012-02-28,2026-09-22,False,r1_loss
002657,main,2012-02-28,2026-09-22,False,r1_loss
002658,main,2012-03-09,2026-09-22,True,
002659,main,2012-03-09,2026-09-22,False,r1_loss
002660,main,2012-03-16,2026-09-22,False,r1_loss
002661,main,2012-03-16,2026-09-22,False,r1_loss
002662,main,2012-03-09,2026-09-22,True,
002663,main,2012-03-16,2026-09-22,False,r1_loss
002664,main,2012-03-16,2026-09-22,True,
002666,main,2012-03-27,2026-09-22,True,
002667,main,2012-03-29,2026-09-22,False,r1_loss+r2_st
002668,main,2012-04-16,2026-09-22,True,
002669,main,2012-04-16,2026-09-22,True,
002670,main,2012-04-16,2026-09-22,True,
002671,main,2012-04-26,2026-09-22,True,
002672,main,2012-04-26,2026-09-22,False,r1_loss
002673,main,2012-05-03,2026-09-22,True,
002674,main,2012-05-07,2026-09-22,True,
002675,main,2012-05-25,2026-09-22,True,
002676,main,2012-05-25,2026-09-22,True,
002677,main,2012-05-25,2026-09-22,False,r1_loss
002678,main,2012-05-30,2026-09-22,False,r1_loss
002679,main,2012-06-05,2026-09-22,True,
002681,main,2012-06-05,2026-09-22,False,r1_loss
002682,main,2012-06-12,2026-09-22,False,r1_loss
002683,main,2012-06-12,2026-09-22,True,
002685,main,2012-06-12,2026-09-22,True,
002686,main,2012-07-03,2026-09-22,False,r1_loss
002687,main,2012-07-16,2026-09-22,True,
002688,main,2012-07-16,2026-09-22,True,
002689,main,2012-07-18,2026-09-22,False,r2_st
002690,main,2012-07-31,2026-09-22,True,
002691,main,2012-07-31,2026-09-22,False,r1_loss+r2_st
002692,main,2012-08-08,2026-09-22,False,r1_loss
002693,main,2012-08-08,2026-09-22,True,
002694,main,2012-08-16,2026-09-22,False,r1_loss+r2_st
002695,main,2012-09-05,2026-09-22,True,
002696,main,2012-09-05,2026-09-22,False,r1_loss
002697,main,2012-09-05,2026-09-22,True,
002698,main,2012-09-11,2026-09-22,True,
002700,main,2012-09-21,2026-09-22,True,
002701,main,2012-10-11,2026-09-22,True,
002702,main,2012-10-11,2026-09-22,False,r1_loss
002703,main,2012-11-02,2026-09-22,True,
002705,main,2014-01-21,2026-09-22,True,
002706,main,2014-01-21,2026-09-22,True,
002707,main,2014-01-23,2026-09-22,False,r1_loss
002708,main,2014-01-21,2026-09-22,True,
002709,main,2014-01-23,2026-09-22,True,
002712,main,2014-01-23,2026-09-22,False,r1_loss
002713,main,2014-02-19,2026-09-22,True,
002714,main,2014-01-28,2026-09-22,False,r1_loss
002715,main,2014-02-19,2026-09-22,False,r1_loss
002716,main,2014-01-28,2026-09-22,True,
002717,main,2014-02-19,2026-09-22,False,r1_loss+r2_st
002718,main,2014-01-28,2026-09-22,True,
002719,main,2014-01-28,2026-09-22,False,r1_loss+r2_st
002721,main,2014-01-27,2026-09-22,True,
002722,main,2014-01-28,2026-09-22,True,
002723,main,2014-01-29,2026-09-22,False,r1_loss
002724,main,2014-11-04,2026-09-22,True,
002725,main,2014-01-29,2026-09-22,False,r1_loss
002726,main,2014-06-26,2026-09-22,False,r1_loss+r2_st
002727,main,2014-07-02,2026-09-22,True,
002728,main,2014-07-31,2026-09-22,True,
002729,main,2014-09-12,2026-09-22,True,
002730,main,2014-10-09,2026-09-22,True,
002731,main,2014-11-04,2026-08-31,False,r1_loss+r2_st
002732,main,2014-12-05,2026-09-22,True,
002733,main,2014-12-03,2026-09-22,True,
002734,main,2015-01-27,2026-09-22,True,
002735,main,2014-12-03,2026-09-22,False,r1_loss
002736,main,2014-12-29,2026-09-22,True,
002737,main,2014-12-30,2026-09-22,False,r1_loss
002738,main,2014-12-30,2026-09-22,True,
002739,main,2015-01-22,2026-09-22,False,r1_loss
002741,main,2015-02-16,2026-09-22,True,
002742,main,2015-02-17,2026-09-22,False,r1_loss
002743,main,2015-02-17,2026-09-22,False,r1_loss+r2_st
002745,main,2015-02-17,2026-09-22,False,r1_loss
002746,main,2015-02-16,2026-09-22,True,
002747,main,2015-03-20,2026-09-22,True,
002748,main,2015-03-19,2026-09-22,True,
002749,main,2015-03-20,2026-09-22,True,
002752,main,2015-04-22,2026-09-22,True,
002753,main,2015-05-19,2026-09-22,True,
002755,main,2015-05-15,2026-09-22,True,
002756,main,2015-05-15,2026-09-22,True,
002757,main,2015-05-27,2026-09-22,True,
002758,main,2015-05-27,2026-09-22,True,
002759,main,2015-05-28,2026-09-22,False,r2_st
002760,main,2015-06-11,2026-09-22,True,
002761,main,2015-06-10,2026-09-22,True,
002762,main,2015-06-10,2026-09-22,False,r1_loss
002763,main,2015-06-10,2026-09-22,True,
002765,main,2015-06-12,2026-09-22,True,
002766,main,2015-06-11,2026-09-22,False,r1_loss
002767,main,2015-06-12,2026-09-22,True,
002768,main,2015-06-30,2026-09-22,True,
002769,main,2015-06-29,2026-09-22,True,
002771,main,2015-06-29,2026-09-22,False,r1_loss
002772,main,2015-06-26,2026-09-22,True,
002773,main,2015-06-26,2026-09-22,True,
002774,main,2017-03-24,2026-09-22,True,
002775,main,2015-06-29,2026-09-22,False,r1_loss
002777,main,2015-12-31,2026-09-22,True,
002778,main,2016-01-06,2026-09-22,True,
002779,main,2015-12-09,2026-09-22,True,
002780,main,2015-12-09,2026-09-22,True,
002782,main,2015-12-22,2026-09-22,True,
002783,main,2015-12-09,2026-09-22,True,
002785,main,2015-12-23,2026-09-22,False,r1_loss
002786,main,2015-12-23,2026-09-22,False,r1_loss
002787,main,2015-12-31,2026-09-22,True,
002788,main,2016-02-18,2026-09-22,True,
002789,main,2016-03-11,2026-09-22,False,r1_loss+r2_st
002790,main,2016-03-08,2026-09-22,False,r1_loss
002791,main,2016-03-29,2026-09-22,False,r1_loss
002792,main,2016-03-28,2026-09-22,False,r1_loss
002793,main,2016-04-15,2026-09-22,False,r1_loss
002795,main,2016-04-28,2026-09-22,False,r1_loss
002796,main,2016-05-10,2026-09-22,False,r1_loss
002797,main,2016-05-11,2026-09-22,True,
002798,main,2016-05-25,2026-09-22,False,r1_loss
002799,main,2016-06-08,2026-09-22,False,r1_loss
002800,main,2016-05-30,2026-09-22,False,r1_loss
002801,main,2016-06-22,2026-09-22,True,
002802,main,2016-06-29,2026-09-22,True,
002803,main,2016-07-12,2026-09-22,True,
002805,main,2016-07-07,2026-09-22,False,r1_loss
002806,main,2016-07-26,2026-09-22,False,r1_loss
002807,main,2016-09-02,2026-09-22,True,
002809,main,2016-08-23,2026-09-22,False,r1_loss
002810,main,2016-08-26,2026-09-22,True,
002811,main,2016-09-08,2026-09-22,True,
002812,main,2016-09-14,2026-09-22,True,
002813,main,2016-10-12,2026-09-22,False,r1_loss
002815,main,2016-10-12,2026-09-22,True,
002816,main,2016-10-25,2026-09-22,False,r2_st
002817,main,2016-10-25,2026-09-22,True,
002818,main,2016-11-09,2026-09-22,True,
002819,main,2016-11-11,2026-09-22,False,r1_loss
002820,main,2016-11-18,2026-09-22,False,r1_loss
002821,main,2016-11-18,2026-09-22,True,
002822,main,2016-11-29,2026-09-22,False,r1_loss+r2_st
002823,main,2016-11-24,2026-09-22,True,
002824,main,2017-01-12,2026-09-22,True,
002825,main,2016-11-29,2026-09-22,True,
002826,main,2016-12-09,2026-09-22,True,
002827,main,2016-12-09,2026-09-22,True,
002828,main,2016-12-08,2026-09-22,False,r1_loss
002829,main,2016-12-13,2026-09-22,False,r1_loss
002830,main,2016-12-13,2026-09-22,True,
002831,main,2016-12-16,2026-09-22,True,
002832,main,2016-12-23,2026-09-22,True,
002833,main,2016-12-28,2026-09-22,True,
002835,main,2016-12-28,2026-09-22,True,
002836,main,2016-12-29,2026-09-22,True,
002837,main,2016-12-29,2026-09-22,True,
002838,main,2017-01-06,2026-09-22,True,
002839,main,2017-01-24,2026-09-22,True,
002840,main,2017-01-10,2026-09-22,False,r1_loss
002841,main,2017-01-19,2026-09-22,True,
002842,main,2017-01-19,2026-09-22,True,
002843,main,2017-01-20,2026-09-22,False,r1_loss
002845,main,2017-01-25,2026-09-22,True,
002846,main,2017-02-07,2026-09-22,True,
002847,main,2017-02-08,2026-09-22,True,
002848,main,2017-02-13,2026-09-22,False,r1_loss
002849,main,2017-02-17,2026-09-22,True,
002850,main,2017-03-02,2026-09-22,True,
002851,main,2017-03-06,2026-09-22,True,
002852,main,2017-03-10,2026-09-22,True,
002853,main,2017-03-10,2026-09-22,False,r1_loss
002855,main,2017-03-21,2026-09-22,False,r1_loss
002856,main,2017-03-20,2026-09-22,False,r1_loss+r2_st
002857,main,2017-03-23,2026-09-22,False,r1_loss
002858,main,2017-03-24,2026-09-22,False,r1_loss
002859,main,2017-04-07,2026-09-22,True,
002860,main,2017-04-12,2026-09-21,True,
002861,main,2017-04-13,2026-09-22,False,r1_loss
002862,main,2017-04-11,2026-09-22,False,r1_loss
002863,main,2017-04-18,2026-09-22,True,
002864,main,2017-11-16,2026-09-22,True,
002865,main,2017-04-25,2026-09-22,False,r1_loss
002866,main,2017-04-26,2026-09-22,True,
002867,main,2017-04-27,2026-09-22,True,
002868,main,2017-05-03,2026-09-22,False,r1_loss
002869,main,2017-05-15,2026-09-22,False,r1_loss
002870,main,2017-05-15,2026-09-22,True,
002871,main,2017-05-11,2026-09-22,True,
002872,main,2017-05-19,2026-09-22,False,r1_loss+r2_st
002873,main,2017-05-19,2026-09-22,True,
002875,main,2017-06-01,2026-09-22,False,r1_loss
002876,main,2017-05-25,2026-09-22,True,
002877,main,2017-06-05,2026-09-22,True,
002878,main,2017-06-06,2026-09-22,False,r1_loss
002879,main,2017-07-07,2026-09-22,True,
002880,main,2017-06-16,2026-09-22,True,
002881,main,2017-06-22,2026-09-22,True,
002882,main,2017-07-17,2026-09-22,True,
002883,main,2017-06-20,2026-09-22,False,r1_loss+r2_st
002884,main,2017-07-11,2026-09-22,True,
002885,main,2017-06-27,2026-09-22,True,
002886,main,2017-06-27,2026-09-22,True,
002887,main,2017-08-01,2026-09-22,True,
002888,main,2017-07-21,2026-09-22,True,
002889,main,2017-07-31,2026-09-22,True,
002890,main,2017-08-02,2026-09-22,True,
002891,main,2017-08-21,2026-09-22,True,
002892,main,2017-08-17,2026-09-22,False,r1_loss
002893,main,2017-09-15,2026-09-22,True,
002895,main,2017-08-25,2026-09-22,True,
002896,main,2017-08-29,2026-09-22,True,
002897,main,2017-09-07,2026-09-22,True,
002899,main,2017-09-15,2026-09-22,True,
002900,main,2017-09-22,2026-09-22,False,r1_loss
002901,main,2017-09-22,2026-09-22,True,
002902,main,2017-09-29,2026-09-22,False,r1_loss
002903,main,2017-10-13,2026-09-22,False,r1_loss
002905,main,2017-10-16,2026-09-22,False,r1_loss
002906,main,2017-10-13,2026-09-22,True,
002907,main,2017-10-20,2026-09-22,True,
002908,main,2017-10-20,2026-09-22,False,r1_loss
002909,main,2017-10-26,2026-09-22,False,r1_loss
002910,main,2017-10-31,2026-09-22,False,r1_loss
002911,main,2017-11-22,2026-09-22,True,
002912,main,2017-11-21,2026-09-22,True,
002913,main,2017-12-01,2026-09-22,True,
002915,main,2017-12-05,2026-09-22,True,
002916,main,2017-12-13,2026-09-22,True,
002917,main,2017-12-08,2026-09-22,True,
002918,main,2017-12-19,2026-09-22,True,
002919,main,2017-12-18,2026-09-22,False,r1_loss
002920,main,2017-12-26,2026-09-22,True,
002921,main,2017-12-27,2026-09-22,False,r1_loss
002922,main,2017-12-29,2026-09-22,True,
002923,main,2018-01-05,2026-09-22,False,r1_loss
002925,main,2018-01-15,2026-09-22,True,
002926,main,2018-02-05,2026-09-22,True,
002927,main,2018-02-23,2026-09-22,False,r1_loss
002928,main,2018-03-02,2026-09-22,True,
002929,main,2018-03-01,2026-09-22,True,
002930,main,2018-03-28,2026-09-22,False,r1_loss
002931,main,2018-04-03,2026-09-22,True,
002932,main,2018-07-10,2026-09-22,False,r1_loss+r2_st
002933,main,2018-08-28,2026-09-22,True,
002935,main,2018-09-03,2026-09-22,True,
002936,main,2018-09-19,2026-09-22,True,
002937,main,2018-09-26,2026-09-22,True,
002938,main,2018-09-18,2026-09-22,True,
002939,main,2018-10-26,2026-09-22,True,
002940,main,2018-10-23,2026-09-22,True,
002941,main,2018-11-28,2026-09-22,True,
002942,main,2018-12-05,2026-09-22,True,
002943,main,2018-11-29,2026-09-22,False,r1_loss
002945,main,2019-01-17,2026-09-22,True,
002946,main,2019-01-25,2026-09-22,True,
002947,main,2019-02-01,2026-09-22,True,
002948,main,2019-01-16,2026-09-22,True,
002949,main,2019-02-26,2026-09-22,True,
002950,main,2019-03-11,2026-09-22,True,
002951,main,2019-03-15,2026-09-22,False,r1_loss
002952,main,2019-03-28,2026-09-22,True,
002953,main,2019-05-09,2026-09-22,True,
002955,main,2019-05-23,2026-09-22,True,
002956,main,2019-06-19,2026-09-22,True,
002957,main,2019-07-26,2026-09-22,True,
002958,main,2019-03-26,2026-09-22,True,
002959,main,2019-08-23,2026-09-22,True,
002960,main,2019-08-09,2026-09-22,True,
002961,main,2019-09-05,2026-09-22,True,
002962,main,2019-09-17,2026-09-22,True,
002963,main,2019-10-28,2026-09-22,False,r1_loss
002965,main,2019-10-25,2026-09-22,True,
002966,main,2019-08-02,2026-09-22,True,
002967,main,2019-11-08,2026-09-22,True,
002968,main,2019-12-03,2026-09-22,True,
002969,main,2019-12-02,2026-09-22,True,
002970,main,2019-12-17,2026-09-22,True,
002971,main,2020-01-13,2026-09-22,True,
002972,main,2019-12-27,2026-09-22,True,
002973,main,2020-01-06,2026-09-22,True,
002975,main,2020-02-05,2026-09-22,True,
002976,main,2020-03-06,2026-09-22,False,r1_loss
002977,main,2020-03-17,2026-09-22,False,r1_loss+r2_st
002978,main,2020-04-17,2026-09-22,True,
002979,main,2020-04-08,2026-09-22,True,
002980,main,2020-04-15,2026-09-22,True,
002981,main,2020-04-17,2026-09-22,True,
002982,main,2020-04-24,2026-09-22,True,
002983,main,2020-04-28,2026-09-22,True,
002984,main,2020-09-11,2026-09-22,True,
002985,main,2020-04-29,2026-09-22,True,
002986,main,2020-06-02,2026-09-22,False,r1_loss
002987,main,2020-05-07,2026-09-22,True,
002988,main,2020-05-18,2026-09-22,True,
002989,main,2020-06-10,2026-09-22,False,r1_loss
002990,main,2020-05-25,2026-09-22,True,
002991,main,2020-07-31,2026-09-22,True,
002992,main,2020-08-03,2026-09-22,True,
002993,main,2020-08-17,2026-09-22,True,
002995,main,2020-08-05,2026-09-22,False,r1_loss
002996,main,2020-08-28,2026-09-22,True,
002997,main,2020-09-03,2026-09-22,True,
002998,main,2020-09-25,2026-09-22,True,
002999,main,2020-09-03,2026-09-22,True,
003000,main,2020-09-14,2026-09-22,True,
003001,main,2020-10-13,2026-09-22,False,r1_loss
003002,main,2020-09-22,2026-09-22,True,
003003,main,2020-09-21,2026-09-22,True,
003004,main,2020-11-26,2026-09-22,False,r1_loss
003005,main,2020-09-22,2026-09-22,False,r1_loss
003006,main,2020-09-21,2026-09-22,True,
003007,main,2020-09-23,2026-09-22,True,
003008,main,2020-09-23,2026-09-22,True,
003009,main,2020-09-25,2026-09-22,False,r1_loss
003010,main,2020-09-25,2026-09-22,True,
003011,main,2020-09-30,2026-09-22,True,
003012,main,2020-10-19,2026-09-22,True,
003013,main,2020-10-22,2026-09-22,True,
003015,main,2020-10-21,2026-09-22,True,
003016,main,2020-10-26,2026-09-22,True,
003017,main,2020-10-26,2026-09-22,True,
003018,main,2020-11-06,2026-09-22,True,
003019,main,2020-11-17,2026-09-22,True,
003020,main,2020-12-15,2026-09-22,True,
003021,main,2020-12-04,2026-09-22,True,
003022,main,2020-12-08,2026-09-22,True,
003023,main,2020-12-11,2026-09-22,True,
003025,main,2020-12-11,2026-09-22,True,
003026,main,2020-12-18,2026-09-22,True,
003027,main,2020-12-18,2026-09-22,True,
003028,main,2020-12-28,2026-09-22,True,
003029,main,2020-12-24,2026-09-22,False,r1_loss
003030,main,2021-01-06,2026-09-22,True,
003031,main,2021-01-04,2026-09-22,True,
003032,main,2021-01-12,2026-09-22,False,r1_loss
003033,main,2021-01-11,2026-09-22,True,
003035,main,2021-01-19,2026-09-22,True,
003036,main,2021-01-28,2026-09-22,True,
003037,main,2021-02-04,2026-09-22,False,r1_loss
003038,main,2021-02-10,2026-09-22,False,r1_loss
003039,main,2021-03-08,2026-09-22,True,
003040,main,2021-03-22,2026-09-22,False,r1_loss
003041,main,2021-04-06,2026-09-22,True,
003042,main,2021-04-06,2026-09-22,False,r1_loss
003043,main,2021-04-06,2026-09-22,True,
003816,main,2019-08-26,2026-09-22,True,
300001,chinext,2009-10-30,2026-09-22,True,
300002,chinext,2009-10-30,2026-09-22,True,
300003,chinext,2009-10-30,2026-09-22,True,
300004,chinext,2009-10-30,2026-09-22,True,
300005,chinext,2009-10-30,2026-09-22,True,
300006,chinext,2009-10-30,2026-09-22,False,r1_loss
300007,chinext,2009-10-30,2026-09-22,True,
300008,chinext,2009-10-30,2026-09-22,True,
300009,chinext,2009-10-30,2026-09-22,True,
300010,chinext,2009-10-30,2026-09-22,False,r1_loss+r2_st
300011,chinext,2009-10-30,2026-09-22,False,r1_loss
300012,chinext,2009-10-30,2026-09-22,True,
300013,chinext,2009-10-30,2026-09-22,False,r1_loss
300014,chinext,2009-10-30,2026-09-22,True,
300015,chinext,2009-10-30,2026-09-22,True,
300016,chinext,2009-10-30,2026-09-22,True,
300017,chinext,2009-10-30,2026-09-22,True,
300018,chinext,2009-10-30,2026-09-22,True,
300019,chinext,2009-10-30,2026-09-22,True,
300020,chinext,2009-10-30,2026-09-22,False,r1_loss+r2_st
300021,chinext,2009-10-30,2026-09-22,True,
300022,chinext,2009-10-30,2026-09-22,False,r1_loss
300024,chinext,2009-10-30,2026-09-22,False,r1_loss
300025,chinext,2009-10-30,2026-09-22,False,r1_loss
300026,chinext,2009-10-30,2026-09-22,True,
300027,chinext,2009-10-30,2026-09-22,False,r1_loss+r2_st
300030,chinext,2009-12-25,2026-09-22,True,
300031,chinext,2009-12-25,2026-09-22,True,
300032,chinext,2009-12-25,2026-09-22,False,r1_loss
300033,chinext,2009-12-25,2026-09-22,True,
300034,chinext,2009-12-25,2026-09-22,True,
300035,chinext,2009-12-25,2026-09-22,True,
300036,chinext,2009-12-25,2026-09-22,False,r1_loss
300037,chinext,2010-01-08,2026-09-22,True,
300039,chinext,2010-01-08,2026-09-22,True,
300040,chinext,2010-01-08,2026-09-22,True,
300041,chinext,2010-01-08,2026-09-22,True,
300042,chinext,2010-01-08,2026-09-22,True,
300043,chinext,2010-01-20,2026-09-22,True,
300044,chinext,2010-01-20,2026-09-22,False,r1_loss+r2_st
300045,chinext,2010-01-20,2026-09-22,False,r1_loss
300046,chinext,2010-01-20,2026-09-22,True,
300047,chinext,2010-01-20,2026-09-22,True,
300048,chinext,2010-01-20,2026-09-22,False,r1_loss
300049,chinext,2010-01-20,2026-09-22,True,
300050,chinext,2010-01-20,2026-09-22,True,
300051,chinext,2010-02-11,2026-09-22,False,r1_loss
300052,chinext,2010-02-11,2026-09-22,False,r1_loss
300053,chinext,2010-02-11,2026-09-22,False,r1_loss
300054,chinext,2010-02-11,2026-09-22,True,
300055,chinext,2010-02-26,2026-09-22,False,r1_loss
300056,chinext,2010-02-26,2026-09-22,False,r1_loss
300057,chinext,2010-02-26,2026-09-22,False,r1_loss
300058,chinext,2010-02-26,2026-09-22,True,
300059,chinext,2010-03-19,2026-09-22,True,
300061,chinext,2010-03-19,2026-09-22,False,r1_loss
300062,chinext,2010-03-19,2026-09-22,False,r1_loss
300063,chinext,2010-03-26,2026-09-22,True,
300065,chinext,2010-03-26,2026-09-22,True,
300066,chinext,2010-03-26,2026-09-22,True,
300067,chinext,2010-04-21,2026-09-22,False,r1_loss
300068,chinext,2010-04-21,2026-09-22,False,r1_loss+r2_st
300069,chinext,2010-04-21,2026-09-22,False,r1_loss
300070,chinext,2010-04-21,2026-09-22,True,
300071,chinext,2010-04-21,2026-09-22,False,r1_loss
300072,chinext,2010-04-27,2026-09-22,False,r1_loss
300073,chinext,2010-04-27,2026-09-22,True,
300074,chinext,2010-04-27,2026-09-22,False,r1_loss
300075,chinext,2010-04-27,2026-09-22,False,r1_loss
300076,chinext,2010-04-30,2026-09-22,False,r1_loss+r2_st
300077,chinext,2010-04-30,2026-09-22,False,r1_loss
300078,chinext,2010-04-30,2026-09-22,False,r1_loss
300079,chinext,2010-04-30,2026-09-22,True,
300080,chinext,2010-06-25,2026-09-22,False,r1_loss
300081,chinext,2010-05-20,2026-09-22,False,r1_loss+r2_st
300082,chinext,2010-05-20,2026-09-18,True,
300083,chinext,2010-05-20,2026-09-22,True,
300084,chinext,2010-05-20,2026-09-22,False,r1_loss
300085,chinext,2010-05-26,2026-09-22,False,r1_loss
300086,chinext,2010-05-26,2026-09-22,False,r1_loss
300087,chinext,2010-05-26,2026-09-22,False,r1_loss+r2_st
300088,chinext,2010-05-26,2026-09-22,True,
300091,chinext,2010-06-25,2026-09-22,False,r1_loss+r2_st
300092,chinext,2010-07-08,2026-09-22,True,
300093,chinext,2010-07-08,2026-09-22,True,
300094,chinext,2010-07-08,2026-09-22,False,r1_loss
300095,chinext,2010-07-28,2026-09-22,False,r1_loss
300096,chinext,2010-07-28,2026-09-22,False,r1_loss+r2_st
300097,chinext,2010-07-28,2026-09-22,False,r1_loss
300098,chinext,2010-07-28,2026-09-22,False,r1_loss
300099,chinext,2010-08-06,2026-09-22,True,
300100,chinext,2010-08-06,2026-09-22,True,
300101,chinext,2010-08-06,2026-09-22,False,r1_loss
300102,chinext,2010-08-12,2026-09-22,True,
300103,chinext,2010-08-12,2026-09-22,False,r1_loss
300105,chinext,2010-08-20,2026-09-22,False,r1_loss
300106,chinext,2010-08-20,2026-09-22,False,r1_loss
300107,chinext,2010-08-20,2026-09-22,False,r1_loss
300109,chinext,2010-08-25,2026-09-22,True,
300110,chinext,2010-08-25,2026-09-22,False,r1_loss
300111,chinext,2010-08-27,2026-09-22,False,r1_loss
300112,chinext,2010-08-27,2026-09-22,False,r1_loss
300113,chinext,2010-08-27,2026-09-22,True,
300115,chinext,2010-09-02,2026-09-22,True,
300118,chinext,2010-09-02,2026-09-22,False,r1_loss
300119,chinext,2010-09-17,2026-09-22,True,
300120,chinext,2010-09-17,2026-09-22,False,r1_loss
300121,chinext,2010-09-17,2026-09-22,True,
300122,chinext,2010-09-28,2026-09-22,False,r1_loss
300123,chinext,2010-09-28,2026-09-22,False,r1_loss+r2_st
300124,chinext,2010-09-28,2026-09-22,True,
300125,chinext,2010-10-13,2026-09-22,True,
300126,chinext,2010-10-13,2026-09-22,False,r1_loss
300127,chinext,2010-10-13,2026-09-22,True,
300128,chinext,2010-10-13,2026-09-22,False,r1_loss
300129,chinext,2010-10-19,2026-09-22,True,
300130,chinext,2010-10-19,2026-09-22,True,
300131,chinext,2010-10-19,2026-09-22,False,r1_loss
300132,chinext,2010-10-26,2026-09-22,True,
300133,chinext,2010-10-26,2026-09-22,True,
300134,chinext,2010-10-26,2026-09-22,False,r1_loss
300135,chinext,2010-10-26,2026-09-22,False,r1_loss
300136,chinext,2010-11-05,2026-09-22,True,
300137,chinext,2010-11-05,2026-09-22,False,r1_loss
300138,chinext,2010-11-05,2026-09-22,True,
300139,chinext,2010-11-12,2026-09-22,True,
300140,chinext,2010-11-12,2026-09-22,True,
300141,chinext,2010-11-12,2026-09-22,False,r1_loss
300142,chinext,2010-11-12,2026-09-22,True,
300143,chinext,2010-12-09,2026-09-22,True,
300144,chinext,2010-12-09,2026-09-22,True,
300145,chinext,2010-12-09,2026-09-22,True,
300146,chinext,2010-12-15,2026-09-22,True,
300147,chinext,2010-12-15,2026-09-22,False,r1_loss+r2_st
300148,chinext,2010-12-15,2026-09-22,True,
300149,chinext,2010-12-22,2026-09-22,False,r1_loss
300150,chinext,2010-12-22,2026-09-22,False,r1_loss
300151,chinext,2010-12-22,2026-09-22,True,
300152,chinext,2010-12-29,2026-09-22,False,r1_loss+r2_st
300153,chinext,2010-12-29,2026-09-22,True,
300154,chinext,2010-12-29,2026-09-22,True,
300155,chinext,2011-01-07,2026-09-22,False,r1_loss
300157,chinext,2011-01-07,2026-09-22,False,r1_loss
300158,chinext,2011-01-07,2026-09-22,False,r1_loss
300159,chinext,2011-01-07,2026-09-22,True,
300160,chinext,2011-01-13,2026-09-22,True,
300161,chinext,2011-01-13,2026-09-22,True,
300162,chinext,2011-01-13,2026-09-22,False,r1_loss
300163,chinext,2011-01-13,2026-09-22,False,r1_loss
